 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.40420547	0.17396039	0.16636929	0.040644083	0.012224191	0.14346449	0.011825803	0.0008480557	0.0060454863	0.040412664
d	0.0011151974	0.43408757	0.11842641	0.008236509	0.05253151	0.33629	0.0019036097	0.0013509117	0.04435368	0.0017045803
r	0.16044018	0.067514345	0.05583956	0.09463786	0.08267677	0.29600194	0.09191984	0.051303767	0.0022790753	0.097386666
e	0.1640701	0.055666726	0.081351794	0.25841042	0.2701258	0.049844366	0.08063413	0.010516962	3.8098763e-06	0.029375885
f	0.03554579	0.38566783	0.34121987	0.120594725	0.1126111	0.0021376242	0.00031720812	7.098105e-05	1.562131e-05	0.0018192232
f	0.04199089	0.014389351	0.00901427	0.01569666	0.009744101	0.017499197	0.031206349	0.014162469	0.005114591	0.8411821
ò	0.037548326	0.013417351	0.01647044	0.047344428	0.07129318	0.18113892	0.52191967	0.06776446	5.2521707e-05	0.043050654
m	0.037402067	0.09785203	0.11692231	0.5533598	0.1008744	0.0005367834	0.092596866	0.0004451823	2.3065529e-07	1.0350446e-05
m	0.10703905	0.237096	0.11503365	0.052501258	0.06901473	0.05171203	0.16331035	0.03906611	0.026024854	0.13920201
u	0.15564129	0.04067932	0.02669127	0.011333797	0.06168388	0.39964843	0.24639396	0.042442847	0.00054057036	0.014944564
e	0.036177512	0.08634746	0.14668795	0.29363132	0.4175602	0.0064792223	0.00845507	0.004094022	5.5075247e-06	0.0005617214
m	0.026214393	0.19513711	0.14818232	0.034762904	0.2613581	0.1652076	0.056689978	0.04265238	0.043276813	0.026518391
o	0.12688397	0.42875528	0.06899473	0.012470905	0.015949002	0.0035276383	0.19464682	0.005257098	0.1086443	0.034870222
m	0.010078469	0.11010396	0.15969679	0.18392104	0.25183177	0.17055885	0.07025841	0.034306552	0.0015639355	0.007680266
a	0.08843485	0.122818686	0.041735917	0.015958214	0.013279049	0.015032779	0.41741422	0.057516098	0.10821561	0.1195946
i	0.021861305	0.08830483	0.14952789	0.22876939	0.3296806	0.09286586	0.057324767	0.023547089	0.00046666033	0.007651645
g	0.0057779164	0.08417517	0.097779974	0.124063395	0.17231168	0.1093569	0.19356117	0.16722983	0.0171069	0.028637001
r	0.0906636	0.079833575	0.03751466	0.013864851	0.014468315	0.028333982	0.13766374	0.059422813	0.20668529	0.33154923
a	0.05854534	0.005369592	0.004037439	0.016171409	0.012694621	0.007801944	0.32510105	0.32037276	0.0025490788	0.24735685
m	0.005853981	0.014873828	0.02905588	0.17386523	0.08588504	0.030682057	0.3544781	0.28216162	0.001552375	0.021591846
m	0.07643085	0.05088184	0.019750612	0.0085583925	0.004880062	0.002108261	0.07375799	0.017454028	0.3664828	0.37969515
è	0.067326635	0.002987583	0.0023995305	0.006238111	0.0070229336	0.0060989894	0.60305905	0.26469275	0.0025681376	0.037606187
n	0.00029320735	0.00042615022	0.0005268434	0.0010304897	0.0030299018	0.0049428823	0.2590603	0.72016186	0.001053413	0.009475006
a	0.71525174	0.012458196	0.008484684	0.006878639	0.013870042	0.017999224	0.073271774	0.046623915	0.03919357	0.065968245
a	0.012162276	0.008851856	0.01738138	0.17813492	0.06847661	0.0072305813	0.340487	0.29124853	0.0018071498	0.074219726
n	0.0003044828	0.003248098	0.0022934007	0.004789415	0.0029788238	0.00016076454	0.014748666	0.094154604	0.6669084	0.21041335
g	0.0026693642	0.011507627	0.013560468	0.07566758	0.009006566	0.00016026887	0.029812485	0.05031862	0.07966472	0.7276322
r	0.12019337	0.00778833	0.010108124	0.020758651	0.023928497	0.017736014	0.29757312	0.2759118	0.018577978	0.20742415
à	0.15401047	0.0028687306	0.0026522987	0.0050884443	0.0070382007	0.0018128689	0.073198415	0.08786193	0.10091401	0.56455463
m	0.0015907568	0.0009599582	0.0014164752	0.03020016	0.004951345	0.001549181	0.11099592	0.7301748	0.024582146	0.09357933
m	0.16109256	0.09153724	0.06887551	0.054768547	0.03409357	0.0011064932	0.10099294	0.030211454	0.19264798	0.2646737
a	0.17413944	0.009459619	0.0064730365	0.0009968198	0.00447026	0.025107533	0.40216807	0.06675608	0.26001343	0.050415702
</S>	0.0027132805	0.002884402	0.0046308506	0.058286227	0.012967351	0.0015214763	0.07197172	0.35428324	0.07970506	0.4110363
