 	lo	sentii	che	viene	</S>
t	0.91154283	0.0031685582	0.022919735	0.016786717	0.04558216
o	5.2981795e-06	0.9123908	0.08752025	8.0483114e-05	3.1514408e-06
n	0.068510816	0.6624894	0.26870435	4.7811518e-05	0.00024769374
ì	0.00023411612	0.2689265	0.7148676	6.274717e-05	0.015909085
k	0.014454376	0.72196895	0.26333544	7.1455055e-05	0.00016983502
u	0.080827355	0.58536124	0.2795988	0.053644735	0.00056779024
s	0.82453746	0.10707815	0.06832712	1.39827e-06	5.589414e-05
a	0.0046206475	0.24646874	0.626752	0.0068577044	0.115300916
n	0.017555423	0.55119294	0.4298098	0.0009463655	0.0004954353
a	0.012221054	0.040495165	0.11109859	0.26332733	0.57285786
r	0.25243664	0.15043013	0.38960823	0.12173916	0.08578581
t	0.00269094	0.0027595367	0.007924431	0.7001568	0.28646836
i	0.083567426	0.0074704136	0.03717694	0.13123314	0.74055207
</S>	0.035869632	0.008884307	0.038105324	0.054776847	0.8623638
