 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.46929306	0.004234434	0.07290272	0.3686878	0.015308991	0.06957302
s	0.048128705	0.8012277	0.03841212	0.04700713	0.06352866	0.0016956482
o	0.0005131736	0.55949515	0.40548888	0.022414269	0.011596507	0.0004920222
s	0.0020687885	0.84093976	0.15512852	0.0018269699	2.1514436e-05	1.4341152e-05
e	0.016132873	0.7217166	0.060644332	0.059366528	0.0167931	0.12534656
è	0.061592687	0.39406934	0.53263074	0.011238717	0.00035627434	0.00011228308
m	0.027841173	0.47199523	0.10801616	0.1944965	0.18117324	0.016477723
b	0.26637006	0.0069010183	0.00086796837	0.677341	0.046405826	0.0021141223
i	0.017519737	0.015930604	0.19600052	0.7694176	0.0010272312	0.000104422055
à	0.12395173	0.25530535	0.6034252	0.0044122417	0.006307633	0.0065978905
t	4.318031e-05	0.0023744674	0.0021569915	0.046349928	0.78942525	0.15965019
t	0.0030472688	0.0059493333	0.01131584	0.39733213	0.5688253	0.013530107
i	0.20647904	0.11327793	0.10761197	0.5561805	0.013221515	0.0032290902
f	0.09164594	0.10083361	0.3757494	0.14514904	0.19482389	0.09179814
i	0.72163296	0.011755818	0.002799245	0.20587501	0.044939015	0.012997919
n	0.0194191	0.02485345	0.102360114	0.40151733	0.27803582	0.17381416
è	0.111399345	0.0064040534	0.0006611358	0.22118548	0.23732612	0.42302385
s	1.2039406e-05	4.227852e-05	7.473915e-05	0.0023791934	0.9819744	0.01551725
t	0.012423662	0.0077279955	0.009542514	0.026543941	0.9021029	0.041659005
r	0.39584172	0.12276587	0.14434528	0.2808546	0.054061458	0.0021310754
a	0.28874537	0.10351283	0.037785582	0.16313323	0.40207916	0.0047438666
</S>	0.007938184	0.0077442527	0.006325933	0.0139017	0.21416947	0.7499205
