 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.61448413	0.069767	0.06221026	0.10733245	0.0510127	0.07829877	0.0076362095	0.00140846	0.007849975
ù	0.07896101	0.07411185	0.0036654293	4.738548e-05	2.4513265e-05	0.00037529378	0.008798809	0.70156217	0.13245353
t	0.9419412	0.053127434	0.004701565	3.287257e-05	2.4522466e-05	4.0435007e-06	2.335362e-05	3.972198e-05	0.00010535425
t	0.03811684	0.004465043	0.0035756063	5.118555e-05	8.525334e-05	0.0017197604	0.18174514	0.68478954	0.08545168
o	0.49546728	0.28378096	0.059479892	0.004937135	0.0012363633	0.017610407	0.033272427	0.0049291565	0.099286355
t	0.77236384	0.06002551	0.119089745	0.0020532284	0.009947417	0.0070965565	0.011959542	0.0020887388	0.015375568
r	0.004451018	0.009623648	0.013692336	0.004082879	0.0041841688	0.018838989	0.043623757	0.22165284	0.6798504
a	0.23366922	0.27095526	0.1044378	0.07498157	0.015154141	0.10317388	0.05580086	0.005748493	0.13607877
v	0.29313502	0.049288187	0.36446	0.03269869	0.10511142	0.028995719	0.039163638	0.005792431	0.08135491
ù	0.0023202924	0.0017144503	0.00221192	0.0019933865	0.0011240965	0.0060309754	0.027346773	0.7906978	0.16656025
d	0.02151071	0.090747364	0.26412404	0.3061036	0.27950743	0.03339216	0.0040451284	0.00010894419	0.00046062924
i	0.23904338	0.032459386	0.055465776	0.04613178	0.037060007	0.03974165	0.048603673	0.32565024	0.17584409
e	0.061879586	0.09585954	0.31009272	0.23323289	0.27143797	0.023990666	0.0024485616	0.00017432355	0.0008837625
e	0.0003970524	0.027139237	0.15117899	0.21746048	0.11979876	0.040451176	0.15934461	0.25838074	0.02584887
t	0.007843064	0.090822406	0.23108968	0.11453523	0.12305275	0.077616945	0.2308204	0.094700776	0.02951872
o	0.016885482	0.0064151543	0.0072975964	0.01056737	0.01249456	0.0240541	0.079586916	0.17932272	0.66337615
n	0.020108609	0.018536557	0.18071543	0.18469141	0.46542206	0.11656153	0.011850657	0.0003382054	0.0017756027
è	0.0011593222	0.002598765	0.0017053044	0.0024484042	0.0022967719	0.004131848	0.03203674	0.32900193	0.6246209
g	0.003589768	0.02589891	0.038571637	0.3896138	0.30045667	0.21777758	0.011214377	0.0010922794	0.011784924
r	0.035034966	0.077533826	0.07362798	0.13263386	0.095285684	0.06670591	0.0237374	0.42165688	0.0737835
a	0.05128927	0.0029328708	0.0043054577	0.004153411	0.01227982	0.13032292	0.5488851	0.08166743	0.16416371
t	0.004457677	0.008106239	0.027996691	0.23636666	0.30530894	0.32045972	0.06312338	0.005016479	0.029164264
s	0.00018209004	0.00066540344	0.0035944262	0.0026933206	0.011568819	0.006672724	0.014438746	0.70449185	0.25569263
e	0.024839103	0.0010416871	0.0038320546	0.005962152	0.039138056	0.26345906	0.39535126	0.041374452	0.22500221
è	0.0015942517	0.0029720275	0.011600447	0.093077905	0.20242201	0.3191208	0.17306067	0.023927944	0.17222387
n	1.3137082e-05	7.000155e-05	0.0002640496	0.0029123453	0.0026829233	0.010689865	0.32688892	0.58045566	0.076023124
a	0.008598865	0.040234614	0.060557403	0.16320042	0.23033713	0.15185472	0.025825063	0.23198776	0.087404065
p	0.0027749408	0.00511926	0.023458017	0.214956	0.30092213	0.36847883	0.033914685	0.0074980226	0.042878002
o	0.0082037095	0.01603829	0.020948581	0.030192515	0.043825507	0.074351355	0.041671768	0.69615585	0.06861245
è	0.0059491647	0.0104727065	0.01840558	0.2195223	0.2565344	0.35159776	0.0583582	0.01029805	0.06886189
t	6.887624e-05	0.00024540984	0.00043152014	0.0044731684	0.0026275995	0.007945529	0.19430901	0.7205417	0.06935716
a	0.009053614	0.038317397	0.054602623	0.20796491	0.28262436	0.15217905	0.018553412	0.15402128	0.08268337
</S>	0.0036219468	0.007766855	0.02399007	0.19929478	0.3221961	0.28093332	0.041899938	0.025858007	0.09443891
