 	la	pasta	vuole	sale	</S>
i	0.988555	0.0009512749	0.0013392462	4.8784736e-05	0.00910571
p	0.06745468	0.065923735	0.85161155	0.014629782	0.00038032612
à	0.17395732	0.15961444	0.11090559	0.53715307	0.018369617
s	0.018597657	0.89617753	0.08255887	0.0019769075	0.0006889436
t	0.091291346	0.10643486	0.6800637	0.074799195	0.04741083
a	0.0066216043	0.33617455	0.036211185	0.6204825	0.00051022583
ì	0.5143498	0.24126445	0.23817135	0.0059404187	0.0002740219
t	1.1947871e-05	0.0025637944	0.99493045	0.0019032953	0.0005904926
e	0.025530832	0.043779716	0.08154847	0.744772	0.10436895
l	0.33365735	0.07678947	0.54094756	0.046535786	0.0020698947
e	0.4094538	0.031982232	0.045849226	0.20002967	0.31268507
à	0.05218528	0.049612906	0.5672219	0.30287164	0.028108334
l	1.8075966e-06	0.0006307565	0.90899575	0.04244083	0.047930844
a	0.01253588	0.006038219	0.0053038136	0.54377025	0.43235183
</S>	0.0045018243	0.018018633	0.2825791	0.59365654	0.101243965
