 	io	non	ho	cosa	da	mangiare	</S>
e	0.76892704	0.034491148	0.018692091	0.033163093	0.06216767	0.0011417466	0.0814172
v	0.011670775	0.02691344	0.0075491327	0.9458568	0.007792219	0.00019945264	1.8208919e-05
ò	0.03025013	0.029728796	0.022154802	0.07117332	0.08226624	0.67523354	0.08919322
e	0.06357432	0.5178707	0.36716864	0.010938822	0.026560143	0.0045831143	0.009304194
n	0.1481455	0.07348926	0.056302022	0.59651417	0.12133555	0.003817197	0.00039626492
è	0.00016945864	0.003385755	0.0024598686	0.00096930447	0.013006817	0.9344528	0.045555905
c	0.03066986	0.6301533	0.29654327	0.005528393	0.03630998	0.0005557178	0.00023940613
h	0.0059445165	0.015288053	0.029058764	0.13094467	0.060801122	0.74885434	0.009108495
o	0.21758227	0.24050455	0.28595126	0.04918689	0.18174367	0.024550678	0.00048072843
t	0.0629001	0.21592374	0.41255617	0.07604982	0.15800709	0.06896794	0.0055951476
i	0.0007217436	0.0025029029	0.0047313813	0.0013340497	0.0073000346	0.9552154	0.028194472
è	0.011353306	0.11861229	0.24785595	0.02999173	0.5506933	0.03276843	0.008724957
n	0.000334932	0.0038666087	0.013199181	0.0030723703	0.1332467	0.8178858	0.028394451
a	0.0025385835	0.016048748	0.026002184	0.0043426584	0.041870996	0.83711606	0.072080754
f	0.016346	0.06512667	0.08693072	0.047744807	0.7150979	0.040469494	0.028284462
à	0.018948015	0.010103887	0.011748477	0.033803124	0.046955097	0.3049036	0.5735378
o	0.0006352253	0.0018718384	0.006344894	0.012407106	0.09268164	0.8437782	0.042281065
</S>	0.005053799	0.008053835	0.013025139	0.072134584	0.26929903	0.38689262	0.24554098
