 	avete	cucinato	le	verdure	</S>
è	0.95864296	0.001308064	6.288283e-05	0.0008805299	0.03910569
c	0.31026083	0.6771616	0.0125658335	1.1565682e-05	2.0619687e-07
h	1.2320089e-07	0.004031682	0.018561043	0.9766936	0.0007136553
e	0.12538537	0.46715403	0.39537612	0.0115567595	0.00052785734
t	0.6271646	0.18475974	0.15561987	0.01607011	0.016385697
e	5.807199e-06	0.10548661	0.6989669	0.19262788	0.0029128036
m	0.83331865	0.07650062	0.065009	0.009302731	0.01586897
a	0.00014306404	0.03638101	0.10066601	0.86119974	0.0016101401
r	0.4899002	0.06543172	0.21904542	0.004647968	0.22097468
à	5.3376538e-05	0.003292076	0.015533274	0.16111965	0.82000166
t	0.1498294	0.7098472	0.091576725	0.0034989535	0.04524781
a	0.0747763	0.06495104	0.1790186	0.41790384	0.2633502
t	0.60654616	0.05853328	0.11028695	0.018410606	0.20622303
a	9.266223e-05	0.0036277936	0.0142508065	0.39694276	0.585086
l	0.29316387	0.01924851	0.046322353	0.02332871	0.61793655
à	4.45742e-06	0.0003413053	0.0012255902	0.16956508	0.82886356
c	0.023111338	0.2912032	0.35410425	0.024611138	0.30697
h	2.2861428e-09	2.3822442e-05	0.0001020072	0.9966018	0.003272389
a	0.021402255	0.024301372	0.010037126	0.9171763	0.02708293
n	0.0062232804	0.07353581	0.38525084	0.22628698	0.3087031
a	4.712791e-07	0.0008838764	0.0012837559	0.9065485	0.09128343
</S>	0.0021809805	0.0020703166	0.005037428	0.013557121	0.9771541
