 	forse	stanno	ancora	svegli	</S>
f	0.053276528	0.01103077	0.10411836	0.1387032	0.6928711
ò	0.15733503	0.100446105	0.6456047	0.093734436	0.0028797316
r	0.6999268	0.2936205	0.0060228887	0.00038781235	4.200536e-05
s	0.10370369	0.27424473	0.45528457	0.10523849	0.06152854
i	0.09553377	0.8965804	0.007714878	8.400608e-06	0.00016247362
s	0.81768113	0.18116826	0.0010570288	5.511715e-05	3.8463295e-05
t	0.011759279	0.03969938	0.9142412	0.012959162	0.021341039
è	0.117125034	0.55017835	0.31905562	0.00080577924	0.012835165
o	0.29189384	0.70455146	0.0034964446	2.0966176e-05	3.7314705e-05
n	0.0038642518	0.033703383	0.66331255	0.29518875	0.0039310274
e	0.03311049	0.027777102	0.25599363	0.024098689	0.65902007
a	0.0752108	0.8407826	0.06988743	0.0010962745	0.013022841
n	0.0005908098	0.013778542	0.42917782	0.5324784	0.023974476
k	0.0007096038	0.00044999184	0.0068486547	0.03249644	0.95949525
ò	0.18058392	0.14035504	0.14440969	0.00556275	0.52908856
r	0.111539975	0.62751263	0.09161148	0.13632034	0.033015583
a	0.016262174	0.010606651	0.46444362	0.121364824	0.3873227
a	0.092814244	0.73963225	0.11780022	0.00094809796	0.04880525
t	2.4717505e-05	0.0008164798	0.06851104	0.8837779	0.046869773
s	0.0031374462	0.0015654316	0.0074270256	0.02324471	0.96462536
ù	0.0052872836	0.026606435	0.08649055	0.013744362	0.8678714
n	0.00020300895	0.0028057373	0.020226004	0.96364766	0.013117517
n	0.0035151641	0.0054584187	0.057365038	0.1708281	0.7628333
i	0.571636	0.055269282	0.060220465	0.02141897	0.29145524
t	0.0004907348	0.0026134385	0.0850681	0.79019296	0.12163475
i	0.51592135	0.04463118	0.017113637	0.0038978304	0.418436
</S>	0.0055344542	0.025876487	0.014797281	0.022506464	0.93128526
