 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.15455593	0.00016503865	0.0032382181	0.752871	0.022150593	0.00030012397	0.025975695	0.0017049635	0.005667802	0.0011611417	0.026733806	0.0054757455
n	0.0004175252	0.09001764	0.9062529	3.3484444e-05	1.7150796e-06	5.0885843e-05	6.393383e-07	2.6501995e-05	0.00031752893	0.0026879453	2.0972164e-05	0.00017218992
è	0.0043847184	0.85041666	0.07949284	0.00018651881	0.0054523395	0.011573003	0.013593877	0.00069927116	0.00017980242	0.0037546267	4.5522683e-07	0.030265827
r	0.0037012692	0.91767275	0.0783133	7.4364275e-06	2.6040163e-06	0.00024927355	7.429105e-06	4.8280604e-06	4.090716e-06	1.8175993e-05	2.6500015e-07	1.855275e-05
t	0.015307964	0.0040015327	0.962512	0.001490337	0.00023178547	0.0012593793	0.001230355	0.00035283153	0.0004141562	0.010354972	0.0012775477	0.001567202
i	0.03903412	0.6180019	0.31976184	0.0014342864	0.0019568629	0.0153816	0.00079906796	9.966945e-05	4.3632685e-05	0.001765698	1.4556537e-06	0.001719859
n	0.1032446	0.18894866	0.67896825	0.01874559	0.0039779656	0.005787914	8.093632e-05	6.934883e-07	2.2254676e-06	4.431431e-05	3.3768538e-05	0.00016507276
è	0.04966772	0.36631674	0.30965236	0.0021531526	0.0040167538	0.01185594	0.068029895	0.06535138	0.008168971	0.06375688	0.00038933996	0.050640803
s	0.31480616	0.2983864	0.17452227	0.12164078	0.04234522	0.04555819	0.0025590665	9.573077e-06	1.7487211e-05	2.876299e-05	7.018037e-05	5.595454e-05
s	0.09522963	0.0038010238	0.70391756	0.019840132	0.0050568962	0.0047824066	0.03777605	0.020478312	0.006872946	0.052280735	0.03622906	0.013735311
u	0.0921798	0.20640226	0.35228318	0.00178448	0.014073242	0.26617786	0.006837943	0.0010543333	0.00030442124	0.05748461	2.0948342e-05	0.0013969551
m	0.051944997	0.1479076	0.21933669	0.055761915	0.21438728	0.28704855	0.022753322	9.542194e-05	3.3019427e-05	0.00032632716	0.00015257046	0.0002522433
u	0.035408374	0.007298043	0.07957435	0.006123457	0.0004744726	0.0045629237	0.0016663752	0.4019921	0.21155867	0.09462998	0.15419821	0.0025130534
k	0.015352427	0.010349974	0.12635966	0.27638602	0.30627123	0.11114778	0.15150791	0.0003463818	9.262155e-05	0.00057461596	0.00072440755	0.0008870723
u	0.056011558	0.0040855105	0.13311304	0.0041402164	0.00023476557	0.0013623786	0.0021083048	0.17469056	0.07887488	0.4105064	0.11565652	0.01921581
à	0.0054305224	0.018235471	0.008268835	0.15484755	0.33440787	0.19434035	0.2806463	0.0007012066	0.00022874323	0.00038486178	0.0018828281	0.0006255037
i	0.011837818	0.16720912	0.021525769	0.005529437	0.082019955	0.5507355	0.0058811395	0.0006496289	0.03235027	0.08453719	0.022133468	0.015590746
s	0.04754443	0.032828145	0.033590827	0.1079319	0.123056956	0.045570675	0.110459976	0.08136679	0.12900631	0.013234134	0.27091902	0.004490834
à	0.006796516	0.37230757	0.013805623	0.001000388	0.004957735	0.09284108	0.030783102	0.00395156	0.005770271	0.1162274	0.044442654	0.30711612
m	0.02715284	0.05953563	0.01370439	0.25522953	0.28295258	0.13410191	0.0771087	0.000746942	0.005601964	0.011773859	0.10868026	0.023411352
b	0.01759113	0.00064986263	0.01676167	0.009384588	0.000794779	0.001037933	0.0050736642	0.03317362	0.016897028	0.067916185	0.8163353	0.014384192
a	0.087804355	0.0004834785	0.01907641	0.040937155	0.006202812	0.0027460258	0.041532025	0.14644675	0.13321725	0.44267714	0.069118984	0.009757592
v	0.004611211	0.013142941	0.0023901507	0.011052003	0.09208509	0.117857516	0.6974464	0.03256744	0.007856935	0.009255529	0.0050549237	0.006679754
ò	0.0074857646	0.0027197802	0.011979041	0.001023556	0.0002638604	0.0021107371	0.0013687122	0.57364327	0.1979484	0.14339697	0.056173336	0.0018864933
r	0.0011166696	0.051907435	0.00065261946	0.0043219845	0.10571287	0.5302643	0.22000527	0.002030836	0.0041916007	0.018361524	0.039862264	0.021572592
a	0.052078832	0.00034607304	0.01263338	0.044384036	0.0014739459	0.0007789618	0.064741746	0.29819113	0.09032678	0.08393111	0.34383965	0.007274394
s	0.008888034	0.017438108	0.002567766	0.027365442	0.11552001	0.060561154	0.6339132	0.03911901	0.011208746	0.018441752	0.03572846	0.029248364
o	0.0018151078	0.001465236	0.0015645536	0.0024399254	0.0027089966	0.003186794	0.0142104635	0.019662939	0.009752421	0.057630453	0.8152573	0.07030578
t	0.0029152164	0.0025564712	0.0019508795	0.1066998	0.05896891	0.017519245	0.48610675	0.034903422	0.03575027	0.02261181	0.21589234	0.014124828
s	0.00037938386	5.6483113e-05	0.00020451454	0.00072376366	0.00017207059	0.000117815485	0.00068757054	0.0014959993	0.0011677429	0.0057842596	0.9709815	0.018229045
o	0.0012504268	0.001349853	0.0009460475	0.026374077	0.007978862	0.008783365	0.06409626	0.09698138	0.10399717	0.11271751	0.5193228	0.056202296
m	0.00062872155	0.01375977	0.0002880069	0.0040226015	0.022244893	0.036274888	0.13843475	0.018523285	0.016291639	0.04342629	0.5730284	0.13307682
ì	0.006334602	0.00035311733	0.012151086	0.0054168776	0.00048498352	0.00059991423	0.0044299387	0.13025202	0.044649765	0.088902384	0.6983331	0.00809218
n	0.0008992271	0.012622995	0.00019170927	0.0013131197	0.01156441	0.060849044	0.045333423	0.0027619854	0.0051231696	0.017045554	0.5616837	0.2806116
a	0.043981563	0.00020999234	0.0027149036	0.025217064	0.00039984574	0.0003676325	0.020034514	0.11148702	0.053059455	0.019617945	0.718807	0.0041031153
f	0.004135516	0.03763361	0.0010898205	0.0034594366	0.05038342	0.07356089	0.27740484	0.03135014	0.011049792	0.06442138	0.14557503	0.29993615
è	0.00050501816	1.3524708e-05	0.0006376595	0.00077160745	5.4156906e-05	2.6575924e-05	0.00079143024	0.015166983	0.0057062623	0.007661491	0.96227175	0.006393581
r	0.00037439162	0.0066309297	5.4262862e-05	0.0001992078	0.0018306149	0.010957888	0.0050125113	0.0046893065	0.010650144	0.01717844	0.7545834	0.18783891
i	0.035142053	0.0002442963	0.0072082505	0.036744725	0.000911765	0.00054128224	0.048183635	0.05406825	0.03079729	0.02378182	0.752985	0.009391716
</S>	0.008645792	0.024851102	0.0016477648	0.0035069075	0.04442911	0.034991052	0.20090923	0.03392397	0.008859362	0.079204164	0.1498181	0.40921348
