 	sta	e	dorme	nel	letto	</S>
s	0.9127073	0.053341597	0.006448138	0.01803445	0.00015434556	0.009314134
t	0.0070371428	0.07903019	0.094574936	0.37041005	0.4244009	0.02454682
e	0.11898496	0.41411477	0.05157894	0.08263689	0.086667	0.24601744
c	0.33190694	0.62403184	0.033778753	0.006544314	0.00022362126	0.00351448
e	2.1391837e-05	0.000370088	0.0013424847	0.005604667	0.98804283	0.0046184966
p	0.21609204	0.68680716	0.08896188	0.006261895	0.0002567784	0.0016203232
l	0.03219033	0.017877998	0.026776914	0.042811736	0.8361024	0.044240687
ò	0.05027996	0.099067725	0.0610437	0.70817345	0.024314491	0.0571207
n	0.038163036	0.5375011	0.3884323	0.03179201	0.002568849	0.0015427057
n	0.0056617055	0.05259604	0.07305535	0.03480005	0.8214653	0.012421559
i	0.1180524	0.09452711	0.10914314	0.61883414	0.040257666	0.019185593
s	0.030585375	0.36588398	0.3677985	0.17780206	0.030011253	0.027918741
t	4.9552367e-05	0.0033341222	0.0015627984	0.0007327417	0.91854537	0.07577544
o	0.046904087	0.054456774	0.04607744	0.5262174	0.084558375	0.24178591
g	0.02461344	0.27756882	0.19665137	0.28744128	0.043146405	0.17057869
r	0.0010833909	0.008556963	0.0032865459	0.0017736503	0.85370666	0.13159283
à	0.03120283	0.022300052	0.01089333	0.29629886	0.08332932	0.5559756
t	0.0030393896	0.022434736	0.027738983	0.03929114	0.7695272	0.13796861
t	0.02717165	0.122052595	0.07683645	0.010077596	0.72093487	0.042926818
i	0.11628595	0.07252809	0.061293304	0.41688284	0.14069629	0.1923136
</S>	0.003498189	0.032368373	0.025431184	0.014516069	0.3260615	0.5981247
