 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.87241775	0.01342549	0.0014169281	0.010918208	0.002836763	0.017710572	0.029608063	0.026046103	0.012848431	0.0033929322	0.0063737626	0.0004333557	0.002571765
s	0.024469726	0.33524692	0.552793	0.029928884	0.013833513	0.0016576049	9.804225e-05	8.2777915e-05	3.4389748e-05	0.00036940782	0.0041431612	0.027574832	0.00976766
t	0.00054741505	0.23551206	0.08419847	0.036485467	0.106298625	0.11036744	0.10099573	0.12322591	0.05953525	0.001892906	0.01866291	0.0115923425	0.110685505
è	0.022606356	0.16828328	0.47453287	0.029929226	0.09288763	0.06517908	0.02105282	0.026593026	0.042854182	0.0047792024	0.0010543645	0.00032665025	0.049921207
o	0.0040887096	0.7973072	0.19127618	0.0035422964	0.003169268	0.00016096987	0.00022672351	7.6277116e-05	3.165525e-05	3.085785e-07	4.770062e-06	2.133976e-05	9.418661e-05
s	0.0479311	0.1804735	0.25742847	0.3693909	0.064264655	0.04985139	0.006264404	0.004180746	0.0011684716	0.0019673717	0.0026377204	0.01384469	0.000596569
t	0.0014852977	0.099491484	0.07836122	0.028984848	0.07361011	0.05651669	0.046874	0.0861542	0.07748951	0.0058471514	0.049810775	0.039221548	0.35615322
o	0.030059174	0.057416614	0.18338446	0.05374811	0.07051929	0.2606549	0.050799266	0.07887971	0.17653663	0.008836964	0.0041517694	0.0006789967	0.024334108
t	0.020187063	0.6075693	0.25958008	0.043439403	0.036585107	0.014884624	0.0102984505	0.003980326	0.0011897067	6.476249e-05	0.00065105845	0.0005903492	0.0009798144
e	0.0075066388	0.0628356	0.05711639	0.032022987	0.050845563	0.15651488	0.06520096	0.095998585	0.09393587	0.008991622	0.07536862	0.048720587	0.24494174
l	0.054981846	0.22471625	0.10760693	0.30505836	0.09030412	0.12996808	0.06131311	0.020776177	0.0029316784	0.0001174676	0.0012838518	0.0006002556	0.00034190825
è	0.03310574	0.024228415	0.014534807	0.09643344	0.02671048	0.28420377	0.07593609	0.084400415	0.035278756	0.0029589797	0.10759026	0.059827697	0.15479118
f	0.10522811	0.14867015	0.120828286	0.31437865	0.09787459	0.014782477	0.13150465	0.047787186	0.018089352	0.00032350572	0.00033794742	5.2284497e-05	0.0001428059
o	0.3547144	0.025889425	0.017798632	0.056364644	0.030437574	0.1762326	0.081304654	0.0829824	0.051129043	0.0027986348	0.037953183	0.06512522	0.017269513
