 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.8298313	0.0055044712	0.010170981	4.211185e-06	0.017293403	0.009920799	0.006351573	0.06695786	0.040920604	0.00037317752	0.0016266485	0.0110449875
n	1.7164839e-05	0.0008112381	0.0036128822	0.008718405	0.97588444	0.0049471804	0.0024087168	0.0013842977	2.4683257e-05	0.0020141392	2.6380796e-05	0.00015036867
è	0.002299348	0.18252791	0.0721056	0.45248878	0.008676842	0.034500286	0.038054604	0.02272641	0.013704445	0.010933595	0.031213805	0.1307683
n	0.0039561163	0.29787558	0.07480557	0.49680528	0.05345303	0.054400574	0.0143968575	0.003146394	0.0001557999	0.000109679786	4.7161175e-05	0.0008479019
a	0.00021726979	0.17120522	0.1795333	0.21078181	0.14369212	0.11962337	0.07509882	0.0052694846	0.001759225	0.054535113	0.031013783	0.00727044
l	0.008472962	0.17754522	0.45063064	0.07790139	0.26881438	0.007818387	0.004719817	0.003076051	0.0004549537	6.3572974e-05	4.9086335e-05	0.00045349819
l	0.04785695	0.030653056	0.040153865	0.013312138	0.33423644	0.13873005	0.05796126	0.013370299	0.00879636	0.21552767	0.045201186	0.054200746
i	0.002061144	0.015700003	0.0018279969	0.9555416	0.0013213392	0.0077443575	0.008389354	0.0007588175	0.0015023254	0.0041331565	0.00042245674	0.0005973379
m	0.02730489	0.3611545	0.25439548	0.33246326	0.010166614	0.007593333	0.004977647	0.0007345641	0.00025604363	0.0002993025	0.00036948477	0.0002848483
o	0.113085195	0.0087743085	0.016356418	0.001183056	0.10429611	0.077506736	0.02280211	0.015249265	0.0063520456	0.6095618	0.016018463	0.008814507
n	0.072744116	0.2653047	0.51605445	0.054798555	0.029215347	0.021728681	0.019245423	0.0077803195	0.0064397426	0.0007371595	0.0038649493	0.0020865612
ì	0.09763996	0.05225244	0.040791634	0.17076614	0.14046906	0.08069101	0.051446833	0.097743034	0.058863126	0.13499151	0.01898464	0.055360556
s	0.026993573	0.15360555	0.0815773	0.5315274	0.0036732424	0.046306316	0.03815134	0.098098315	0.013618518	0.0058459844	0.00011758793	0.00048483218
u	0.06039664	0.18472949	0.119529314	0.0978066	0.0355652	0.09701464	0.09255653	0.016304651	0.02124241	0.06757565	0.1424254	0.064853445
m	0.07410984	0.17935309	0.38305035	0.115102604	0.091382265	0.047536753	0.05041254	0.025996659	0.030928109	0.00052913144	0.0010806414	0.0005180121
e	0.24676383	0.004172121	0.018255422	0.0002958773	0.28105116	0.06522374	0.02498953	0.051870417	0.02972795	0.2673894	0.0069988286	0.0032617368
m	0.07657349	0.1461216	0.2013295	0.11731502	0.09910423	0.09362031	0.10496392	0.09111348	0.057007976	0.003597458	0.0066461866	0.0026069009
a	0.10366129	0.01005744	0.025513032	0.0006932069	0.144161	0.11769847	0.045733005	0.029865544	0.01090115	0.47664484	0.024913969	0.010157071
i	0.06498347	0.065128654	0.106214054	0.052186616	0.10366049	0.09955892	0.11531147	0.2393929	0.12369665	0.012058072	0.011596798	0.006211864
t	0.003340506	0.0058370433	0.017750079	0.02578435	0.11716409	0.09891893	0.09893497	0.4485413	0.087581836	0.090269566	0.0038180023	0.002059364
u	0.05620868	0.027907167	0.020265087	0.058010884	0.0045338813	0.003266073	0.0026203021	0.0071045486	0.01154856	0.063568264	0.29508907	0.44987747
s	0.01916211	0.028531613	0.06182523	0.03405515	0.030648716	0.037102457	0.05621829	0.40415102	0.31291965	0.006509365	0.0049955603	0.0038808614
t	0.016813023	0.012715784	0.012139469	0.04164799	0.014269089	0.007853109	0.0056745578	0.012580568	0.0061194734	0.17506713	0.40306893	0.2920508
a	0.009475779	0.017832033	0.004217303	0.06028217	0.00080004707	0.0054673185	0.0064119836	0.0038351093	0.008548016	0.35119885	0.3129173	0.21901408
c	0.012254035	0.009805827	0.011566001	0.030817928	0.017772036	0.016399965	0.026711598	0.4718962	0.31594098	0.05022971	0.023887968	0.0127178095
i	0.25210115	0.0437591	0.055839892	0.0011509574	0.05230809	0.1011896	0.033009004	0.009615537	0.002564269	0.29291368	0.10547296	0.05007577
ù	0.020636097	0.033447124	0.020216608	0.076733045	0.005269351	0.031051613	0.06343328	0.2529437	0.41174287	0.025190203	0.04162191	0.01771427
r	2.905081e-05	4.7529127e-05	0.00017097786	0.011104394	0.0011349523	0.0044932263	0.004154089	0.012118471	0.012904094	0.9088555	0.03930935	0.0056783184
i	0.15228137	0.043431837	0.06455274	0.007951243	0.0053262715	0.009234754	0.008921894	0.044579573	0.05038347	0.059015155	0.27550554	0.27881613
a	0.019678706	0.019858608	0.01828599	0.016019598	0.009262506	0.017584793	0.02979456	0.36362946	0.36999956	0.057022404	0.04468317	0.03418065
m	0.00076150836	0.002228037	0.008840575	0.0040627085	0.010195075	0.021493377	0.01863936	0.09910237	0.04162906	0.6143081	0.13670304	0.042036787
a	0.19346389	0.013001115	0.02876374	0.0011187209	0.051485386	0.047272775	0.025623411	0.07434776	0.03180795	0.42572108	0.05996419	0.047429927
t	0.019413784	0.0043328297	0.0059556076	0.012231172	0.016491743	0.0076690866	0.013270501	0.4521643	0.32704934	0.060444668	0.04493531	0.036041636
e	0.057084158	0.016286595	0.0146718295	0.0024501546	0.005137863	0.00981164	0.0055730194	0.0059515457	0.0013063304	0.025505606	0.58433884	0.2718824
s	0.014560057	0.004077462	0.007614924	0.0030765226	0.0058898786	0.003089673	0.0058564683	0.407363	0.32478136	0.029311106	0.10463224	0.08974734
m	0.014193474	0.0032142967	0.0065816487	0.004325398	0.008661609	0.002772286	0.0024116917	0.01873328	0.0050787353	0.0146906655	0.4679052	0.45143175
à	0.091047585	0.027599283	0.0049277702	0.0206503	0.00035127034	0.0016565808	0.0027864294	0.0027179546	0.013124951	0.061999597	0.3018245	0.47131374
n	0.0005385483	0.0009807722	0.00032982894	0.025829718	5.5854714e-05	0.00036723894	0.00059236784	0.0012055158	0.0034688206	0.044533662	0.8552437	0.06685396
e	0.41643497	0.02550127	0.019606989	0.0027896117	0.0028409043	0.008411804	0.0070146555	0.08439181	0.0682313	0.077753596	0.10391383	0.1831092
</S>	0.0047379527	0.016975872	0.0035262099	0.061057564	0.00027736463	0.003730689	0.006243547	0.026651874	0.019382311	0.18442053	0.32138535	0.35161075
