 	lo	sentii	che	arrivò	</S>
t	0.52754486	0.003293252	0.058520548	0.18596533	0.22467606
o	1.1311233e-05	0.9686076	0.031380955	4.947547e-10	9.044672e-08
n	0.0792085	0.7228704	0.19781306	6.409851e-08	0.00010797023
ì	0.00040713375	0.30855945	0.6902814	6.2901786e-09	0.00075204804
k	0.048295304	0.80721647	0.14442089	2.5099837e-07	6.705206e-05
u	0.05030361	0.6575275	0.26824012	0.023864778	6.3940875e-05
s	0.8441218	0.109551705	0.046016663	2.6945268e-05	0.00028290626
a	0.005822251	0.23882897	0.73971266	5.313673e-06	0.01563083
k	0.021932654	0.49580446	0.48215362	1.6072337e-06	0.000107567364
a	0.0070398957	0.18405661	0.4160931	0.3862747	0.006535671
ì	0.011929651	0.046947062	0.26810825	0.5296223	0.14339276
r	0.00046629467	0.0002907553	0.0009155965	0.9463203	0.05200708
t	0.0049582263	0.007926227	0.0296124	0.8869211	0.070582055
e	0.070449375	0.19067372	0.5608658	0.11311965	0.06489147
</S>	0.01094085	0.01210847	0.047516454	0.15183066	0.7776035
