 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.9831291	0.0024440226	0.0002493595	8.592964e-05	4.394029e-05	0.0006619396	4.1101433e-05	0.0002650411	0.0028970628	0.010182652
a	0.00012535353	0.022121532	0.011372347	0.0012544203	0.958523	0.00036870674	0.00022116392	0.002257851	0.0025797728	0.0011758715
p	0.031427093	0.65140814	0.120904386	0.011898674	0.119298585	0.022049498	0.0095185125	0.009300664	0.0022656862	0.021928707
e	0.1950429	0.17298408	0.07332653	0.004009999	0.27141035	0.0035845488	0.0005672145	0.23985268	0.0037253513	0.03549636
s	0.09133903	0.62036896	0.036117658	0.0013496535	0.24792475	0.00030040162	0.0014443632	0.00023545863	8.937627e-06	0.00091075123
a	0.0016055563	0.027793877	0.054255083	0.005788329	0.69245	0.0018383933	0.015076269	0.11881209	0.0018786328	0.080501795
m	0.03895321	0.85592276	0.050318614	0.0049607255	0.03523851	0.0035077254	0.009996696	0.0003050782	6.87444e-06	0.0007898413
m	0.0117868185	0.010889595	0.0024256194	6.3812884e-05	0.0065189004	3.756765e-05	6.241387e-06	0.73480004	0.1732991	0.060172353
è	0.08913072	0.58592886	0.04826529	0.0036537754	0.008752413	0.008362841	0.0024646407	0.23560533	0.00063856103	0.017197566
n	0.011611655	0.5207175	0.3246098	0.014460884	0.08536154	0.006334789	0.0022611774	0.034636833	2.0359378e-06	3.829084e-06
o	0.47137478	0.22949135	0.025698295	0.0011154849	0.008859518	0.0008438285	0.00028824314	0.25124714	0.005551644	0.005529676
o	0.06500534	0.3039349	0.24070016	0.1919135	0.09580062	0.08524585	0.016002458	0.0012777004	3.4903157e-06	0.00011602591
k	2.1005242e-05	0.0036648735	0.09712954	0.0062392685	0.87642634	0.0039404575	0.0015254703	0.01093167	3.700046e-05	8.444455e-05
l	0.78624326	0.024096195	0.011307659	0.0022072354	0.0040788166	0.0026701055	0.0002540184	0.12538372	0.021473795	0.022285124
è	0.0027133464	0.04528016	0.014146199	0.0006873197	0.0041998103	0.0017991572	0.00071559456	0.8777115	0.004098801	0.048648156
o	0.015000303	0.10979581	0.18002622	0.059084166	0.025008865	0.090011604	0.50513613	0.015549986	6.454346e-05	0.00032247184
n	0.005258055	0.019010562	0.19949184	0.03382822	0.4209944	0.17741056	0.0008091664	0.12883502	0.012101563	0.0022606119
e	0.0059602354	0.07631433	0.023061762	0.0032452708	0.019871866	0.0007613177	0.0031222417	0.25024918	0.18842605	0.42898783
o	0.004507404	0.08621117	0.3109864	0.25049445	0.03852858	0.2485989	0.02858252	0.029369408	0.00013212414	0.002589173
k	2.2806518e-05	0.004056546	0.08667994	0.009244003	0.6599481	0.014033516	0.014259419	0.19999827	0.0033492255	0.008408229
l	0.06437358	0.009200214	0.002463008	0.00025117624	0.0033980678	0.00013911795	3.4909586e-05	0.1975206	0.50579786	0.21682142
è	0.0018390393	0.010728837	0.0016858431	0.00013163147	0.0003834221	0.00017622192	0.0012967484	0.5045765	0.08346854	0.39571327
o	0.006471688	0.023491478	0.13590764	0.08024215	0.03785005	0.18200313	0.47055465	0.058264386	0.0007550225	0.004459819
n	0.0006872368	0.003045758	0.03005971	0.0037729219	0.07543412	0.020728465	0.00044170773	0.58573806	0.2590716	0.021020401
e	0.020580342	0.04158107	0.010667074	0.0032339217	0.005151419	0.00077600504	0.002616055	0.0647866	0.3742851	0.47632235
ò	0.0071781934	0.03540422	0.16682418	0.2018125	0.0215398	0.28442544	0.094303355	0.112355575	0.003017834	0.073138885
l	6.4643577e-06	0.00049001933	0.06589738	0.0018737324	0.5572097	0.014234867	0.043426976	0.30686602	0.005278386	0.004716537
i	0.12108809	0.035797734	0.02294337	0.01009995	0.005116339	0.004621185	0.0022048394	0.070808984	0.5649572	0.16236232
i	0.007880682	0.0156241665	0.107970655	0.11318067	0.105562195	0.13621202	0.28670543	0.18906812	0.004455306	0.03334074
f	5.205711e-06	0.0006612285	0.030693585	0.0036126273	0.29469338	0.0070788865	0.009968673	0.33255306	0.18612073	0.13461265
a	0.06094584	0.0034008129	0.0033941707	0.0011316288	0.0047729504	0.0011851317	0.00020379107	0.08417515	0.5502851	0.2905055
m	0.01918684	0.004642011	0.073082104	0.04805018	0.23000868	0.04230041	0.22197168	0.22791685	0.026165282	0.10667603
i	0.08321702	0.0053196778	0.0023160179	0.00034490027	0.0018007801	0.0002085287	2.5188132e-05	0.16726385	0.6767787	0.06272537
l	0.013529467	0.005684478	0.04633551	0.035746146	0.07241385	0.03731698	0.24995896	0.2589525	0.055602983	0.22445914
i	0.013161504	0.006666294	0.0027252706	0.0007810719	0.0037561723	0.0003294632	8.0606755e-05	0.021980297	0.6432694	0.30724993
à	0.009739028	0.0032349264	0.025307197	0.024415106	0.041552354	0.023323668	0.29350466	0.13809837	0.048393507	0.3924312
r	7.748386e-06	0.000112234	0.026378894	0.0010592148	0.29174727	0.0054245424	0.23437935	0.35725278	0.06510702	0.018530954
i	0.052936714	0.019813752	0.016473876	0.010065679	0.0018865708	0.0036496697	0.0034121922	0.023371657	0.56574893	0.30264097
</S>	0.0024915028	0.0081522865	0.011729824	0.017380502	0.0034554938	0.042660724	0.0974665	0.10473416	0.11442658	0.5975024
