 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.8652626	0.0512067	0.016376823	0.010654596	0.009972108	0.0037725992	0.0006552688	0.008197456	0.017143141	0.009780722	0.006978002
r	0.27024746	0.5421392	0.0014617236	0.000613045	0.010891476	0.010325166	0.12379411	0.0039342246	0.036495343	3.5999174e-06	9.4642484e-05
t	0.015800243	0.6424405	0.003129236	0.10526446	0.15137339	0.030194819	0.004208003	0.007323195	0.02425906	0.004707511	0.011299691
e	0.10030258	0.7054692	0.03036462	0.023487069	0.113269575	0.016592786	5.2600644e-05	0.004304001	0.0012328496	0.00016320386	0.004761456
n	0.11389228	0.87863463	0.0039950544	0.0014294974	0.0012521801	9.013092e-05	6.658198e-06	0.00011057836	0.00031743274	3.9385686e-05	0.00023199193
a	0.0049111806	0.048048742	0.008387273	0.030651966	0.39865637	0.37304145	0.08082206	0.035573084	0.0030670038	0.00086172373	0.01597919
i	0.04129613	0.932583	0.009905755	0.0084524425	0.0065891063	0.00041679255	1.830905e-05	0.000116197814	0.00019462219	2.8117403e-05	0.00039961844
v	0.010834473	0.26528403	0.0036754794	0.07720803	0.40290132	0.11576611	0.0427829	0.024028758	0.049842685	0.00187606	0.005800133
ò	0.060675688	0.014825428	0.0025909431	0.008582336	0.0603751	0.03697472	0.03709445	0.05895893	0.07318184	0.20428295	0.44245762
s	0.011498471	0.081065156	0.7751863	0.0891536	0.03785158	0.004144857	0.00014921257	0.0006701458	0.00022342837	2.1681593e-05	3.5551042e-05
t	0.01293104	0.07286607	0.008626828	0.23916222	0.32353246	0.14766486	0.06465625	0.019186487	0.014369281	0.03537819	0.061626296
e	0.08595003	0.13009301	0.034911394	0.03397043	0.39988604	0.16955186	0.0025931117	0.09205535	0.021084262	0.009587023	0.020317476
s	0.012410698	0.27294347	0.33462885	0.28793433	0.07462158	0.013803862	0.00028010661	0.00070802897	0.00024492512	0.0014365357	0.0009875379
t	0.004735814	0.06012718	0.07973694	0.048977684	0.21513015	0.12972252	0.07592203	0.04855656	0.022759119	0.16861452	0.14571747
u	0.050756983	0.043813214	0.021155259	0.016748639	0.23695321	0.19756564	0.007902501	0.22432226	0.08853932	0.024702536	0.087540396
d	0.0035930166	0.08944302	0.28640005	0.37162873	0.1758813	0.060162388	0.0008710439	0.0041616554	0.0008746169	0.0036275587	0.0033566717
i	0.022884915	0.02198972	0.002343537	0.0044301543	0.0179389	0.006611927	0.14415848	0.047816534	0.028988691	0.5993121	0.10352499
è	0.0014274908	0.012797899	0.063121825	0.56184673	0.22459203	0.116385534	0.005545635	0.003766921	0.0007154065	0.005394029	0.0044064457
o	5.2069106e-05	0.0009019222	0.028064465	0.060813833	0.1803116	0.110733904	0.007270897	0.020697692	0.56999546	0.018239226	0.0029189328
n	0.00041471608	0.0038785217	0.005145736	0.12061471	0.20160633	0.22439383	0.26811424	0.032578956	0.05261581	0.07999627	0.010640962
a	0.009678118	0.018440183	0.031443704	0.015184402	0.034523483	0.047069352	0.011248536	0.024660965	0.24824715	0.08146634	0.47803774
n	0.0028082195	0.03341108	0.014841856	0.5696934	0.2422608	0.095325515	0.0017131523	0.028282277	0.008348529	0.0021095497	0.0012056119
a	0.002871846	0.0030383943	0.0049831723	0.0021772871	0.0036521964	0.004049274	0.0050529214	0.0038976974	0.071447566	0.30155644	0.5972732
m	0.0013765687	0.014102733	0.01876358	0.5866659	0.21741736	0.11912455	0.0021563345	0.024572989	0.007459392	0.0056194435	0.0027411121
à	0.038016442	0.019220198	0.0008048564	0.0071023335	0.025023572	0.012467894	0.2623261	0.0782789	0.18121265	0.30156326	0.07398376
s	0.0004530246	0.0011402013	0.048940167	0.092896126	0.16989274	0.15257189	0.0065737884	0.03028514	0.28510022	0.18128833	0.03085832
o	0.0866974	0.012050455	0.0412296	0.06582034	0.066882744	0.09372503	0.31414005	0.054282438	0.06550348	0.12467577	0.07499275
n	0.0010239152	0.0059609227	0.06085362	0.3552845	0.19730106	0.2810063	0.01885211	0.03456799	0.010686729	0.01576706	0.018695852
a	0.0074094227	0.004606628	0.019404052	0.0150927575	0.010387033	0.012689048	0.024746833	0.011381258	0.054381803	0.67083144	0.16906965
d	0.0004521737	0.006113664	0.007248142	0.5162137	0.19624923	0.18553926	0.0036007052	0.049807176	0.026784351	0.00548168	0.0025098694
i	0.005361079	0.006879273	0.0010864274	0.01668595	0.016536403	0.0128867375	0.2223967	0.036688	0.07690384	0.563388	0.041187614
v	0.0020797977	0.0023113692	0.068350405	0.29752818	0.1868884	0.33457893	0.019956293	0.025875136	0.01852895	0.023260178	0.020642357
e	0.02184351	0.007874068	0.0010403994	0.018476693	0.02108985	0.016901802	0.2695894	0.051395953	0.15367723	0.3733265	0.06478465
