 	questo	muro	vuole	uno	specchio	</S>
c	0.9399732	0.033529107	0.0049846927	0.008175663	0.0029025462	0.010434886
ì	0.033976786	0.00059441867	0.95952576	0.0033457137	0.0020596194	0.00049767055
t	0.8985616	0.00050475297	0.054809786	0.00571851	0.00017116431	0.040234152
t	0.16712955	0.080288954	0.65800095	0.09289394	0.0015752552	0.000111395566
o	0.7077333	0.1290512	0.14267905	0.016172856	0.0016779546	0.0026857348
t	0.79485947	0.0018727436	0.19255707	0.008048393	6.117049e-05	0.0026012152
ì	0.012425794	0.02388957	0.24718678	0.15924679	0.55457896	0.002672168
c	0.41665512	0.0013197846	0.07485672	0.029727101	0.012849624	0.46459168
h	5.2012536e-05	0.0011183888	0.034538697	0.10435828	0.85989714	3.5436537e-05
o	0.4060648	0.047624696	0.38591886	0.15824385	0.002140952	6.8999575e-06
t	0.16166498	0.063225955	0.49705556	0.26316717	0.0062464834	0.008639846
è	0.00030756078	0.0006167425	0.02103345	0.04811652	0.92715096	0.0027747708
l	0.11040627	0.13995446	0.3227549	0.36327347	0.032028977	0.03158189
i	0.62173015	0.24136862	0.09262307	0.028624618	0.0153342625	0.00031926538
è	0.116307504	0.43255287	0.09613978	0.35090688	0.0011872152	0.002905776
n	6.4617736e-05	5.112937e-05	0.025847675	0.008836924	0.3941653	0.5710343
a	0.00062522263	0.010675876	0.017798567	0.1744877	0.72676694	0.06964567
n	0.048191052	0.6128277	0.03570022	0.29735366	0.0049087224	0.0010185314
j	0.013851438	0.0024183982	0.0057849083	0.03221067	0.8000131	0.1457215
a	0.46525308	0.12461075	0.04328025	0.29704466	0.058173135	0.011638128
l	0.04895362	0.21314663	0.066636726	0.25251538	0.10484468	0.31390297
ì	0.0004731016	0.00029488438	0.0021599566	0.00918354	0.9757857	0.012102834
</S>	0.0019449161	0.0058457563	0.0035182564	0.012788261	0.09102677	0.884876
