 	Marika	è	che	si	sposa	domani	</S>
M	0.008370436	0.012970667	0.030196242	0.88542324	0.013214828	0.0027511155	0.04707349
a	0.45968205	0.035126332	0.45571434	0.00084904634	0.047771364	0.00058957253	0.0002673028
r	0.3983455	0.29921576	0.2661001	0.010531029	0.025026212	0.00027175542	0.000509729
ì	0.04788486	0.012050565	0.032744464	0.0007498957	0.80297273	0.01909709	0.08450042
k	0.5911458	0.37342986	0.029282419	0.0033529918	0.002724106	4.243915e-06	6.057423e-05
a	0.1241349	0.016906705	0.3989954	0.048303567	0.27415428	0.12662399	0.010881108
è	0.23067601	0.67125297	0.09158029	0.0016613621	0.0047987015	7.736186e-06	2.2926894e-05
n	0.009248738	0.061286025	0.036226682	0.53097165	0.25928354	0.085713595	0.017269734
a	0.024799677	0.06224607	0.12229603	0.0023027246	0.7012039	0.03094789	0.056203727
r	0.27820832	0.49822456	0.17749994	0.009286346	0.036509003	6.7605746e-05	0.00020422187
m	0.056395575	0.008999442	0.016542923	0.007200131	0.35704783	0.14761642	0.40619767
a	0.37038323	0.030829994	0.059691742	0.00045780555	0.52151996	0.00019406191	0.01692326
s	0.13889433	0.57926476	0.19062343	0.0060467874	0.081156544	9.337395e-05	0.0039208317
t	0.005258393	0.0031364043	0.0031486694	0.00048907154	0.14219405	0.51752675	0.32824662
ì	0.039183944	0.012130548	0.033206318	0.0011113001	0.7915239	0.0022934088	0.12055062
à	0.06584257	0.4804389	0.11666084	0.030688953	0.26914683	0.0086020185	0.02861993
v	7.4631316e-05	0.00012594809	0.00019396716	0.021562196	0.013227689	0.9215246	0.04329097
v	0.0042879703	0.00713535	0.0101921335	0.0009640216	0.032475717	0.69866306	0.24628168
r	0.26486012	0.049644295	0.17340952	0.007659242	0.43690002	0.0031728637	0.06435388
i	0.7184633	0.0063083833	0.073653966	0.0044552875	0.021270748	0.15127516	0.024573188
</S>	0.026514096	0.08380434	0.026956005	0.03756939	0.26003364	0.033402722	0.53171986
