 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.88794035	0.0028439693	0.022679346	0.021465393	0.016237145	0.0036805419	0.02729155	0.007852657	0.010009011
f	0.010178521	0.26676705	0.4290384	0.26757348	0.0049509453	0.0016883359	0.017522035	0.0021512683	0.00012993267
è	0.023489432	0.014561112	0.00490113	0.008719799	0.04920646	0.021024374	0.8712776	0.002963205	0.0038568722
n	0.005206363	0.959135	0.0068683173	0.0027749771	0.017017383	0.00303051	0.0012325435	0.00380178	0.0009332514
e	0.022455107	0.2212102	0.19365036	0.2920767	0.09923403	0.0427696	0.05231842	0.07442101	0.0018645183
t	0.10377554	0.6285592	0.16818966	0.068284094	0.029406628	0.0005881261	0.00043765295	0.0006962165	6.2890686e-05
e	0.0019671833	0.08107984	0.0028813859	0.0058297976	0.050734233	0.06782561	0.5964059	0.018864002	0.17441207
k	0.022266898	0.53556323	0.17778514	0.12914337	0.12787737	0.0027969796	0.004115495	0.00037376874	7.771306e-05
a	0.0016455501	0.0013565067	0.0014681987	0.00138101	0.0011942531	0.0010402597	0.9774639	0.011803324	0.0026470332
o	0.030069083	0.12618689	0.15255262	0.3045456	0.3149463	0.04028628	0.025087532	0.0059527787	0.00037291544
l	0.00048409676	0.021357253	0.032907292	0.09974694	0.14452238	0.12790227	0.16478096	0.40178567	0.006513122
à	0.008631521	0.0043482743	0.0031543479	0.0054064416	0.009872123	0.016675016	0.87561893	0.06766655	0.008626727
d	0.036233056	0.10219989	0.0383496	0.038486812	0.2671085	0.49406993	0.0065748543	0.010363239	0.006614129
r	0.074213415	0.004296241	0.027332097	0.055684168	0.011117128	0.017725138	0.21194163	0.5961626	0.0015275268
o	0.0107479645	0.0065916	0.0028169039	0.0026451729	0.03241459	0.05835592	0.8827904	0.0022211673	0.001416325
m	0.008846326	0.032916524	0.014652072	0.03874976	0.3173469	0.4955775	0.06515676	0.014368744	0.012385367
b	0.0398377	0.00400777	0.0072355038	0.0014614265	0.0010306635	0.0059676575	0.84497523	0.095116936	0.00036727925
ì	0.0288267	0.013875071	0.008979756	0.013091679	0.15726528	0.5732278	0.2017355	0.002515078	0.00048309096
k	0.0030141687	0.0024359112	0.010607628	0.013889582	0.050380204	0.5871182	0.15845057	0.12307664	0.05102706
e	0.20596638	0.006735236	0.008478969	0.0020942434	0.002786641	0.013017617	0.56197107	0.19593225	0.003017549
a	0.0056083794	0.016286999	0.0018797322	0.0031333666	0.12403021	0.65536815	0.09036979	0.0057534724	0.09756988
p	2.912545e-06	0.0002796331	0.00015543753	0.0003684194	0.000715309	0.008134417	0.01026567	0.8674833	0.11259488
ò	0.00027112034	0.016659379	0.0057044476	0.0024866627	0.0036832772	0.02499286	0.13229206	0.81230295	0.0016072366
t	2.065366e-05	4.8369784e-05	0.0007478435	0.004248408	0.0006408001	0.0040089902	0.0022724697	0.97621924	0.011793214
t	0.0016466607	0.0013007941	0.0010943515	0.0012197341	0.0013728201	0.00809823	0.02516477	0.94982356	0.0102791395
u	0.083553016	0.008441938	0.002960435	0.0029982482	0.023728775	0.43024567	0.25961253	0.14673047	0.041728824
</S>	0.00061099627	0.0024295421	0.0003288175	0.00066500925	0.006890395	0.057283908	0.04062766	0.17839938	0.7127643
