 	voglio	un	forno	che	vende	rustici	</S>
t	0.55179816	0.013376184	0.028183293	0.041135766	0.0043479796	0.11231225	0.24884637
è	0.092315085	0.5408456	6.7181913e-06	0.24293318	0.122397296	0.00086513086	0.00063709525
l	0.91244966	0.08382516	0.00035038462	0.002952726	9.375844e-05	0.00016169492	0.00016648072
o	0.49661136	0.1008716	0.028507521	0.24860482	0.015244849	0.103898525	0.006261453
è	0.14057007	0.8487916	0.0020727233	0.006416557	0.00018695499	0.00069937407	0.0012627132
n	0.0064502135	0.14036152	0.008828828	0.82160383	0.01905042	0.001985404	0.0017197313
a	0.0035312395	0.11305302	0.0012412738	0.19842862	0.6759443	0.006043019	0.0017585617
f	0.09876241	0.84357786	0.0339494	0.02157484	0.001140663	0.00065610587	0.00033868907
ù	0.10227178	0.0051740203	0.0016264018	0.40854958	0.43095955	0.03964431	0.011774393
r	0.012456721	0.5054103	0.023200145	0.43384913	0.022513399	0.0011439736	0.0014263741
n	0.06438396	0.03930765	0.10188713	0.25830758	0.12698713	0.3658525	0.043274097
o	0.4271632	0.03861717	0.00043032545	0.11455992	0.41780096	0.00086597155	0.0005624998
k	0.0071041994	0.5768638	0.0808724	0.23831722	0.08954034	0.001733239	0.0055688005
a	0.076030016	0.0018906636	1.6319722e-05	0.45233545	0.43176538	0.036785036	0.0011771147
p	0.004460828	0.2836942	0.24048865	0.25341165	0.18493992	0.009120531	0.023884196
u	0.0033888752	0.0013711397	1.4512219e-05	0.057756286	0.67217517	0.23508151	0.03021243
l	0.0004694789	0.042302694	0.5111088	0.21772853	0.17821391	0.029614665	0.020561935
ì	0.0007334705	0.00041023054	2.3963099e-05	0.008990899	0.23100638	0.6625656	0.09626946
r	9.4346404e-05	0.0048162187	0.070142664	0.17406698	0.12562336	0.36772236	0.25753412
ù	0.064317316	0.0041875253	0.018225271	0.042274382	0.08828102	0.7206482	0.06206623
s	0.00010869077	0.0057377974	0.025421532	0.13210358	0.40385047	0.16532204	0.26745594
t	0.03842555	0.0036027527	0.008522816	0.05848587	0.08779986	0.7143765	0.088786714
i	0.9474461	0.0013711002	0.0018156195	0.015029172	0.023659522	0.010403892	0.00027467048
k	0.0005100053	0.009602725	0.004621423	0.09348846	0.7136479	0.022614025	0.1555154
u	0.025581984	0.0018073554	4.6955385e-05	0.22335136	0.34012732	0.39916894	0.0099160345
</S>	0.0017598011	0.01160521	0.011497253	0.06223114	0.5747703	0.056346	0.28179032
