 	la	casa	la	costruiscono	i	muratori	</S>
t	0.6290311	0.09521584	0.048155766	0.20880471	0.0055551543	0.008725943	0.0045113713
o	0.77740335	0.05835334	0.03783438	6.026101e-06	0.0077241943	0.07004318	0.048635576
s	0.7494261	0.22694424	0.020996679	0.00014891202	0.0014448405	0.00014209542	0.0008969353
p	0.019511592	0.26505312	0.08529474	0.0049092006	0.15768036	0.004256059	0.4632949
ì	0.46455717	0.29158223	0.12870064	0.108559534	0.005250855	6.400795e-05	0.0012856231
t	0.30801815	0.62574404	0.06288866	0.0005723403	0.0027066953	1.8704428e-05	5.1378618e-05
i	0.4486316	0.074573055	0.27297837	0.00044613733	0.061447218	0.13504584	0.006877777
t	0.057180688	0.75502557	0.17862985	0.0039122105	0.0051744063	3.070297e-05	4.6629386e-05
o	0.2042629	0.04689802	0.06981954	0.013135421	0.1916049	0.30802962	0.16624963
f	0.024162004	0.51311094	0.40624592	0.047365613	0.008755488	0.00021181838	0.0001482394
a	0.017973682	0.0031821798	0.0069555365	0.0009117055	0.037336905	0.7999012	0.13373882
b	0.009302264	0.19470714	0.36441708	0.21635137	0.20941477	0.0022275401	0.0035799062
b	0.11320067	0.0091635045	0.019326538	0.0005827125	0.06836553	0.73618126	0.053179834
r	0.6155165	0.12742898	0.06727657	0.07323212	0.11270713	0.0027941782	0.0010446031
i	0.75833064	0.013566478	0.07143553	0.08261768	0.028856568	0.044409543	0.000783375
k	0.050121833	0.06960376	0.31223518	0.30552363	0.25095525	0.009370338	0.0021900157
è	0.018013405	0.0020206817	0.0065078256	5.0956238e-05	0.0718017	0.86743003	0.03417536
o	0.004038566	0.03410658	0.067258745	0.3937514	0.47920296	0.014552306	0.007089533
n	0.00012124792	0.0013184999	0.012451128	0.024930235	0.35379812	0.5738117	0.033569027
e	0.00015797706	7.770325e-05	0.00013822938	8.942779e-07	0.001270435	0.9495811	0.048773635
i	0.0023998308	0.07148649	0.11620689	0.59056336	0.1983684	0.01137313	0.009601956
f	1.1314435e-05	0.00026609868	0.001142868	0.0003146283	0.1707967	0.6996093	0.12785912
a	0.0078080446	0.0012657708	0.0020679808	9.598774e-05	0.0049568675	0.9071287	0.0766767
b	0.0037007974	0.016878283	0.035504013	0.6166743	0.25654987	0.03178413	0.038908504
b	0.008073624	0.00053755677	0.0015466936	7.0971128e-06	0.0034068904	0.9566714	0.029756745
r	0.51376605	0.12828666	0.06490528	0.14766006	0.11532385	0.026333202	0.00372486
i	0.7571855	0.0059387726	0.044037584	0.10311378	0.0015822911	0.087213	0.0009289789
k	0.008610441	0.012328483	0.024985582	0.12076197	0.35059562	0.37002423	0.11269363
a	8.76706e-05	1.4874771e-05	7.138644e-05	1.9715785e-06	0.00083858485	0.97665316	0.022332324
t	0.006305001	0.02851126	0.038207043	0.66243494	0.16004124	0.053859737	0.050640758
ò	0.0007757392	0.00011810513	0.00016394521	1.095251e-06	0.00018466004	0.9753032	0.023453262
r	0.0017790367	0.0063673737	0.010182703	0.22791333	0.25769144	0.39349204	0.10257406
i	0.49736926	0.04516961	0.09995627	0.052674204	0.0078056175	0.28904223	0.00798282
</S>	0.0013509102	0.01746543	0.012016414	0.065308005	0.13236782	0.30862898	0.46286246
