 	lo	posso	finire	di	scrivere	</S>
o	0.61805147	0.29982394	0.0147249615	0.026419595	0.00025512572	0.04072493
s	0.03667965	0.0049687615	0.4742383	0.13018255	0.34218553	0.011745226
ò	0.0083832545	0.19342743	0.02639325	0.49556324	0.121923424	0.15430948
z	0.55699456	0.25832495	0.15725617	0.026661402	4.9622722e-05	0.0007132794
o	0.052802455	0.02423324	0.059430838	0.028513951	0.82233894	0.012680537
s	0.28742397	0.6935772	0.01697154	0.0013459731	0.0001420481	0.0005392901
p	0.0008090749	0.016295586	0.016997166	0.35228774	0.47780585	0.13580465
i	0.21903613	0.14825267	0.16467163	0.40363976	0.04149922	0.02290064
c	0.04744108	0.6848744	0.10506295	0.13239028	0.026979903	0.0032513728
c	0.00035688566	0.0007477078	0.0015335606	0.0012335333	0.9662702	0.029858114
è	0.11199102	0.3029646	0.47208226	0.100013085	0.011272454	0.0016765442
t	0.0066593294	0.00616278	0.9547304	0.021171764	0.011087832	0.00018775252
s	0.11652216	0.047075707	0.5866003	0.012970459	0.20022812	0.03660326
i	0.012937569	0.14838153	0.45623165	0.2745886	0.07723269	0.030627972
à	0.0016434102	0.05452144	0.075572796	0.7899387	0.044391636	0.033931904
t	3.2524607e-05	0.00012209955	0.061465316	0.039666526	0.8951927	0.003520839
s	0.015494142	0.07048197	0.2742781	0.10588531	0.30825788	0.22560266
e	0.0974105	0.34068578	0.2257851	0.15407385	0.030137828	0.15190686
g	0.0011807899	0.050804034	0.04862268	0.7127217	0.05717924	0.12949161
r	0.033759825	0.10944948	0.12786716	0.004385761	0.4020845	0.32245326
à	0.042796526	0.05575718	0.11074626	0.15428011	0.06078307	0.5756368
t	0.00010038417	0.002618348	0.008540124	0.01957359	0.9384412	0.0307263
s	0.018855132	0.046250775	0.6967061	0.003546731	0.13391154	0.100729726
i	0.08142696	0.39699325	0.24220915	0.036015272	0.022935169	0.22042018
</S>	0.00048084307	0.016486648	0.03946054	0.099621795	0.29353628	0.55041385
