 	avete	cucinato	le	verdure	</S>
i	0.95864296	0.001308064	6.288283e-05	0.0008805299	0.03910569
m	0.035626918	0.24724239	0.7147601	0.0023518084	1.8797355e-05
a	0.0033652738	0.073924445	0.28736523	0.6316867	0.0036583755
r	0.36636308	0.24398795	0.29749492	0.0051913313	0.08696269
è	0.0058906768	0.065755546	0.7791345	0.12585033	0.023368908
t	0.07781292	0.9075173	0.013464023	0.0001781461	0.0010276013
s	0.01751191	0.21484709	0.6901221	0.06284544	0.01467344
a	0.0007348742	0.2704217	0.6959806	0.0327757	8.7156426e-05
t	0.83192116	0.08684361	0.06927792	0.007026321	0.0049310615
o	1.0943381e-06	0.03505284	0.21637814	0.7425093	0.0060585774
l	0.7580646	0.06923712	0.09004056	0.012836156	0.06982146
a	2.970438e-05	0.012080171	0.05890879	0.79635555	0.13262577
l	0.35406128	0.04111209	0.22337776	0.01567192	0.36577693
à	9.195721e-06	0.0005373117	0.0024127788	0.095654815	0.9013859
c	0.061754677	0.5134299	0.18978465	0.007013278	0.22801745
h	3.8995887e-09	8.329372e-05	0.0003421722	0.9965076	0.0030669165
a	0.020895502	0.07900446	0.040361613	0.8506239	0.009114494
n	0.010956065	0.12377136	0.68777514	0.09475031	0.082747184
a	1.4381868e-07	0.0006810711	0.0010971387	0.9397845	0.058437057
</S>	0.011179223	0.022293612	0.051936828	0.042049758	0.8725406
