 	lo	ho	finito	di	fare	</S>
t	0.7690317	0.052533433	0.053491324	0.053368013	0.00044565328	0.07112995
o	0.020747818	0.9469074	0.011996097	0.0005040575	0.017063515	0.0027811823
s	0.57202387	0.3377148	0.07588849	0.012123454	0.00062564434	0.0016237168
p	0.00060794444	0.022399522	0.026050445	0.011958282	0.8991776	0.039806165
ì	0.18409966	0.16113566	0.098522656	0.036311958	0.5115299	0.008400181
c	0.07907107	0.5806323	0.33675802	0.0030654855	0.00043080054	4.230882e-05
c	0.007851071	0.6342331	0.014211102	0.009227883	0.32759136	0.006885546
e	0.21735178	0.17113537	0.57694024	0.031434447	0.0030343884	0.00010380616
t	0.13804714	0.4999495	0.27479988	0.07096661	0.009093532	0.007143363
s	0.008873357	0.39384055	0.056168832	0.001996807	0.4920822	0.047038287
a	0.005723104	0.06242531	0.40804264	0.03652367	0.480281	0.0070043267
a	0.003873996	0.047970664	0.11588272	0.46345904	0.32342917	0.04538444
t	0.00081328896	0.0041644904	0.016099446	0.8417369	0.11646629	0.020719634
s	9.767999e-05	0.0032920896	0.00050513155	0.00088833075	0.70267624	0.2925405
è	0.0050072432	0.010858878	0.056155022	0.08009832	0.73552424	0.11235637
k	0.00021394622	0.0013766076	0.011608333	0.2007926	0.73390025	0.052108284
à	0.055270962	0.15561646	0.019758496	0.03581866	0.04761716	0.68591833
m	0.0003939755	0.00076252606	0.004122798	0.027729992	0.95427686	0.01271386
i	0.4537288	0.21405402	0.17738478	0.1044549	0.0018897083	0.048487682
</S>	0.003447243	0.015405385	0.027410852	0.11176382	0.43771288	0.4042598
