 	il	morto	vuole	pianto	</S>
o	0.9896923	0.00081395806	0.00036278853	1.745713e-05	0.009113513
p	0.035160676	0.5919907	0.36412287	0.002552087	0.006173592
e	0.082287334	0.47429055	0.29452935	0.12976721	0.019125504
s	0.04693648	0.8908618	0.057428196	0.0022890114	0.0024845004
a	0.0013090327	0.08537264	0.09090636	0.68331665	0.13909528
m	0.11880506	0.8447731	0.03391153	0.0018506108	0.00065959076
m	0.044447936	0.17914101	0.11430208	0.021210574	0.6408984
è	0.007099119	0.63209856	0.054059833	0.3051804	0.0015620489
n	0.013342002	0.36145127	0.61818093	0.0070081246	1.7597096e-05
o	0.45950815	0.3250461	0.1832459	0.011384549	0.02081533
t	0.17115182	0.6327884	0.1671398	0.02709176	0.0018281889
è	2.0082176e-05	0.0037552437	0.00025706558	0.95192504	0.04404266
l	0.024959054	0.17949596	0.62095124	0.16254136	0.01205234
i	0.6524157	0.05749688	0.08773894	0.013152396	0.1891961
g	0.11567652	0.36911365	0.34751856	0.15852965	0.0091616195
l	0.0632282	0.03117522	0.026934903	0.010247266	0.8684144
a	0.019605948	0.20418082	0.084890604	0.6231016	0.06822101
m	0.0065920195	0.012081169	0.062545516	0.89888436	0.01989697
m	0.038724154	0.088795766	0.012132131	0.05667151	0.8036764
è	0.02751841	0.23965149	0.050152663	0.6002436	0.082433805
n	0.0019216333	0.019113287	0.40830112	0.5615798	0.009084202
o	0.9288033	0.043628067	0.01544968	0.0035318646	0.008587011
</S>	0.0019213854	0.01011342	0.059448086	0.8460844	0.082432725
