 	il	muro	vuole	uno	specchio	</S>
o	0.9356267	0.04409925	0.0038098895	0.0053699473	0.0024678963	0.008626218
t	0.021746298	0.037169185	0.64667064	0.21373168	0.07882465	0.001857512
ì	0.029735243	0.010647254	0.22329547	0.6761259	0.03031073	0.02988542
c	0.102607764	0.01989555	0.5177609	0.3459025	0.007058843	0.00677447
h	0.00016831714	0.0025666317	0.017784867	0.22794539	0.7515164	1.8348468e-05
o	0.9264919	0.002024617	0.06412877	0.0073450794	3.38768e-06	6.1630108e-06
t	0.079976134	0.0579867	0.54102284	0.31632322	0.0028326283	0.001858539
è	0.0070236684	0.004789849	0.1354426	0.4426187	0.39823094	0.011894179
l	0.058117934	0.06954523	0.7151622	0.15019377	0.0049024853	0.0020784824
i	0.46535307	0.40075713	0.11032047	0.021517327	0.0019557297	9.6356554e-05
n	0.072986655	0.28565624	0.31226072	0.32796595	0.0005889693	0.00054148474
a	0.003705152	0.011490341	0.035506148	0.20193227	0.72344005	0.023926003
n	0.029783681	0.773817	0.06185953	0.13250472	0.0018559715	0.0001790126
g	0.0012523867	0.0020771106	0.0036051509	0.05075534	0.7464257	0.19588439
h	0.3230175	0.10182592	0.09869852	0.46628174	0.008720441	0.0014558532
i	0.45970613	0.020958908	0.17055406	0.31227878	0.021180993	0.015321111
a	0.0010132856	0.0052506314	0.030995794	0.020880949	0.21343555	0.72842383
l	8.4223234e-07	0.00012399214	0.0029667413	0.0052429605	0.5261527	0.4655128
ì	0.002161357	0.0048454944	0.0063189743	0.07616663	0.89708793	0.013419601
</S>	0.0072916774	0.013146077	0.019655028	0.014373207	0.09183912	0.8536949
