 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.51771146	0.06946663	0.02313807	0.14821582	0.044970393	0.06847866	0.07411073	0.053908248
n	0.0035857235	0.002832594	0.97940445	0.00078659726	0.002173914	0.010956127	5.610601e-05	0.0002044531
k	0.00097312266	0.445469	0.06577913	0.021683153	0.043592602	0.15747136	1.2088666e-06	0.2650305
ò	0.6573441	0.17776482	0.11252424	0.034642637	0.003740012	0.005557105	0.0012062226	0.007220807
r	0.025202706	0.95687157	0.017407598	0.00048269404	1.4075438e-05	1.3268618e-05	1.1934629e-06	6.930919e-06
a	0.02491132	0.03242616	0.82551944	0.006670214	0.007347547	0.095748454	0.0028727206	0.0045042518
s	0.11902817	0.8022244	0.048478514	0.025016611	0.00076295226	0.0031608145	0.00023167173	0.0010968025
t	0.00256159	0.1070767	0.2023404	0.017782573	0.026135007	0.2167159	0.0016689978	0.42571887
e	0.08903963	0.0507121	0.46923542	0.057470463	0.04850803	0.2238694	0.00034875318	0.060816128
m	0.03732843	0.8852102	0.04832427	0.018696772	0.00078796933	0.006526564	0.00014445953	0.0029812476
a	0.057493575	0.0005898286	0.35093012	0.002038537	0.019446228	0.55039006	0.017148506	0.0019631425
r	0.0663268	0.62107915	0.07740018	0.16788147	0.008898236	0.03240555	0.009106464	0.016902132
è	0.0036781218	0.015816735	0.0046841297	0.022115536	0.018047152	0.39076766	0.021761747	0.52312887
o	0.027147751	0.70581675	0.026345784	0.20231295	0.00799964	0.015794203	0.0046717394	0.009911109
c	0.019291082	0.07235061	0.2846153	0.36280057	0.09365846	0.05902815	0.1026908	0.005565056
e	0.0013767842	0.008364335	0.9709788	0.000735202	0.0029286712	0.0063856915	0.009165038	6.55105e-05
e	0.0036993825	0.07281582	0.046105623	0.5998052	0.12529568	0.14431612	0.0042790766	0.0036831014
n	0.0017677151	0.032091253	0.13631833	0.15360886	0.1580185	0.40379637	0.069143996	0.04525493
ì	0.001255964	0.013137371	0.0011990804	0.0032741476	0.004320853	0.3738597	0.059316143	0.54363674
n	0.003636066	0.09515716	0.008755355	0.23798014	0.029894264	0.03013765	0.49616447	0.09827491
e	0.005494368	0.0049655507	0.0019767636	0.011370521	0.016905727	0.044361003	0.90405226	0.010873827
p	0.0012667952	0.10642393	0.008716314	0.30429077	0.19740151	0.29138806	0.035661917	0.054850698
r	0.0058309883	0.00026713958	0.008460982	0.004655748	0.017307634	0.10643377	0.8520733	0.0049704146
ò	0.007530336	0.003438658	0.0019977966	0.006142255	0.021545	0.28895319	0.62692356	0.043469213
n	0.00017844376	0.006774057	0.0013828976	0.0034008005	0.023590628	0.046772003	0.67247295	0.24542819
t	0.044338956	0.011260839	0.021682497	0.032812517	0.0795395	0.18081374	0.6021426	0.027409311
o	0.0071080015	2.8008977e-05	0.0016288946	0.0064607565	0.012977951	0.030708926	0.940775	0.00031256542
</S>	0.00022013752	0.026613966	0.0018751811	0.0039037226	0.031173985	0.100766264	0.07292276	0.76252407
