 	sta	seduta	nel	giardino	</S>
s	0.9695793	0.0024572453	0.005184792	0.008546643	0.014231953
t	0.0018522472	0.31453013	0.5989937	0.061233763	0.02339015
è	0.097260796	0.6086422	0.23774074	0.0024159278	0.05394034
i	0.83519006	0.16097789	0.0037151447	5.1350803e-06	0.00011174329
k	0.0030469908	0.4398457	0.33590147	0.21718982	0.0040159607
a	0.013509603	0.0699005	0.8484536	0.054987684	0.013148646
s	0.34066698	0.5917915	0.06531288	0.00020400115	0.0020245926
i	0.0059622	0.101693414	0.67161936	0.06224764	0.15847737
m	0.34722444	0.5540197	0.08386604	0.0027334467	0.0121564055
m	0.009801126	0.043565452	0.43179104	0.44982204	0.06502035
è	0.24470313	0.31693497	0.25053155	0.1605358	0.027294539
n	0.016840765	0.6460779	0.3358489	0.00047683314	0.00075561635
i	0.8435014	0.040240664	0.08295985	0.03141783	0.0018802895
s	0.10417488	0.6631653	0.17866196	0.0019183777	0.05207962
t	0.000100535166	0.004042588	0.022435242	0.7253587	0.24806295
o	0.066186234	0.16898385	0.29783395	0.35393825	0.113057725
n	0.06285784	0.1483612	0.19955787	0.12868609	0.46053702
g	0.00073712796	0.0065115094	0.013954462	0.4761449	0.502652
h	0.012564966	0.005874169	0.006775434	0.91311187	0.061673593
i	0.48726133	0.06525142	0.04556041	0.10160604	0.30032083
a	0.0053773667	0.028808221	0.05666257	0.10747371	0.8016782
r	1.3706505e-05	0.0014095965	0.01168151	0.68078184	0.30611336
d	0.00025939613	0.0021198934	0.0053029596	0.48799443	0.50432336
ì	0.009317784	0.0016480095	0.0017571669	0.93108463	0.056192353
n	0.020525832	0.022132842	0.056115385	0.4894165	0.4118094
o	0.52877915	0.13986188	0.083766565	0.19257335	0.055018976
</S>	0.14757077	0.24799523	0.07532108	0.01187073	0.5172422
