 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.02772738	0.022543017	0.017499669	0.48178235	0.13214628	0.21059246	0.0054866406	0.10222225
n	0.0039436785	0.0069093592	0.75321186	0.2327735	0.0021756787	0.0009764129	2.366611e-06	7.159091e-06
a	0.00023419682	0.093141526	0.8806789	0.024626032	1.3990941e-05	1.0615504e-05	1.8012173e-07	0.0012945911
v	0.016344173	0.13505287	0.78019774	0.0680806	0.00010550457	2.2665174e-05	4.4507107e-08	0.0001964957
o	0.0022840074	0.076267675	0.70884085	0.20754138	0.0012289897	0.0017508101	0.00048538856	0.0016009408
r	0.45156658	0.15532702	0.21370749	0.114643574	0.04015016	0.023342855	0.0009008613	0.00036135642
à	0.005520207	0.0013125471	0.006547042	0.010383172	0.013879771	0.015712706	0.003748514	0.942896
s	0.03097052	0.012044031	0.028003251	0.018354703	0.37566543	0.532921	0.0017684662	0.00027261113
o	0.0044897115	0.14184813	0.14673409	0.69927686	0.0009063548	0.0035873975	0.00080318196	0.0023542058
o	0.22376718	0.4887105	0.17355008	0.08895506	0.01462253	0.008046823	0.0010780522	0.001269763
t	0.015651813	0.048312556	0.48740724	0.076657034	0.12852159	0.22871925	0.007760374	0.006970104
s	0.0023288867	0.0069155404	0.015582584	0.041167337	0.005521695	0.0049333004	0.002087283	0.9214634
o	0.010376872	0.120086476	0.15371595	0.6096381	0.009717941	0.018115077	0.009480733	0.0688688
m	0.059147507	0.021451859	0.01718045	0.06418941	0.17866494	0.33295947	0.1452623	0.18114409
ì	0.0724538	0.30346113	0.4787993	0.08187928	0.026465995	0.017455643	0.008344607	0.011140303
k	0.012222077	0.04717037	0.09649938	0.104358874	0.10376393	0.5055705	0.08518636	0.045228526
u	0.110697545	0.009649865	0.014419381	0.0560625	0.1198688	0.36198363	0.18897283	0.13834548
à	0.037052434	0.0061872755	0.006078404	0.021553893	0.054375764	0.16045938	0.31368837	0.4006045
i	8.528975e-06	0.00016909087	0.01544551	0.020614076	0.0032054347	0.056317285	0.8974339	0.0068062274
k	0.0059909034	0.0061403564	0.22354604	0.1078772	0.053763602	0.11257106	0.4710117	0.01909909
u	0.06912898	0.12711784	0.28510636	0.20643613	0.07229664	0.10223327	0.08930411	0.04837671
à	0.006428468	0.0016568551	0.0024752277	0.010231087	0.018557677	0.08894014	0.57308173	0.29862884
i	2.4809795e-05	0.00037552638	0.025464611	0.03423042	0.005714836	0.050619323	0.861389	0.022181576
m	0.0045756437	0.0038356509	0.13700952	0.043830227	0.06710339	0.090779856	0.61348444	0.03938137
è	0.048504196	0.16299339	0.4278135	0.20343292	0.04833392	0.056326695	0.034169342	0.018426089
r	8.325392e-05	1.2506545e-05	0.00015143669	0.000550708	0.001936202	0.03413937	0.94758177	0.015544593
i	0.02105395	0.009836805	0.030239983	0.043325312	0.17591913	0.62748396	0.062110044	0.030030759
</S>	0.0026896622	3.533527e-05	3.9313323e-05	4.4108096e-05	0.012769737	0.026716698	0.34667116	0.6110339
