 	dove	aveva	per	stare	non	aveva	</S>
p	0.740898	0.022121362	0.00068380137	0.056810737	0.17082259	0.0017081948	0.0069553778
u	0.018458268	0.04114547	0.9391989	2.2340735e-05	0.00063742115	0.00053110777	6.448401e-06
ì	0.12757896	0.06180628	0.7879169	0.0055334326	0.014562493	0.0014710177	0.0011308604
c	0.06625892	0.5268899	0.3680195	0.0005337078	0.027571194	0.0063744467	0.0043522757
h	0.0114106415	0.07648316	0.43093795	0.03664655	0.10954641	0.32206088	0.012914352
e	0.036497492	0.16768907	0.79518306	6.497557e-05	0.00050152926	3.9040013e-05	2.4794264e-05
n	0.06246594	0.29867554	0.62444764	0.0018057957	0.003915456	0.008286753	0.000402978
a	0.013061865	0.26476866	0.38280997	0.0013699769	0.024999859	0.26197225	0.051017493
s	0.11143303	0.38549045	0.45716542	0.0017833984	0.037579697	0.0051468597	0.0014011537
t	0.0009446147	0.008247338	0.014070765	0.0030673072	0.034779526	0.50783443	0.43105596
a	0.033428032	0.099835746	0.5429842	0.008367236	0.084543005	0.035786666	0.19505514
s	0.07623266	0.4047852	0.17570528	0.0017764262	0.28896943	0.028931562	0.023599451
ì	1.6036933e-05	0.0009579872	0.0015301732	3.5927485e-05	0.0019516947	0.7454458	0.25006244
e	0.014682446	0.013562929	0.0023180533	0.002252716	0.9109225	0.036819253	0.019442141
n	0.008252466	0.004234345	0.0035090914	0.048935696	0.5132882	0.39594147	0.025838725
ì	0.0012877459	0.002857721	0.00030891833	0.00011780788	0.006440569	0.42586622	0.563121
c	0.027778544	0.02089946	0.0024052078	0.008503315	0.7718327	0.0867998	0.081781
h	0.00026079503	0.017724412	0.09568513	0.00014699719	0.0044149	0.8712021	0.01056567
e	0.32417566	0.12177229	0.02817431	0.046995517	0.335162	0.068422034	0.07529816
</S>	0.0022708203	0.0050188694	0.0047310786	0.021708477	0.08892801	0.31781778	0.55952495
