 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.9936558	0.0010630126	6.0130506e-06	0.0011635878	0.00054002355	2.6179201e-05	0.0024477262	1.2728875e-05	3.3392744e-06	3.5919315e-05	0.0010455984
ù	0.76278925	0.18657625	0.012384415	0.00022966394	0.0023655551	0.0014777841	0.0013842487	0.006754568	0.0036847035	0.021527225	0.0008262195
r	0.051067717	0.4560371	0.26824728	0.00037111703	0.04181999	0.17751862	0.00013053954	0.0042454824	0.00032237318	1.9020135e-05	0.00022088502
u	0.014979208	0.55005014	0.20978299	0.04270088	0.007877256	0.0033741763	0.0058666277	0.07854223	0.048282396	0.02517846	0.013365638
k	0.02866249	0.9105585	0.040773757	0.00041996222	0.004036964	0.014433464	3.165932e-05	0.00026118915	0.0001420264	2.4041723e-05	0.0006558009
a	0.094921865	0.027556144	0.018475693	0.07804951	0.0024570948	0.00040219026	0.02534614	0.07867126	0.0074133547	0.5998956	0.066811115
s	0.09661291	0.7011867	0.15111093	0.0038677275	0.020605484	0.024202108	0.00015805538	0.0016802516	0.0002576743	2.9358709e-05	0.00028873736
e	0.00214217	0.0457528	0.3288555	0.013467126	0.036284685	0.042499956	0.006567855	0.20936267	0.19797102	0.026080389	0.09101583
t	0.030878728	0.7449293	0.12908785	0.0038064248	0.051116668	0.037573818	0.00054116483	0.0012682197	0.00037080556	1.6841752e-05	0.00041011238
o	0.004908481	0.025118507	0.121350884	0.058458436	0.02845141	0.04181632	0.016874539	0.10166925	0.24228668	0.03342887	0.32563663
r	0.040309	0.64929795	0.13171715	0.012160231	0.10739445	0.052979372	0.0021512376	0.002717546	0.0005499631	3.2939068e-05	0.00069014024
ò	0.0045202244	0.016594745	0.043490462	0.06487517	0.022414396	0.0236884	0.013298041	0.05361903	0.20125383	0.05552746	0.50071824
m	0.10774451	0.18322699	0.11298885	0.0005955783	0.12525214	0.44220158	0.0032933457	0.015705008	0.0076538385	3.2819284e-05	0.0013054111
ì	0.17912708	0.046467688	0.007404649	0.33291143	0.009119864	0.0006937236	0.11721428	0.08470564	0.013720139	0.14688958	0.061745953
a	0.028776323	0.03260452	0.23357922	0.00025757414	0.07829186	0.55111057	0.002835058	0.042698927	0.029832887	2.8118925e-06	1.0228936e-05
f	0.0004955307	0.0052639977	0.0028524448	0.8259528	0.02177119	0.00023901444	0.0816917	0.046247367	0.0031581412	0.010796604	0.0015312111
o	0.018385924	0.028682675	0.0064080316	0.3630534	0.0061058076	0.00055890164	0.12850037	0.12841646	0.0128158685	0.27255026	0.034522254
r	0.042062744	0.055074144	0.20334698	0.15965371	0.18622692	0.20327233	0.044849347	0.08385137	0.020947902	0.00020226318	0.0005123382
à	0.00018789069	0.014875949	0.021588698	0.0035910152	0.008333909	0.0042662565	0.0028503877	0.061203077	0.23696883	0.26370993	0.38242403
e	0.0013002495	0.0061737527	0.045769222	0.00033510107	0.11238201	0.23498201	0.010876826	0.105584055	0.48159274	0.00023145214	0.00077255117
n	0.0015111427	0.0061724666	0.0050380696	0.60315233	0.07333345	0.004172747	0.19273071	0.08768741	0.017439047	0.0058769705	0.0028856583
s	0.0013298643	0.017796246	0.04871626	0.003239233	0.012112029	0.016184116	0.00647064	0.044907283	0.45799094	0.07520541	0.31604797
e	0.050564803	0.021293806	0.049099635	0.010010437	0.05248489	0.03800938	0.112662	0.12313771	0.37314475	0.022351403	0.14724118
s	0.0036736205	0.014143444	0.047894724	0.028618332	0.11392062	0.16536497	0.10854294	0.13688014	0.3711225	0.0015264484	0.008312269
c	0.0008130818	0.013500991	0.022613905	0.0039595226	0.008381973	0.0071915314	0.00466665	0.030373408	0.24082907	0.29143307	0.37623677
e	0.14428914	0.042189065	0.035692956	0.072049685	0.073291756	0.014409462	0.1834247	0.254301	0.11064303	0.0106880125	0.05902124
r	0.031550877	0.010495652	0.04095062	0.0089798905	0.055912837	0.056982055	0.13316132	0.117643066	0.5264225	0.0024658162	0.015435386
r	6.847308e-06	0.0020804582	0.0013403535	4.799283e-05	0.00023721372	9.098592e-05	0.00024262242	0.0064550657	0.0046170168	0.93304706	0.05183425
è	0.0046622083	0.0032496348	0.010094462	0.003887038	0.0047388626	0.004851121	0.0051818695	0.052011266	0.7321357	0.064596266	0.11459159
o	0.00056207686	0.000610048	0.005369383	0.0004908603	0.0074477997	0.01846494	0.008489292	0.01855643	0.9298003	0.00419984	0.006009058
m	7.350836e-05	0.0031644737	0.0019546563	0.011624564	0.012586093	0.00043212532	0.15347776	0.09433864	0.06956646	0.5627467	0.09003504
à	9.2796625e-05	0.005412139	0.01194172	0.0018373224	0.0011673926	0.001000207	0.011531998	0.09982683	0.013334033	0.8445121	0.00934343
i	0.0036699688	0.0015021616	0.008495857	0.00089208235	0.016964998	0.034456957	0.020534847	0.02497736	0.8799685	0.0027395568	0.0057976404
</S>	3.7142813e-06	0.000663137	0.00056310144	0.0012903947	0.0021066442	5.0812505e-05	0.03530464	0.036980182	0.012607829	0.8533338	0.057095803
