 	possono	essere	ancora	svegli	</S>
i	0.042050246	0.026166227	0.067171596	0.07723455	0.7873774
s	0.034277268	0.22207159	0.06054531	0.67546815	0.0076376796
ò	0.016912842	0.16596945	0.76531214	0.011984974	0.03982051
z	0.86629397	0.13121173	0.0015097769	0.00013813189	0.0008462625
o	0.36517793	0.05194387	0.34743053	0.20953451	0.025913112
n	0.44280106	0.55610424	0.0007085117	0.00017405134	0.0002121676
e	0.00602974	0.021321924	0.88734835	0.045279197	0.040020797
ì	0.15484722	0.8385507	0.0058961776	0.00021421861	0.00049164507
n	0.010023716	0.055096783	0.09978146	0.8290516	0.006046447
e	0.13157497	0.11350918	0.58806974	0.00518777	0.16165829
a	0.07915224	0.9026897	0.015567968	0.00051438145	0.002075722
n	0.0009034802	0.0071519883	0.63718516	0.34690136	0.007858077
k	0.0008853657	0.0019317336	0.040332038	0.048624538	0.9082263
ò	0.20596729	0.12354084	0.42204794	0.0015566187	0.24688737
r	0.025330681	0.45876795	0.20625146	0.2970386	0.012611223
a	0.115854844	0.012556803	0.5502512	0.06623701	0.25510013
a	0.03847567	0.801515	0.13112405	0.0009921321	0.02789313
t	4.005657e-05	0.00048316596	0.13628095	0.82835543	0.03484034
s	0.0018255359	0.002784385	0.019929025	0.033772033	0.941689
ù	0.003081337	0.024041025	0.15270413	0.013717236	0.80645627
n	2.9055955e-05	0.001309546	0.016547417	0.97575504	0.006358954
n	0.0659506	0.005875288	0.093606286	0.1431346	0.69143325
i	0.9271106	0.006451756	0.021493435	0.002521702	0.042422563
t	0.00022162366	0.0020596017	0.13628432	0.74350125	0.11793323
i	0.97588795	0.0015950679	0.0019049018	0.00018502327	0.020427149
</S>	0.00091627095	0.04523673	0.03360638	0.024108581	0.89613205
