 	il	ladro	è	entrato	da	qui	</S>
o	0.8730693	0.05655577	0.0052670217	0.0016170355	0.027614556	0.015250564	0.020625796
l	0.0061156712	0.90032893	0.058972895	0.0065787607	0.025258344	0.0027179127	2.752536e-05
à	0.0117887575	0.00609741	0.028741734	0.046766073	0.89856774	0.0043534623	0.003684881
d	0.13663016	0.045755442	0.49064508	0.232096	0.028917598	0.05139678	0.0145589765
r	0.13645184	0.2995413	0.04338548	0.030336933	0.40451482	0.08568917	8.04377e-05
o	0.09172894	0.095057	0.3825759	0.11588882	0.31406873	0.00018806662	0.0004924349
i	0.114194356	0.2106698	0.6389723	0.03420761	0.0014885877	0.00037420754	9.3175026e-05
m	0.042930473	0.38038844	0.19284484	0.06578452	0.2240043	0.09357648	0.0004709808
b	0.0037975565	0.01035926	0.0023887602	0.012707516	0.9132417	0.057184126	0.0003211814
ì	0.056713972	0.01727645	0.13618487	0.6984152	0.09003641	0.0010103929	0.00036266906
k	0.11629706	0.07226126	0.05968076	0.62883717	0.11905343	0.003405909	0.00046442644
e	0.038621243	0.016482258	0.00433151	0.0077735055	0.87453157	0.057385925	0.0008740499
a	0.022031672	0.02334952	0.15197837	0.69148445	0.08258163	0.005957865	0.02261647
p	6.1993785e-05	0.00045355837	0.0023701806	0.05262805	0.032753844	0.84472114	0.06701124
ò	0.00045782884	0.0072152647	0.0048203296	0.04702622	0.29075426	0.6486899	0.0010361873
t	0.0004987774	0.00056777685	0.0005990179	0.0084694205	0.0032517237	0.9615612	0.025052132
t	0.0015258586	0.0018342015	0.0016844579	0.010612275	0.027881922	0.94511074	0.011350503
u	0.1219365	0.018678315	0.03773654	0.38648608	0.32109588	0.08455293	0.029513715
</S>	0.00082649116	0.0010284489	0.01118874	0.108822614	0.05422017	0.14711313	0.67680043
