 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.9022265	0.011520716	0.0010740471	0.05141097	0.0042586084	0.012592433	0.010217391	0.0008615684	0.005837797
n	0.000827573	0.79036736	0.1839622	0.00033916932	0.014643349	3.1703046e-05	0.0018065859	0.0067707966	0.0012513634
è	0.0030051921	0.02787676	0.07757466	0.026941199	0.6946441	0.0055472185	0.02984157	0.006365333	0.12820393
n	0.006582396	0.28188962	0.7048666	0.0023229572	0.003901369	3.507182e-06	9.245541e-05	0.00012458832	0.0002165742
a	7.814509e-05	0.060308527	0.33413032	0.00041236373	0.5689695	0.000113428156	0.010688642	0.023262575	0.0020364623
m	0.013619214	0.6703478	0.30440584	0.0028563356	0.008541849	4.340468e-06	8.196527e-05	6.0573577e-05	8.20801e-05
i	0.05926465	0.027223337	0.034952074	0.0009109252	0.44405687	0.011732515	0.28553835	0.13110416	0.0052171457
l	0.24348453	0.3365903	0.29603156	0.038138345	0.08233528	9.320111e-05	0.0016159544	0.0008800685	0.0008307142
ì	0.07848008	0.026633942	0.064331405	0.008594505	0.48654354	0.01704647	0.18261968	0.04003946	0.09571087
s	0.04168466	0.042943094	0.14821805	0.747963	0.018160634	0.00017091546	0.0005852136	6.392421e-05	0.00021049441
i	0.01699273	0.012559776	0.039232988	0.010668593	0.6135834	0.0025646843	0.03293027	0.26157644	0.009891072
m	0.15616849	0.316517	0.1779679	0.07071068	0.2736594	0.0019061429	0.0024417797	0.0004736801	0.00015493853
b	0.15663655	0.009030646	0.00921425	0.00581693	0.31231254	0.020571534	0.2234944	0.26105666	0.0018665055
r	0.020989686	0.013008169	0.044768024	0.015588559	0.8966825	0.0011780194	0.0070473123	0.0006270389	0.00011067197
ò	0.026914068	0.00937827	0.07303264	0.0053837462	0.79301405	0.005258335	0.08267887	0.0038563553	0.00048364338
s	0.0030475033	0.012964592	0.05640587	0.53530896	0.26746374	0.032434966	0.087668	0.0027868007	0.0019196053
t	0.031470858	0.0032604206	0.01556788	0.10482141	0.26409248	0.047195323	0.15107445	0.37596726	0.0065498855
i	0.0029925911	0.0026681211	0.021960335	0.005358183	0.87914634	0.020755354	0.06485006	0.0020418465	0.00022710151
n	0.004104292	0.0053856345	0.019152747	0.0633496	0.7454376	0.06661149	0.07646902	0.011733616	0.00775599
A	0.020476019	0.006691456	0.019058883	0.0001461558	0.022786288	0.00011300703	0.13186428	0.76964366	0.029220346
n	0.0014530752	0.002200229	0.005914107	0.46696362	0.11403399	0.15450516	0.10926975	0.074488714	0.071171366
n	0.011223731	0.0008664028	0.0036488818	0.17014006	0.025379194	0.074868806	0.066834636	0.6387671	0.0082712285
a	0.03786758	0.0063656415	0.037856292	0.067671396	0.32505107	0.34213215	0.17692216	0.005265998	0.00086774357
à	0.0012351392	0.0010487661	0.0043143397	0.07145467	0.23196054	0.3347555	0.25291803	0.054262467	0.04805055
t	1.2513614e-06	1.6371305e-06	4.1301384e-05	0.026950167	0.0004400887	0.07443185	0.10875766	0.74866796	0.04070802
s	0.012296357	0.0011824762	0.004832943	0.17698246	0.020888632	0.046453677	0.064518295	0.64090365	0.03194146
e	0.15086459	0.012992676	0.071816824	0.19387956	0.115205154	0.15576	0.20181347	0.015658444	0.082009256
t	0.00080214906	0.00041602965	0.0015989599	0.09313603	0.05025668	0.4174758	0.2639361	0.10056058	0.07181763
ù	0.03164062	0.008757175	0.016832627	0.00018688609	0.0077248598	6.605324e-05	0.041634757	0.8117517	0.08140526
o	0.00050023507	0.00013235172	0.00068272866	0.05408142	0.01692471	0.18449926	0.18288802	0.42223963	0.1380517
</S>	0.00030130753	8.88873e-05	0.0003659616	0.0027816328	0.00028667788	0.008285654	0.0681044	0.89157283	0.028212719
