 	ora	ho	finito	di	scrivere	</S>
à	0.85458916	0.051123496	0.04944723	0.033339422	8.879433e-05	0.0114118075
r	0.7103511	0.1944145	0.08877356	0.004129886	0.0022602226	7.075769e-05
t	0.007598193	0.21330258	0.061003465	0.10286185	0.5973758	0.017858062
e	0.0526533	0.38977608	0.16127314	0.007960102	0.37651533	0.011822034
s	0.2633457	0.71017444	0.021451464	0.0043012025	0.00055736565	0.00016972999
p	7.849691e-05	0.014965491	0.035548702	0.024097884	0.8576303	0.067679055
ì	0.24669833	0.36723116	0.19155306	0.13917726	0.04414098	0.011199191
c	0.03490605	0.38825703	0.5618262	0.014567515	0.0003904055	5.2802498e-05
c	1.0915618e-05	0.027209966	0.011216185	0.0132455975	0.93019414	0.018123155
e	0.19027786	0.20551488	0.4930732	0.10273294	0.007997623	0.00040355336
t	0.09401378	0.45164695	0.22422525	0.1202801	0.10153009	0.00830387
s	2.6273108e-05	0.04305693	0.084884495	0.00285934	0.7953269	0.073846124
a	0.0071397712	0.095818415	0.61504495	0.16565728	0.10275448	0.013585146
t	0.0014749402	0.024863856	0.1437363	0.7591499	0.04864025	0.022134732
s	2.511993e-06	0.01327361	0.003892724	0.0018344175	0.5352369	0.44575986
e	0.02157015	0.06636962	0.18768024	0.32623038	0.203667	0.19448261
g	0.0012468286	0.011697082	0.06631501	0.6676489	0.10944471	0.14364746
r	6.1026036e-05	0.030860651	0.011883283	0.0061563766	0.2763203	0.6747183
à	0.019119749	0.027927298	0.052672006	0.1582168	0.048790477	0.6932736
t	0.00071715575	0.0020327386	0.011861752	0.08661537	0.8172266	0.08154636
s	0.029527564	0.22193	0.23118038	0.023140274	0.24224505	0.2519767
i	0.20752981	0.12988989	0.033544086	0.08327739	0.05442334	0.49133548
</S>	0.0005725165	0.003277876	0.0205313	0.11738458	0.32139596	0.5368377
