 	i	bambini	non	si	vestono	da	soli	</S>
t	0.09089684	0.0033656359	0.12297492	0.3672272	0.27316526	0.111851886	0.00045042424	0.03006783
a	0.066145636	0.9123033	0.00569195	2.339271e-05	6.2885674e-06	0.0010023117	0.0141317	0.00069542776
p	0.31832138	0.47552872	0.17306231	0.011545483	0.0006299758	0.015320142	0.00046092214	0.005131042
e	0.207481	0.4871327	0.01619911	0.021280287	0.0013386487	0.06505456	0.16893066	0.03258297
t	0.03626744	0.8529355	0.09588581	0.009117587	0.00011141086	0.0009632308	0.00025710577	0.0044618966
ì	0.0156712	0.042032167	0.006068777	0.025332341	0.0075135645	0.13827151	0.18654619	0.5785643
a	0.2260898	0.6771329	0.08585887	0.00827451	9.099669e-05	0.0017776997	1.5639826e-05	0.00075953256
e	0.07801275	0.40020442	0.38433093	0.07479766	0.017559288	0.03957073	0.005098914	0.00042538423
n	0.005005484	0.15304428	0.27565867	0.19530645	0.0194301	0.34590086	0.004463927	0.0011901949
i	0.0006991031	0.0031799604	0.00085782865	0.0027005405	0.0024500021	0.12418471	0.07762596	0.78830194
n	0.01605668	0.074238285	0.57577264	0.29702467	0.0024535635	0.033482056	0.00032120812	0.0006509221
d	0.0014541971	0.006082974	0.0014408893	0.011998671	0.010623935	0.2691475	0.09364657	0.60560524
ì	0.10140597	0.028628493	0.0046591614	0.015721476	0.0027905118	0.576703	0.030250002	0.23984143
n	0.057517957	0.064241655	0.18384308	0.31003395	0.13594681	0.23967987	0.0046098405	0.004126851
n	0.10271557	0.025797877	0.083807975	0.14197524	0.038814683	0.3576699	0.20679727	0.042421583
o	0.15042524	0.054162458	0.019371733	0.039804395	0.0068515697	0.70641094	0.018178476	0.004795115
t	0.02012687	0.055224966	0.14374296	0.3408412	0.04100444	0.346598	0.018579151	0.033882473
t	0.069823615	0.021413196	0.0010173334	1.2347398e-05	2.4314327e-06	0.030654907	0.78455925	0.09251696
e	0.03524847	0.021186668	0.0040817834	0.011600666	0.005488001	0.76670057	0.072879314	0.0828146
m	0.005987066	0.0055963774	0.022341788	0.09793495	0.046578143	0.6580728	0.026737234	0.13675156
a	0.16339731	0.043781202	0.0075778584	0.00042928703	6.3273634e-05	0.08019088	0.6472183	0.05734195
n	0.0031669617	0.0018058948	0.028991682	0.43664494	0.13928911	0.3105912	0.005970312	0.07353993
e	0.005959008	0.005904287	0.00081683387	6.378816e-05	1.3161886e-05	0.018724635	0.73597795	0.23254037
c	0.000285867	0.00024291941	0.014898481	0.5820361	0.21274032	0.17821135	0.0010339007	0.010551118
h	0.07794076	0.09418777	0.0047145863	0.00013948476	1.701966e-05	0.048321106	0.7449255	0.029753778
à	0.04220491	0.0018752726	0.010044047	0.049276233	0.03485033	0.5808167	0.04819106	0.23274146
t	1.7992947e-05	8.395478e-05	0.00011872357	0.0013266908	0.035472278	0.022148449	0.9210997	0.01973219
u	0.119087376	0.008905798	0.035302244	0.06125447	0.06186414	0.12787998	0.45211247	0.13359347
</S>	0.0022489186	0.00079870084	0.006332628	0.04233981	0.07847135	0.27445802	0.025816076	0.5695345
