 	le	canzone	si	scrivono	alla	notte	</S>
a	0.04999944	0.10126012	0.18903948	0.62574387	0.013442269	0.0028783337	0.017636448
t	0.7030584	0.20357323	6.923419e-05	2.7077394e-06	0.0074508847	0.08144797	0.004397617
r	0.009994073	0.00093154644	0.0027494843	0.002707281	0.054978125	0.012627879	0.91601163
a	0.7277042	0.14910926	0.039125733	0.0062740035	0.0017982711	0.00030002857	0.07568842
ù	0.81802136	0.11843313	0.0037607653	0.00046407772	0.0035206724	0.002772923	0.053026892
d	0.29743192	0.19797446	0.03474151	9.431569e-05	0.3675031	0.08451942	0.017735207
i	0.0386268	0.029106667	0.025472686	0.0018965863	0.110073544	0.7378564	0.0569674
a	0.12568133	0.4945769	0.33559108	0.0149816265	0.024997743	0.0009904058	0.0031809355
g	0.0026181943	0.03752832	0.027564859	0.00016079994	0.32190862	0.5925941	0.017625172
r	0.010388587	0.0008727233	0.0015923079	0.0007123439	0.22399339	0.47477233	0.28766838
à	0.13053016	0.0017912826	0.01875837	0.020646313	0.15435468	0.031814985	0.6421042
f	0.020010598	0.041080564	0.34984827	0.19242848	0.38014135	0.004722517	0.011768208
u	0.015497534	0.0040794755	0.014637605	0.0010043771	0.09585237	0.78248763	0.08644098
t	0.025000302	0.081128694	0.67290777	0.07685573	0.086358495	0.01239078	0.045358203
t	0.0014853369	0.00018547048	0.00052965735	0.00058354565	0.063810326	0.5580781	0.37532753
e	0.04586447	0.00012165931	0.00076616596	0.0015680479	0.26774204	0.1085084	0.57542926
t	0.0033420427	0.011954251	0.26118192	0.06480245	0.5356198	0.018230524	0.10486911
s	0.00014162036	5.2934756e-05	0.00011781567	0.0003715767	0.0022791722	0.679747	0.31728992
e	0.014668455	9.792613e-05	0.002508734	0.007943872	0.44379127	0.0319445	0.49904528
n	0.0006819514	0.0039503514	0.06449743	0.045935642	0.6208528	0.057064965	0.20701677
ì	0.00015709997	5.7067606e-05	0.00012254891	0.00028666115	0.0019272334	0.73559415	0.2618553
t	0.0001036137	0.0017395235	0.060863428	0.7991154	0.09871773	0.01050178	0.028958485
t	0.028711831	0.0018906397	0.030463887	0.13918014	0.07562934	0.5341014	0.19002274
a	0.20977013	0.022158336	0.06063093	0.024281485	0.16371523	0.3892724	0.13017155
</S>	0.00052907935	0.0007637577	0.014255978	0.07198743	0.37365648	0.102495685	0.43631154
