 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.58775914	0.36893007	0.015986094	0.009393358	0.0075078313	0.006116836	0.00045488728	0.0038517485
v	0.02151707	0.0027483902	0.015183575	0.0052493657	0.0028976907	0.02231774	0.86342007	0.06666612
ò	0.08509041	0.062224615	0.040555544	0.06031084	0.4076011	0.33204418	0.0037068778	0.008466387
s	0.046178475	0.76965964	0.16356646	0.017791023	0.0009344611	0.00023380695	0.00092143024	0.0007146664
t	0.014119445	0.06439845	0.06658426	0.21198893	0.07202308	0.048896074	0.49194232	0.030047504
i	0.12055313	0.079468235	0.21536763	0.34609675	0.16601755	0.02514466	0.00067670556	0.046675317
z	0.11906744	0.3246888	0.27353966	0.2809725	0.0008236634	0.00040537587	0.00022963731	0.00027295435
o	0.07864881	0.030315178	0.012846541	0.010177665	0.2537644	0.31981993	0.08093707	0.21349044
ì	0.032042924	0.22023557	0.1636747	0.5813565	0.0020216515	0.00045062124	0.00011686263	0.000101188474
m	0.0014143273	0.22237086	0.4971005	0.035960145	0.11190534	0.09186118	0.027131643	0.012255973
m	0.40405592	0.04939436	0.029789263	0.0070552654	0.10923752	0.10092912	0.27518913	0.024349447
u	0.12637171	0.045771312	0.015716374	0.020226724	0.4833817	0.3012381	0.0031106446	0.0041835112
ì	0.010216432	0.041540198	0.20544033	0.7245275	0.016085338	0.0010348499	0.00064638467	0.0005089679
m	0.00021925374	0.021190485	0.09739761	0.012491636	0.2916448	0.481147	0.05698261	0.038926568
e	0.23212636	0.039905407	0.04301107	0.0106840255	0.14745298	0.06823286	0.42432004	0.03426724
p	0.0031889984	0.04449531	0.15567869	0.53258663	0.22239637	0.016506286	0.020016368	0.0051313983
à	0.1140102	0.016773228	0.0021142375	0.001295324	0.10915909	0.49388483	0.23799942	0.024763765
n	0.00016887672	0.006509183	0.047575083	0.032802895	0.2836781	0.4395895	0.15003723	0.039639115
t	0.014972036	0.047952022	0.010051625	0.021971628	0.22751957	0.10444409	0.5316384	0.04145064
a	0.068940654	0.011951482	0.0032761896	0.003807922	0.48394087	0.41514334	0.009253725	0.0036858735
p	0.00084227376	0.036040097	0.11903547	0.22264962	0.43511915	0.1290731	0.024645993	0.032594264
o	0.14270394	0.01753404	0.009473467	0.0023879707	0.07876592	0.26308015	0.41169894	0.07435555
l	0.0014863682	0.029669998	0.11816584	0.30771098	0.3365556	0.12246301	0.029640304	0.054307945
e	0.05216858	0.016746981	0.011508098	0.0040072612	0.014630503	0.18696092	0.3781706	0.33580706
m	0.0012494711	0.031871527	0.08205372	0.31308913	0.25032395	0.21422373	0.04535942	0.06182907
i	0.08936742	0.019646995	0.0038410714	0.0026192595	0.0674106	0.48223618	0.26941526	0.06546317
m	0.0017477105	0.023193128	0.069897056	0.19380534	0.23439883	0.28466588	0.053934332	0.13835771
m	0.058978386	0.012523375	0.0020278825	0.0017449509	0.08960488	0.4910374	0.3003043	0.043778878
è	0.09255856	0.046284854	0.021679422	0.024210429	0.23069946	0.5026461	0.06289798	0.019023238
n	4.9150203e-05	0.0004073675	0.0013079195	0.001044031	0.058108196	0.17844845	0.43278426	0.3278506
a	0.076760344	0.04369786	0.01860846	0.015152566	0.20924664	0.25369057	0.34151444	0.041329127
</S>	0.00078742055	0.016842194	0.07528277	0.0752528	0.08324734	0.2272026	0.046668388	0.47471645
