 	le	melanzane	vogliono	girate	</S>
i	0.11205312	0.0048569436	0.32078645	0.25576374	0.30653974
m	0.0038536345	0.94936156	0.03604903	0.009588687	0.0011470843
a	0.19192655	0.06509623	0.6920821	0.037899043	0.012996038
r	0.25484967	0.7172024	0.024411278	0.0009389238	0.0025977415
a	0.06966399	0.16283733	0.19113064	0.18678385	0.3895842
n	0.27669844	0.7183181	0.0034889954	0.00037113857	0.001123331
g	0.0076222504	0.03044099	0.044589862	0.26500246	0.65234447
i	0.40882075	0.5066583	0.0073524383	0.02117899	0.055989545
à	0.264964	0.7288036	0.0037056922	0.0011403373	0.0013864166
n	0.004199235	0.00863524	0.9813788	0.004417308	0.0013695214
e	0.1660392	0.19399825	0.002906188	0.57728314	0.059773196
i	0.22781895	0.72253555	0.039478645	0.005663088	0.0045038173
t	0.0053122276	0.025150305	0.8850016	0.076365314	0.008170565
è	0.0013108662	0.0012049242	0.0042909808	0.50050724	0.492686
l	0.15995355	0.46100748	0.24800755	0.06477853	0.06625286
u	0.18501234	0.018872535	0.13051365	0.5465443	0.11905711
n	0.090980865	0.37567154	0.3137943	0.10195506	0.11759817
e	0.00778667	0.0027625342	0.0053400635	0.75596666	0.22814405
v	0.025972577	0.09196743	0.24925046	0.35844567	0.27436382
o	0.015720382	0.0051107383	0.0019414267	0.8603719	0.11685551
t	0.0034218226	0.012738967	0.5784377	0.18292202	0.2224795
i	0.005506909	0.001266996	0.0008287416	0.7018172	0.29058018
m	0.001098994	0.0036092014	0.12632594	0.3512799	0.51768595
m	0.027812602	0.007909333	0.00427171	0.7746791	0.18532728
è	0.4584939	0.056687836	0.0046322295	0.23059547	0.24959068
n	0.0028425904	0.0041882754	0.08960681	0.5426874	0.36067492
e	0.88429844	0.01849532	0.026947262	0.043519814	0.0267392
</S>	0.005334452	0.0072707944	0.05264453	0.30161566	0.63313454
