 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.52966356	0.09005302	0.17737152	0.13211569	0.02953736	0.01208532	0.01598189	0.0019679163	0.0112237455
s	0.82519394	0.09164751	0.00012401694	1.2985012e-05	5.6451972e-06	0.0036458129	0.055901237	0.02004336	0.0034255893
o	0.007169212	0.0010551877	0.020727066	0.0006974056	0.0076903384	0.0092403125	0.057243183	0.037542984	0.8586343
t	0.91801065	0.05561308	0.001687024	1.4416592e-05	2.982633e-05	0.00082271063	0.015935695	0.003234155	0.004652429
r	0.062469337	0.031139938	0.0078026466	0.002335753	0.020994341	0.020587783	0.029565485	0.07846913	0.7466356
a	0.39167824	0.3169674	0.03344748	0.026374329	0.1498951	0.027302017	0.023812136	0.0014978827	0.029025462
ù	0.44637513	0.149002	0.22693717	0.0037977248	0.0068610567	0.0011171607	0.016752034	0.020008856	0.12914887
d	0.07614954	0.22666726	0.13648948	0.0038474565	0.004875099	0.2737826	0.21767579	0.031370793	0.02914198
i	0.0008292169	0.016062884	0.013460938	0.0057100295	0.02633034	0.004563262	0.07003108	0.8264573	0.03655496
è	0.08454001	0.12737015	0.522842	0.15614285	0.098400414	0.0022751822	0.0022366566	0.002325012	0.003867804
n	0.0033991833	0.008331225	0.051633473	0.044927843	0.017045377	0.68625396	0.18073876	0.0040498693	0.0036203414
g	0.0026873779	0.019930236	0.011967206	0.00070776814	0.011628564	0.01454388	0.09908824	0.774159	0.06528775
r	0.16398133	0.0062390408	0.02382048	0.01850245	0.13552208	0.07907463	0.4476716	0.07032137	0.054867055
a	0.02786008	0.0012148643	0.0021268416	0.0035579551	0.016254349	0.038993772	0.5447013	0.14311588	0.222175
m	0.012077169	0.031922348	0.35940054	0.2572371	0.310629	0.007143291	0.0038154416	0.0060804514	0.011694579
m	0.0004974423	0.0024888893	0.0020878382	0.0033057767	0.009327886	0.017470794	0.10520962	0.8351963	0.024415374
è	0.0624314	0.0039353813	0.0054077418	0.010204556	0.054930095	0.12943588	0.6146648	0.061199345	0.057790834
n	0.0026814851	0.0012210907	0.029217126	0.10328221	0.14796971	0.4746109	0.2382357	0.0016652449	0.0011165163
o	0.030599922	0.0021449232	0.0032177193	0.015657622	0.030801795	0.12815431	0.3693129	0.3478604	0.07225038
p	0.0022229597	0.0033484655	0.08976954	0.4782055	0.33567598	0.02162296	0.0056358413	0.00859457	0.054924157
u	8.4523606e-05	0.0016240979	0.0036230525	0.004745611	0.0075605437	0.012350433	0.1302555	0.7954735	0.044282757
s	0.0021859335	0.008300192	0.042905573	0.6217701	0.27963808	0.020529667	0.0060170637	0.0047019366	0.013951442
s	7.970189e-05	0.0022327604	0.0066952896	0.005701853	0.0056830696	0.0036524618	0.07434892	0.664969	0.236637
è	0.043270707	0.0020186156	0.024975607	0.0523452	0.094707474	0.057788763	0.421845	0.076449916	0.22659875
n	0.00035627306	0.001199043	0.0061509437	0.10196653	0.0381661	0.15340286	0.14863858	0.36154878	0.18857084
a	0.0038130614	0.017394599	0.03360658	0.3944173	0.13807939	0.027966797	0.04006309	0.2933811	0.05127811
p	0.0005988787	0.00092377694	0.042200785	0.63036025	0.18872198	0.02888341	0.017198488	0.009596325	0.08151612
o	0.001888886	0.01115586	0.007402725	0.055227987	0.035258323	0.031795077	0.10998952	0.67209953	0.075182006
è	0.003728203	0.008136818	0.02230125	0.6860555	0.16640674	0.029418763	0.016821662	0.013059421	0.054071676
t	3.243243e-05	0.000104279636	0.00025724754	0.0024151262	0.0009005341	0.10523156	0.10280402	0.72051936	0.06773538
a	0.003690651	0.025165174	0.05866326	0.5390996	0.13515007	0.008774638	0.010721147	0.14941415	0.069321275
d	0.0011729132	0.004032193	0.033969484	0.7216726	0.14037171	0.014825096	0.012955087	0.018203331	0.052797582
i	0.010239758	0.02649312	0.018032942	0.2576669	0.10799022	0.06675163	0.12033624	0.32085335	0.07163587
k	0.004171685	0.0058768047	0.025193172	0.6466792	0.11536359	0.033789407	0.020631298	0.027329305	0.12096552
ò	0.003916586	0.017470436	0.019448474	0.16945246	0.079845786	0.04538811	0.11564037	0.4304226	0.11841506
m	0.00027435314	0.00052846223	0.00065479777	0.010878823	0.0030868617	0.021581369	0.030203566	0.81956387	0.11322785
m	0.0040839515	0.0056794	0.022153094	0.68206346	0.10659626	0.014986033	0.019326974	0.0791015	0.06600933
a	0.21241881	0.05944275	0.003674015	0.31859452	0.100835085	0.052955136	0.0998567	0.13119957	0.021023454
</S>	0.0012813902	0.00089927355	0.00868128	0.095077164	0.019940568	0.04755037	0.03938919	0.17976367	0.6074171
