 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.96985203	0.014775655	0.0013199113	3.5658548e-05	0.0029743018	0.004950511	0.00015736937	0.005934537
à	1.0921431e-05	0.0012925237	0.05587897	0.9187323	0.022004839	0.0018834852	0.00016475518	3.225207e-05
b	0.0007480154	0.052390665	0.032361142	0.6327234	0.12092926	0.15956187	0.00046725088	0.00081839925
b	0.019523893	0.43807963	0.4339025	0.0063547557	0.096839495	0.0019738828	0.0032841247	4.1647014e-05
e	0.06157	0.21267149	0.044322006	0.30374956	0.3153567	0.0616286	0.0006807317	2.0999089e-05
t	0.12704003	0.77455395	0.051274605	0.022225132	0.017011382	0.0039597726	0.0038301207	0.00010507955
o	0.014557533	0.7296039	0.17897539	0.0035960115	0.041827656	0.0083439825	0.022432653	0.0006629508
u	0.0017085633	0.2636066	0.06340692	0.5400563	0.11318737	0.017549595	0.00046303018	2.1572614e-05
k	0.00029345948	0.11662269	0.05779081	0.3782296	0.1226025	0.30897504	0.015275336	0.00021054687
o	0.3732526	0.24208575	0.24055503	0.0013147633	0.073911525	0.03345152	0.014892752	0.02053605
r	0.42789218	0.30300835	0.037089296	0.10262706	0.04690796	0.0685569	0.013357897	0.0005603957
a	0.0041612373	0.024112971	0.012052261	0.003699373	0.0068587377	0.0073496513	0.8018976	0.13986821
s	0.103934474	0.39164373	0.051840644	0.056602094	0.08759917	0.29535332	0.010711591	0.0023149473
ì	0.011671028	0.009458895	0.004321686	0.003987987	0.0034027153	0.025866985	0.718288	0.22300279
u	0.0057969606	0.030402184	0.0014073005	0.061196174	0.0085923495	0.0735775	0.8047861	0.014241426
è	0.008044891	0.11562	0.06881944	0.0874795	0.09173069	0.57410824	0.051926315	0.0022709225
n	4.2051277e-05	0.0006529868	0.00014144772	0.023733363	0.0013194408	0.04489332	0.9188025	0.010414961
a	0.0291757	0.11459192	0.02741192	0.002998551	0.016366756	0.031398784	0.5307011	0.24735525
n	0.02564149	0.20623776	0.0930346	0.03560566	0.09887878	0.48185003	0.041788924	0.016962761
e	0.11124497	0.020264449	0.0048350957	0.0010251367	0.0036010917	0.008034784	0.28961536	0.56137913
à	0.02058306	0.14212142	0.046379313	0.01941297	0.053529795	0.51316345	0.11221841	0.092591584
s	4.142658e-06	6.7319845e-05	6.648531e-05	0.0044888654	0.00034369217	0.014658202	0.9554038	0.024967434
p	0.013889307	0.07369235	0.004652745	0.0013872103	0.0046135974	0.017431263	0.28303802	0.6012955
r	0.37899518	0.08991354	0.039539725	0.0034209231	0.045713145	0.08330268	0.060310405	0.29880437
o	0.56770474	0.078455135	0.0039894283	0.0012019305	0.013846902	0.017889945	0.15557037	0.16134158
</S>	0.004114413	0.0045280997	0.0014222042	0.0047198976	0.0021030244	0.02109084	0.5888805	0.37314117
