 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.8769273	0.11156916	0.007661278	0.0004049721	3.470943e-07	3.0362767e-06	9.805504e-06	6.409914e-07	0.0002097169	2.935126e-05	0.00050095737	4.6948605e-07	0.0018231489	0.000109273664	0.0006297267	4.5139484e-05	4.966764e-05	2.6038666e-05
ò	8.937456e-05	1.8456047e-05	1.6882215e-05	4.0348827e-05	3.4005774e-05	2.3907246e-06	7.823663e-06	8.121532e-06	3.7749185e-06	5.5881587e-06	1.1473486e-05	1.5139615e-05	1.606915e-05	4.686062e-05	5.8870348e-05	0.0015903274	0.7538104	0.24422409
t	0.0579506	0.034114253	0.0124688195	0.0006080235	8.789026e-06	2.5884763e-05	5.8242385e-05	1.01802825e-05	0.00069972663	0.00015106407	0.0029113183	6.772462e-06	0.002475042	0.0035171567	0.00264969	0.014148583	0.114963286	0.75323254
t	3.5384575e-05	0.0008580464	2.3216486e-05	2.4102835e-07	1.0934999e-08	5.371726e-09	6.524619e-09	8.319099e-09	3.30295e-08	6.394215e-08	2.3521088e-07	5.802665e-08	1.8138077e-07	0.00011292728	0.00041964318	0.0089970315	0.9787612	0.010791697
i	0.10760169	0.47909886	0.06307443	0.00026485565	1.6287664e-05	2.4361966e-06	1.2309227e-05	8.042148e-05	5.5034445e-05	0.00052614196	0.00054675504	0.0011387412	0.00032219957	0.14871171	0.05156987	0.050430525	0.016916411	0.07963135
i	0.09745359	0.6389593	0.001390645	7.855073e-06	2.0817065e-08	1.16380034e-08	1.5956857e-08	8.018411e-09	1.4091208e-07	9.257946e-08	1.7354274e-06	1.47999915e-08	7.299381e-06	0.00026167426	0.0028471148	0.0061291317	0.15861648	0.094324775
v	2.4665875e-05	0.00015110863	6.9113685e-06	3.7217355e-08	4.948573e-10	1.0863116e-09	1.359399e-09	4.689452e-10	1.5476937e-08	1.4311533e-08	1.6288384e-07	1.8554221e-09	4.387211e-07	6.650393e-05	0.00020824869	0.0064275665	0.9803987	0.012715646
ò	0.049971398	0.0075807334	0.008218556	0.0074660005	0.024745246	0.02002661	0.03366939	0.14013636	0.038665377	0.20211107	0.02454453	0.20285426	0.020520605	0.039272856	0.0011513522	0.027551388	0.051892396	0.09962187
e	0.009479494	0.005603248	0.007259178	0.0017074385	0.000115562194	0.00017924604	0.00039067015	9.9384364e-05	0.001725683	0.00061215303	0.004012588	5.7392295e-05	0.003920715	0.00433401	0.0026191147	0.019039255	0.06357067	0.87527424
g	2.4921166e-05	4.299234e-05	3.4997916e-05	2.849412e-06	2.0958585e-07	2.1282828e-07	8.345583e-07	2.684909e-07	1.1053387e-05	1.4801494e-05	0.000121491576	3.371554e-05	8.286611e-05	0.0034565416	0.00035671567	0.0046046847	0.980265	0.010945902
