 	io	non	ho	niente	da	mangiare	</S>
e	0.8664517	0.044211626	0.012482288	0.016098594	0.025144797	0.0006244421	0.034986533
v	0.010286628	0.024349377	0.0127878105	0.766761	0.18380691	0.0018731306	0.0001350423
ò	0.05352906	0.046683203	0.043358676	0.050583795	0.15375024	0.51745397	0.13464108
e	0.055853166	0.3735755	0.20988446	0.0034467182	0.3073139	0.0261704	0.023755847
n	0.0610382	0.030536715	0.030348007	0.5404375	0.3343935	0.0029534772	0.00029257388
è	8.889842e-05	0.0016573224	0.0014479292	0.00033093398	0.014004965	0.9123262	0.07014377
c	0.027193053	0.6911184	0.23247021	0.00044695463	0.047162935	0.0010171385	0.00059126836
h	0.0064836033	0.016358314	0.038236715	0.13396661	0.088060066	0.71148723	0.0054074386
o	0.23910357	0.22879308	0.49307638	0.0016849024	0.032939512	0.0042092223	0.00019339261
t	0.06465941	0.19565059	0.528375	0.0408048	0.12474123	0.04221153	0.0035574648
ì	0.0008777114	0.003027918	0.0060801557	0.00093366875	0.007520538	0.9503126	0.03124732
p	0.012548907	0.120027944	0.46382633	0.002148354	0.2670097	0.12861647	0.0058223917
o	0.3040717	0.026516303	0.1169391	0.47743374	0.049331073	0.018568775	0.007139258
t	0.05779792	0.19915776	0.4960931	0.01575179	0.15562859	0.064763084	0.010807711
i	0.0017082045	0.0030150623	0.0025007618	0.0020287724	0.010421829	0.81852096	0.16180447
n	0.02389358	0.0855219	0.12937988	0.0387338	0.6722294	0.027110187	0.023131369
a	0.0008979871	0.0013298152	0.00053359923	0.000674158	0.0049611027	0.45673755	0.53486586
f	0.02243065	0.061687354	0.06582598	0.06918833	0.6481787	0.04542127	0.08726769
à	0.0016963767	0.0017235812	0.0012628753	0.011735967	0.0138547225	0.3488865	0.62084
o	0.00088035746	0.00064645556	0.0018292788	0.056454483	0.39405063	0.4906397	0.055499073
</S>	9.6621014e-05	0.00045254556	0.0007673242	0.03266902	0.17495716	0.5975001	0.19355726
