 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.92688495	0.045765717	0.013134876	0.007951338	0.00027900006	0.00061762566	0.0004870539	0.0048794514
A	0.00025610576	0.0016205163	0.0009310431	5.2461105e-06	0.0019321914	0.08160444	0.91058177	0.0030687135
n	0.012186119	0.8568971	0.06912808	0.00067952415	0.0029758322	0.0022455787	0.053541515	0.0023462998
n	2.4338184e-05	0.008277835	0.02072806	0.00075348775	0.124991596	0.32956174	0.5061443	0.00951864
a	0.09405816	0.2866509	0.39563334	0.022406235	0.03847306	0.115212314	0.007026545	0.040539403
à	0.041077908	0.73690194	0.21427712	0.0068907524	0.00030897438	0.00022706098	0.00012884969	0.0001874337
r	0.00021886406	0.40515044	0.52481717	0.045653313	0.0044582956	0.016663946	0.0024196166	0.00061836623
t	0.00992434	0.039479233	0.18145585	0.03730426	0.11330338	0.14300333	0.43929493	0.036234643
e	0.05302273	0.03946806	0.045538783	0.06176075	0.32488757	0.38588014	0.01153769	0.077904254
n	0.025845686	0.4940789	0.43494204	0.042629488	0.0015284093	0.0005265605	0.0001828071	0.00026616838
a	0.0004884157	0.0014105672	0.0015258065	0.0029986603	0.07076923	0.82409394	0.061627056	0.0370864
s	0.031240838	0.1968086	0.717022	0.051945582	0.0014259452	0.00048341273	0.0006467568	0.0004268654
t	0.00017772317	0.0011643665	0.0027408334	0.0042103436	0.012609023	0.64350927	0.27764454	0.05794395
è	0.008487218	0.0065626744	0.004501436	0.03452169	0.22270745	0.4619903	0.02861036	0.23261887
i	0.0073507046	0.045331575	0.3916641	0.5406529	0.011246707	0.00327562	0.00013418958	0.00034420844
i	0.00069213123	0.02819052	0.24965785	0.15364356	0.13608119	0.25470152	0.16785622	0.009177057
t	0.00024379879	0.025058988	0.23781861	0.08351845	0.049194682	0.30637908	0.29062188	0.007164439
t	0.005571367	0.00292942	0.0044656373	0.0021901645	0.0023949267	0.16766922	0.35360447	0.46117485
u	0.009063035	0.005133538	0.0027256075	0.016668981	0.06511218	0.30207595	0.18556024	0.4136604
m	0.04873475	0.027741399	0.27257797	0.5988857	0.028912108	0.014240235	0.001960242	0.0069474806
b	0.00027409918	0.00024112574	0.00023821383	0.00016798504	0.03795365	0.6871363	0.24825153	0.025737084
r	0.18888982	0.04032386	0.024918834	0.1737723	0.24233782	0.060891747	0.12590294	0.14296268
ò	0.0392868	0.0006386581	0.00022273517	0.0013151405	0.10380369	0.078852944	0.66130817	0.11457197
s	0.00059146655	0.003783872	0.020803198	0.54090804	0.19444557	0.086809054	0.015285769	0.13737303
e	0.03760971	0.013667138	0.004074588	0.034020618	0.63204795	0.10866816	0.02171008	0.14820175
m	0.003309251	0.047154285	0.09249638	0.66906047	0.11782074	0.015701666	0.0030310305	0.05142617
è	0.0012317778	0.00013497766	0.00023322705	0.00036092027	0.20904924	0.56907314	0.21327607	0.0066405563
n	0.012030377	0.01292925	0.04630891	0.81276256	0.043951105	0.02708082	0.007863802	0.03707321
a	0.28099966	0.0029835731	0.001246851	0.0026592815	0.30451623	0.2430092	0.115531236	0.04905401
s	0.010106115	0.04140181	0.084771216	0.572776	0.154317	0.030589798	0.006499997	0.0995381
t	0.00013932544	0.0007041626	0.002871697	0.0022696313	0.011939075	0.105423935	0.8144456	0.06220653
e	0.054015525	0.007445609	0.0072881714	0.032236524	0.5425518	0.15783189	0.04684213	0.15178834
p	0.011937575	0.011735437	0.032696698	0.12327491	0.10280582	0.13369808	0.19599022	0.38786122
l	0.0003178237	0.00035924543	0.0005462486	0.0007797653	0.01867274	0.20565633	0.7608168	0.012850978
ò	0.12840512	0.0038893723	0.0032856022	0.008428292	0.0315754	0.015113215	0.6506998	0.15860318
n	0.0013490786	0.0054504923	0.00710207	0.054224413	0.04476188	0.114935815	0.33549199	0.43668422
n	0.039873138	0.0045620333	0.0044089137	0.0128787635	0.12494555	0.15011844	0.52239066	0.14082244
i	0.6272705	0.0036029946	0.0021606847	0.004239959	0.020575859	0.007987416	0.2759827	0.058179837
</S>	0.0009808425	0.005322348	0.008923552	0.035148326	0.086057454	0.112035505	0.12610553	0.6254264
