 	li	vestono	i	genitori	</S>
t	0.8515843	0.07403662	0.0018712694	0.051705707	0.020802068
u	0.0034826244	0.008820343	0.9777584	0.005856044	0.0040825983
s	0.8221433	0.07535081	0.09901892	0.00063992746	0.00284703
i	0.0007002577	0.005149122	0.705645	0.0012795426	0.28722605
n	0.26521128	0.20066306	0.5295949	0.00028341397	0.004247334
d	0.00021297728	0.0019096979	0.2700567	0.0027413934	0.7250792
ì	0.12591691	0.014537723	0.76178974	0.010658414	0.087097205
n	0.34361258	0.20810482	0.44766384	0.00031618413	0.00030272585
n	0.029422453	0.12241218	0.19454437	0.64938205	0.0042389166
o	0.011064682	0.004716462	0.9612727	0.021182688	0.0017634546
n	0.1255569	0.15456612	0.692974	0.010011568	0.016891493
e	0.00011195368	0.00029292578	0.06599379	0.9002736	0.033327743
i	0.049222067	0.31754225	0.5606643	0.016917255	0.055654127
g	4.2938696e-05	0.010667738	0.3794471	0.22491609	0.38492608
e	0.0012599868	0.0011364506	0.017585143	0.9138734	0.06614504
n	0.07050865	0.26018968	0.3264341	0.17547318	0.1673945
i	3.8981067e-05	8.393926e-05	0.004046137	0.8760994	0.119731516
t	0.024645178	0.17541587	0.31552312	0.14809638	0.33631942
ò	0.00046295283	0.00016510548	0.0020443536	0.80579185	0.19153576
r	0.025146527	0.09415287	0.43430847	0.1321965	0.31419566
i	0.029918836	0.009903128	0.0020249563	0.9402178	0.017935209
</S>	0.0054479507	0.019969305	0.08601565	0.1867109	0.7018562
