 	si	è	rotta	la	coppa	</S>
e	0.8234634	0.0030227278	2.8621405e-05	0.027014669	0.021396618	0.12507406
g	0.0021347064	0.010461943	0.0044234693	0.90583193	0.0771213	2.6550131e-05
l	0.0039543733	0.006224078	0.27620354	0.6944611	0.017537555	0.0016193397
à	0.0012898799	0.008578504	0.9779048	0.009270756	0.0024776477	0.00047842585
s	0.03344962	0.5505682	0.4151914	0.00040036338	0.00024175599	0.00014856795
t	0.0034966653	0.029919103	0.08017488	0.09567158	0.78950214	0.0012356935
i	0.0008717911	0.011076813	0.91499305	0.07017091	0.002733323	0.00015414723
e	0.25606006	0.5558887	0.027718939	0.057032734	0.07424788	0.029051706
c	0.0023034825	0.0021806625	0.0008486198	0.23144299	0.76218224	0.0010419822
ò	0.02121447	0.007076344	0.04337743	0.72420967	0.20410116	2.0957026e-05
p	0.005810266	0.005383979	0.018460479	0.009728606	0.9053883	0.0552283
p	0.0017160944	0.00086710206	0.0080944095	0.007526085	0.9776404	0.0041559897
a	0.017117366	0.018359121	0.9222703	0.023722503	0.017746827	0.0007838474
</S>	0.0061801053	0.028533436	0.108416714	0.110184014	0.1526658	0.59401995
