 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.89685774	0.023385046	0.00010342653	0.010703901	0.036457997	0.017551316	0.0009283308	0.0033029187	0.010709339
ò	0.005646187	0.08816835	0.89080054	0.010069541	5.8390233e-06	4.9145856e-05	9.536481e-05	0.0030575686	0.0021075073
z	0.22765334	0.4105695	0.22900173	0.09390713	0.03614712	0.0018342192	0.000101887454	0.0005340879	0.00025094676
i	0.18760084	0.12379494	0.34747422	0.24436036	0.010607749	0.011842769	0.018608276	0.047487095	0.008223683
m	0.14262043	0.6958183	0.08543482	0.0736498	0.0019713494	7.6740784e-05	2.4891404e-05	0.00024699687	0.00015671297
i	0.6595683	0.009584278	0.08009135	0.046699293	0.004482958	0.15479983	0.016867898	0.023745267	0.0041607893
n	0.17406765	0.5623945	0.07893889	0.170755	0.011006703	0.0005294467	0.00050782063	0.00081714866	0.0009829116
o	0.30890617	0.120253086	0.22367653	0.0369067	0.047961377	0.07450694	0.05341815	0.002204827	0.13216618
m	0.07727702	0.68187237	0.07514562	0.14640754	0.016475696	0.00061864895	0.0005455613	0.00040302833	0.0012544696
i	0.67023695	0.011900849	0.058869783	0.014299376	0.0021787575	0.13503784	0.054257106	0.032345742	0.020873617
l	0.08898363	0.53479564	0.09573829	0.23059005	0.039406516	0.0023613712	0.0029327795	0.0015063434	0.0036853664
ì	0.2650538	0.083119884	0.06502799	0.012267046	0.05061133	0.066682644	0.120921016	0.0020404214	0.33427587
s	0.041324433	0.54194057	0.20231815	0.04703318	0.1408329	0.0104982145	0.011414864	0.0014450162	0.003192685
i	0.085068844	0.16194478	0.16666046	0.0756443	0.05148543	0.15162839	0.17248042	0.060785588	0.07430175
a	0.025814317	0.13809498	0.027134381	0.4232298	0.36606604	0.016765608	0.0019090248	0.00060126354	0.00038462557
t	0.007898606	0.01696353	0.0111945905	0.22373697	0.46908417	0.19280629	0.033200327	0.041693784	0.0034217897
ù	0.027821256	0.03959443	0.019622501	0.0012667305	0.0033839967	0.007743926	0.26344243	0.061993368	0.57513136
t	0.0053869793	0.027346943	0.005204724	0.032271717	0.8471256	0.047193296	0.023629865	0.005617514	0.006223355
t	0.1484221	0.021216655	0.0235764	0.017822249	0.11865172	0.3263878	0.060971476	0.22926174	0.05368986
o	0.022377972	0.0038141047	0.074200384	0.007545545	0.0068853605	0.23289822	0.6475697	0.002735573	0.0019730746
p	0.007862179	0.029849932	0.012424851	0.033415228	0.2808619	0.38859004	0.22837298	0.005354146	0.013268685
r	0.8235945	0.0069702314	0.021098714	0.0017968834	0.00021262009	0.082445145	0.027846541	0.028416555	0.0076187467
à	0.0063628964	0.0017365678	0.031411313	0.0012667496	0.0013412804	0.03125071	0.9098206	0.008250915	0.008558939
m	0.0006578658	0.002205676	0.001351474	0.0018191908	0.023056721	0.060051106	0.8644029	0.016694933	0.029760215
m	0.32326666	0.041233324	0.07698442	0.005899355	0.0055220737	0.20386092	0.082001396	0.20979267	0.05143912
a	0.113107674	0.0018274352	0.045851965	0.010146944	0.048679188	0.4789221	0.271173	0.027703	0.0025887059
m	0.002759231	0.006081607	0.0046412703	0.0036461363	0.03551703	0.19630957	0.66674066	0.01667226	0.06763231
e	0.70612395	0.006819165	0.03571505	0.0014442162	0.00042905213	0.17080267	0.034676243	0.035691556	0.008298049
t	0.009707474	0.022172429	0.007449515	0.0064718714	0.07397971	0.23734611	0.5569398	0.006116506	0.07981663
i	0.42054006	0.090707324	0.12994733	0.00049457396	8.99813e-06	0.008967373	0.09913144	0.102390274	0.14781265
n	0.0037068368	0.0094956895	0.00086375134	0.004399149	0.43380487	0.12631619	0.25202537	0.05168927	0.117699
A	0.06974372	0.010459185	0.0026072077	0.0004389002	8.787451e-05	0.0023268515	0.02123626	0.6223843	0.2707157
n	0.0004582717	0.0013749909	0.0007708113	0.0009879175	0.07765306	0.040816378	0.19911695	0.5651442	0.113677494
n	0.024149453	0.0030014722	0.004569838	0.001268288	0.017390244	0.019302718	0.011755049	0.8604457	0.058117237
a	0.12640323	0.006696823	0.08916295	0.007464184	0.03283685	0.147805	0.4371792	0.12490206	0.02754977
</S>	0.00046647995	0.0013021895	0.0012624962	0.00045395133	0.0064315503	0.026451604	0.3766545	0.225181	0.36179614
