 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.6385129	0.12212281	0.027738646	0.012480349	0.03335285	0.1470257	0.00649919	0.012267529
è	0.0016775068	0.00042813213	0.0007847372	6.8517174e-06	3.5386547e-05	0.00078449136	0.9951491	0.0011338461
o	0.17261244	0.051072434	0.4446858	0.004170279	0.009532542	0.0012148144	0.3064884	0.010223311
p	0.017614484	0.018450987	0.006328854	0.00631958	0.049557988	0.007078867	0.88351434	0.0111349635
p	0.00030621872	0.0019644892	0.0069950125	0.007234886	0.0008885459	0.015684508	0.95234334	0.014582988
ò	0.36960605	0.26783663	0.16312361	0.035840265	0.014422128	0.009177407	0.049496774	0.09049718
r	0.090089664	0.03643119	0.8270732	0.0027845546	0.028610632	0.008441631	0.003745461	0.0028237319
k	0.015769891	0.042755	0.065368965	0.24077973	0.04550135	0.0059742583	0.37960848	0.20424227
e	0.17586632	0.116314664	0.34252343	0.07370344	0.06533631	0.08542898	0.13125838	0.009568416
t	0.082373366	0.04473241	0.5923624	0.018828198	0.020814827	0.01939712	0.2095004	0.011991278
e	9.135398e-05	0.0022265671	0.04884596	0.018006047	0.0019553013	0.16161309	0.5970972	0.1701645
e	0.040461473	0.07729951	0.654156	0.13509049	0.06552724	0.009020141	0.009927361	0.008517783
t	2.9755023e-05	0.000848421	0.03700891	0.0739522	0.120297104	0.022538377	0.72038937	0.02493585
r	0.0005243981	0.0015351804	0.0041988674	0.0059230435	0.0053576548	0.029011184	0.06865179	0.88479793
ò	0.017693417	0.010964159	0.0215474	0.030468011	0.05558438	0.17666137	0.13292748	0.5541538
o	0.024796112	0.029837087	0.19936457	0.0908565	0.26256573	0.26033044	0.08581628	0.04643327
p	8.6873e-06	0.00028908195	0.012330823	0.04996527	0.06263237	0.048107184	0.7925421	0.03412451
ò	0.0005767455	0.0027625747	0.014979919	0.011282602	0.0052477154	0.26981875	0.5905212	0.104810484
s	0.006767995	0.007663536	0.0026031407	0.0043311077	0.012409625	0.096462645	0.86319435	0.006567578
s	0.025669927	0.018181112	0.020412937	0.029330194	0.030097527	0.08667067	0.77054113	0.019096537
a	0.035474658	0.015668513	0.06434931	0.07069789	0.19436257	0.44791043	0.060819276	0.110717416
t	0.0008796735	0.0012907829	0.008770637	0.031279337	0.06382311	0.08580021	0.69858766	0.10956859
è	2.5507992e-05	0.0009272959	0.05863919	0.009264557	0.0014987198	0.55094594	0.22642453	0.15227425
l	0.0060718693	0.008746985	0.011772226	0.032015383	0.062377628	0.2734114	0.49548578	0.11011866
o	0.04624704	0.03972798	0.024754966	0.018672526	0.021889912	0.23600334	0.5987758	0.0139284935
</S>	0.0036608703	0.0035776217	0.057387616	0.07270162	0.1607851	0.1430649	0.26038355	0.2984387
