 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.85356754	0.0036628142	0.0054593654	0.00037004807	0.11146191	0.0026735947	0.022804756
p	3.7832306e-05	0.98935974	0.0024239372	0.0081510935	1.4413498e-05	1.02877075e-05	2.6604278e-06
e	0.059777092	0.22692178	0.21044606	0.47757408	0.01143626	0.012939382	0.00090539077
r	0.62554514	0.025335364	0.29924753	0.04902941	0.00074233266	3.6753423e-05	6.345458e-05
i	0.00045341975	0.06149164	0.010998379	0.90763295	0.0032660686	0.006370642	0.00978692
k	0.055756614	0.02755701	0.75716335	0.15748727	0.00186594	4.99677e-05	0.000119750766
o	0.0014032397	0.111701526	0.005895039	0.7500826	0.044030063	0.07366974	0.013217786
l	0.0815452	0.076847255	0.5033702	0.32754615	0.009940598	0.00030227524	0.000448282
ò	0.015622465	0.05208285	0.006046492	0.26948366	0.088260405	0.19185132	0.37665278
s	0.027009213	0.8649854	0.016181197	0.08743036	0.0039743455	8.911875e-05	0.00033027632
o	0.014636457	0.095971294	0.11328535	0.6146956	0.1040509	0.022036053	0.03532434
n	0.12068079	0.014516608	0.7181269	0.12686504	0.019436467	0.00019552495	0.00017878787
a	0.018754221	0.11053574	0.01850443	0.5016808	0.17259955	0.08482492	0.09310031
n	0.072886884	0.019104041	0.63424826	0.12421217	0.14828855	0.00054227957	0.0007178253
a	0.0075525725	0.0128150415	0.003072681	0.055985786	0.08325633	0.31652415	0.52079344
r	0.090839475	0.013245767	0.28324237	0.074344374	0.53400785	0.0013936007	0.002926589
è	0.009406782	0.0035998083	0.0016301824	0.012244818	0.06021951	0.33777508	0.5751238
t	0.033856448	0.5931506	0.025618462	0.15200144	0.11394254	0.026936088	0.054494314
s	0.073117256	0.146069	0.037771933	0.06761741	0.42093918	0.14417882	0.11030647
i	0.03152355	0.0103152385	0.014088842	0.112139	0.74388844	0.025328882	0.062716074
à	0.032688938	0.06664763	0.028145999	0.3274774	0.4190955	0.026913304	0.09903122
t	1.7552618e-05	0.4195229	0.00033360775	0.0034230435	0.019405602	0.50491536	0.052381884
s	0.0121565545	0.31110334	0.019243803	0.033421587	0.11008097	0.31199172	0.202002
e	0.24025735	0.017768655	0.01703462	0.061366525	0.3174588	0.09198695	0.2541271
n	0.013454639	0.055469755	0.009885653	0.09220486	0.31823587	0.12519415	0.38555506
ì	0.048108745	0.02634801	0.0008561368	0.012352879	0.0034821355	0.80865276	0.10019932
t	0.009409176	0.021186914	0.003631858	0.04145154	0.1470648	0.43338424	0.3438715
t	0.026614105	0.4452489	0.0067703254	0.009961595	0.017744742	0.45146805	0.0421922
a	0.027562989	0.06089494	0.01209796	0.48247874	0.094402365	0.31250018	0.0100628715
</S>	0.0032266504	0.0336074	0.0016030686	0.012081933	0.033958897	0.26836672	0.6471553
