 	la	pasta	vuole	sale	</S>
i	0.988555	0.0009512749	0.0013392462	4.8784736e-05	0.00910571
p	0.06745468	0.065923735	0.85161155	0.014629782	0.00038032612
à	0.17395732	0.15961444	0.11090559	0.53715307	0.018369617
s	0.018597657	0.89617753	0.08255887	0.0019769075	0.0006889436
t	0.091291346	0.10643486	0.6800637	0.074799195	0.04741083
a	0.0066216043	0.33617455	0.036211185	0.6204825	0.00051022583
t	0.5143498	0.24126445	0.23817135	0.0059404187	0.0002740219
è	0.0010341076	0.01914985	0.0015675741	0.95437837	0.023870166
l	0.04383634	0.17095564	0.77142215	0.013422109	0.00036373726
i	0.87453145	0.015653346	0.05977985	0.019863121	0.03017231
à	0.12489905	0.11544447	0.6622698	0.09445082	0.0029358668
l	1.096535e-06	0.0006466125	0.96800375	0.019211894	0.01213663
a	0.0663472	0.011214764	0.02247637	0.4704777	0.42948398
</S>	0.0075565833	0.027926808	0.46954292	0.44690138	0.04807223
