 	la	casa	la	costruisce	il	mastro	</S>
o	0.75871867	0.10056	0.048786435	0.05787215	0.018884812	0.00987946	0.0052984296
s	0.21388538	0.05382257	0.0830033	0.0010368617	0.6078761	0.00029849925	0.040077284
p	0.006771393	0.10463288	0.06414625	0.015751302	0.37501198	0.003767653	0.42991853
ì	0.483323	0.18525173	0.052907724	0.24948952	0.010283074	0.016912736	0.0018322647
t	0.43163326	0.44935867	0.076677926	0.039583877	0.0025126429	0.00014090126	9.268358e-05
i	0.124392696	0.10593069	0.3567845	0.00437262	0.380411	0.011494537	0.016613854
o	0.11677019	0.6273186	0.226862	0.020408068	0.008289637	0.0001567551	0.00019481509
f	0.025813805	0.08533082	0.24273324	0.07140006	0.5689185	0.004772533	0.0010309739
a	0.29654074	0.04786023	0.10831166	0.02521216	0.36781597	0.11906417	0.035195116
b	0.03144174	0.33361083	0.29557368	0.2824063	0.04452045	0.011540228	0.0009067211
b	0.055532802	0.0047550965	0.01713729	0.0014568019	0.087924674	0.79650885	0.036684506
r	0.34781906	0.11572217	0.059922505	0.21389085	0.12897307	0.13208371	0.0015886273
i	0.9327676	0.007301177	0.013417885	0.002507287	0.033075027	0.010460389	0.00047058752
k	0.052781574	0.14887494	0.293404	0.073128894	0.42065397	0.0064829024	0.004673699
è	0.044449326	0.006030134	0.020519124	0.0032438808	0.101990744	0.80787826	0.015888605
i	0.0073130294	0.059967298	0.10254856	0.2649094	0.09333806	0.4628108	0.009112864
o	0.0007251284	0.011185553	0.0860906	0.031805232	0.8146298	0.04469477	0.0108689265
m	0.00020882773	0.0061656055	0.040987015	0.031997267	0.6670387	0.23992139	0.013681159
à	0.0051694578	0.0026636366	0.022620063	0.0014129775	0.04078781	0.9090098	0.01833627
s	0.001402023	0.0060482714	0.029469855	0.062404666	0.15623419	0.72975117	0.014689817
c	0.23438801	0.16954683	0.2317016	0.06129565	0.10272562	0.1169771	0.08336517
i	0.04931125	0.05817746	0.2668464	0.02285356	0.58338135	0.01744337	0.0019866247
a	0.012912255	0.04040496	0.027046515	0.2006925	0.1371587	0.5179315	0.063853554
</S>	1.5620908e-05	0.00037951153	0.005139197	0.00066649617	0.13100886	0.37416533	0.48862502
