 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.98430336	0.0032618844	2.4583936e-05	0.0001905125	0.0033949947	0.000332941	8.077433e-06	0.0028717464	0.0040143942	4.1872918e-05	2.352486e-06	4.641341e-05	0.0015070485
ù	0.70552564	0.21306615	0.0044230567	0.00462281	0.061688073	0.00040685618	0.0001597273	0.00027253415	0.00017636751	0.00055303366	0.00036895362	0.007996361	0.0007404725
r	0.03894787	0.5554643	0.32678393	0.027127689	0.0019345803	0.0140455095	0.03499775	0.00035823422	3.3419725e-05	0.000105023086	6.6632325e-05	1.1104604e-05	0.00012391017
u	0.006772185	0.40056795	0.060305458	0.41575584	0.062129904	0.011017409	0.0008179611	0.0023844936	0.0018860783	0.009637363	0.0073920456	0.010993244	0.010340166
k	0.031673167	0.84685236	0.090984926	0.018668165	0.0039767516	0.0019103203	0.0047626086	0.00024120112	1.740536e-05	7.9238365e-05	5.6712764e-05	2.6687901e-05	0.00075044663
a	0.041275404	0.028769076	0.0037385905	0.036869958	0.707293	0.001938208	9.624339e-05	0.0010395754	0.0070645935	0.0010112289	0.00079940073	0.13296019	0.03714458
s	0.06336155	0.5284512	0.13179474	0.20738503	0.048692558	0.0128632365	0.006606462	0.00020077685	4.1375173e-05	9.958858e-05	5.2235428e-05	3.9205668e-05	0.00041207383
ì	0.014430852	0.049277425	0.2256778	0.13499047	0.09902002	0.060486358	0.052523825	0.014474958	0.024109649	0.016715664	0.099545985	0.016714768	0.19203222
t	0.058342185	0.55649215	0.23660019	0.021377062	0.0025089826	0.028207418	0.08983526	0.004956551	0.0003937134	0.0009362802	0.00015120186	5.6363983e-06	0.00019334578
a	0.023434103	0.1650462	0.08645217	0.4640641	0.117533915	0.054293692	0.004290248	0.0071926666	0.014615227	0.020626003	0.015223433	0.009779194	0.017449092
m	0.059236173	0.6193617	0.13382596	0.12102061	0.025112752	0.01650532	0.021050354	0.0027412453	0.00043471335	0.0004805849	0.00012673449	5.7352618e-06	9.8189616e-05
i	0.038573343	0.0072897905	0.0003939508	0.00898586	0.85158855	0.0006900291	4.7321075e-05	0.0019757405	0.016934223	0.0017535018	0.0002330518	0.06848632	0.0030483399
a	0.13080724	0.28865895	0.07648062	0.33195746	0.07352177	0.050424144	0.013462303	0.02875504	0.0029751903	0.0017420675	0.0008605826	4.0425748e-05	0.00031421919
f	0.0039663906	0.06586283	0.085339904	0.43853542	0.1473596	0.19204786	0.043800272	0.011509664	0.0026997356	0.0057013114	0.0022530872	0.00022188589	0.00070205115
o	0.38200295	0.05132461	0.01388871	0.031263623	0.091741055	0.021692812	0.0025770532	0.03394076	0.118598	0.027956408	0.018813703	0.019652119	0.18654819
r	0.19084963	0.069820285	0.14115791	0.20400272	0.024220299	0.10332653	0.24007969	0.021512108	0.002201379	0.0014849746	0.0012588965	5.4047473e-06	8.011261e-05
à	0.0015375813	0.013229711	0.018637536	0.01380917	0.022606274	0.007180848	0.0036127719	0.0050620805	0.03612976	0.029591063	0.11249148	0.076077625	0.66003406
