 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.056376226	0.004029792	0.007480815	0.16039498	0.5663662	0.13897215	0.046992533	0.00017132763	0.019216035
a	0.08573664	0.86982673	0.017587932	0.0063142376	4.135289e-05	9.712875e-05	0.0019051586	0.016908383	0.0015823991
p	0.28918993	0.48637235	0.077877924	0.13010271	0.002379988	0.0004058661	0.007006467	0.00040535064	0.0062594665
e	0.23260443	0.27149966	0.11813945	0.036244567	0.030379461	0.0022490195	0.062201645	0.20622374	0.040458016
d	0.036193646	0.7996635	0.1267491	0.03195242	0.0010971631	3.258935e-05	0.00033855406	0.00016174917	0.0038113133
ì	0.08455968	0.09571094	0.0312963	0.011455012	0.043269433	0.0066356454	0.36039856	0.26473683	0.101937614
a	0.0333674	0.37559098	0.58074164	0.008433257	0.00093152176	9.851176e-06	0.00045337912	2.2227596e-05	0.00044970374
m	0.07840717	0.29084647	0.13437751	0.40203604	0.04508913	0.01162519	0.018132411	0.018866057	0.0006200453
i	0.21438675	0.106035054	0.07864848	0.078674264	0.017737975	0.0013754624	0.22151183	0.27448857	0.0071416358
n	0.09125666	0.23920844	0.32288212	0.31843504	0.015884336	0.0003677368	0.008294323	0.0014653816	0.0022059453
c	0.040659674	0.074220896	0.028463656	0.042872425	0.06309941	0.0041872007	0.37088495	0.17887335	0.1967384
i	0.20072748	0.04982933	0.1938291	0.13726506	0.10979559	0.0015349033	0.29347062	0.0070334477	0.0065144207
à	0.24337237	0.120676994	0.49728775	0.12178922	0.005781543	9.065567e-05	0.0066041993	0.0024081217	0.0019891346
e	0.012550286	0.08571295	0.72081304	0.047006432	0.021828532	0.013885927	0.08061175	0.014216734	0.0033743978
n	0.010724396	0.0826675	0.28254187	0.4088689	0.045529723	0.009066651	0.057728946	0.10009902	0.0027729864
i	0.0050604716	0.004334337	0.003911403	0.011529591	0.029579537	0.0054158396	0.44253877	0.05197518	0.44565484
n	0.004485413	0.008643341	0.061954543	0.72290695	0.17551593	0.0013651606	0.02402282	0.00014372895	0.00096204603
d	0.0017106512	0.0025552055	0.0011319186	0.0018971479	0.004878451	0.0021147982	0.17128904	0.103661254	0.71076155
ì	0.09561738	0.0075551756	0.014404523	0.0038665715	0.020819537	0.0026606228	0.62898767	0.031819794	0.19426867
n	0.00893329	0.008240971	0.19124295	0.11202414	0.34609747	0.13178985	0.18516077	0.010404383	0.0061061843
n	0.057633065	0.01706304	0.045078102	0.09091796	0.1526643	0.054035563	0.3059626	0.22927158	0.04737377
u	0.16836919	0.014114828	0.04650421	0.01816621	0.04756341	0.013635433	0.6637925	0.02186946	0.00598473
t	0.0034381857	0.00758154	0.14128558	0.09161944	0.30953485	0.051444136	0.3347915	0.019208414	0.041096296
t	0.05596095	0.014615876	0.019047309	0.00036883028	2.1170537e-05	8.363792e-06	0.034019824	0.78409445	0.09186316
e	0.033551775	0.006998544	0.023014758	0.0039353785	0.0112762265	0.005100299	0.7753135	0.06768666	0.073122896
m	0.0014219369	0.0013146566	0.024370503	0.019923314	0.16511299	0.07942978	0.5206599	0.028486365	0.15928054
a	0.10568624	0.029981067	0.035349473	0.0051753456	0.000937525	0.00031891812	0.107490234	0.6490626	0.06599862
n	0.001467224	0.00048975187	0.0123278815	0.048268486	0.63061774	0.07762392	0.16331361	0.0034174188	0.06247398
i	0.0068412353	0.005359653	0.0043313713	0.0011165352	0.00011941291	5.1572162e-05	0.024994696	0.75810516	0.19908038
c	0.00012043872	7.138562e-05	0.0012348389	0.050203245	0.74613845	0.095974244	0.09210804	0.00066239084	0.013486928
h	0.08482874	0.09415591	0.03472016	0.0016115245	6.753954e-05	1.847154e-05	0.046007507	0.71060514	0.027984962
ò	0.011813385	0.00043845712	0.0072950507	0.019619118	0.20696847	0.06217302	0.5209388	0.01625072	0.1545029
t	2.2974157e-06	9.062596e-06	0.00010997051	4.7887348e-05	0.00055488694	0.016432114	0.011823835	0.9575421	0.013477783
t	0.03845849	0.0064317207	0.02539421	0.042475544	0.09798501	0.053326815	0.08821708	0.47736934	0.17034183
o	0.05970056	0.0062248413	0.011918801	0.07435057	0.2975548	0.121110186	0.15688583	0.17646594	0.09578845
</S>	0.00025220096	0.0003899867	0.0043633995	0.0021230334	0.01838483	0.05614111	0.10419774	0.18710634	0.62704134
