 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.025713129	0.21425053	0.0119955335	0.0682219	0.19957887	0.09247537	0.036054928	0.11356261	0.008452135	0.229695
s	0.36919588	0.21547289	0.29279003	0.072788194	0.0015572488	0.0053333435	0.0028527598	0.00027794138	0.039569482	0.00016210755
e	0.37011167	0.42974243	0.17138225	0.005182635	0.0030486349	0.00467122	0.0041595255	0.009409615	0.0022084585	8.358459e-05
l	0.96298087	0.03655659	0.0003886635	1.9781395e-05	7.557833e-06	8.381723e-06	6.7630817e-06	2.234964e-05	8.479044e-06	4.4554596e-07
a	0.09784732	0.71971995	0.10440783	0.0052939234	0.009009168	0.008664982	0.008780694	0.02662591	0.0067350757	0.012915045
n	0.027198726	0.81813467	0.09939829	0.0146554895	0.033688873	0.0018415658	0.00023797825	0.00022678718	0.00037622114	0.0042413576
a	0.021986708	0.19115126	0.13511844	0.0073301857	0.046691433	0.05697868	0.076140456	0.18498425	0.0046748808	0.2749437
v	0.09664225	0.5314523	0.21068685	0.031008013	0.099020794	0.005517006	0.00067280687	0.0013930557	0.0009996163	0.022607332
r	0.037812352	0.15508246	0.039641906	0.0035124733	0.009468822	0.027539236	0.06031537	0.55590856	0.025177775	0.08554106
ì	0.48977286	0.01699654	0.0129604405	0.014683922	0.070910834	0.046985716	0.03370369	0.14066377	0.000755092	0.17256717
k	0.076548286	0.3833522	0.23736732	0.01519421	0.22249971	0.033970054	0.014710106	0.0052706553	0.00030923006	0.01077827
o	0.11416427	0.08713325	0.12629169	0.059290823	0.08187683	0.083502054	0.10213855	0.09745172	0.20715658	0.040994287
a	0.032950703	0.16164619	0.34443814	0.04498086	0.36046597	0.03570857	0.011528081	0.0023139492	0.00022799864	0.005739521
f	3.2002044e-05	0.00664403	0.68610567	0.0812262	0.07799779	0.08236979	0.059914183	0.0024264953	0.0024486666	0.00083522184
ù	0.011058798	0.03460769	0.023992034	0.012258689	0.014914967	0.04262097	0.07077347	0.41438293	0.18547618	0.18991429
r	0.0033403072	0.014631658	0.38789785	0.108174	0.20582727	0.16449904	0.10289083	0.005353536	0.0010134685	0.006372086
n	0.040049314	0.01315757	0.02015936	0.05396085	0.046582993	0.1930864	0.20801549	0.1763006	0.20322317	0.045464255
o	0.4234685	0.021458026	0.008234445	0.00067371543	0.012379251	0.03266563	0.089129	0.41009858	0.0008325645	0.0010602636
k	0.0037022543	0.03930917	0.27522007	0.029789416	0.32297537	0.16737303	0.13495032	0.016646337	0.0004575682	0.009576496
a	0.06653619	0.5957991	0.042644005	0.0022330238	0.008351449	0.008026732	0.08445665	0.13648203	0.051267363	0.0042035272
k	0.001418829	0.019985031	0.15126139	0.08167048	0.28389275	0.25656834	0.1607908	0.02713597	0.0015784006	0.015698094
a	0.017982718	0.2527574	0.05715586	0.0019848244	0.010179808	0.0076104966	0.05709375	0.39005077	0.13607918	0.069105186
n	2.4484882e-05	0.0037859315	0.08166974	0.16076174	0.11815459	0.3855273	0.20448945	0.03594284	0.0050726943	0.0045711147
n	0.0011543662	0.0038027752	0.0037455168	0.0004159213	0.0013569328	0.0016185702	0.0055847885	0.100277774	0.21165389	0.6703895
i	0.13845214	0.0010099618	0.0008266453	9.596763e-05	0.0014831722	0.0020268888	0.006297365	0.3805055	0.046336316	0.42296597
u	0.0009861947	0.0053894576	0.03887256	0.02317768	0.15958516	0.2387255	0.2293782	0.1972129	0.0047050626	0.1019672
n	5.138021e-06	0.0017606337	0.20113063	0.033050176	0.05537531	0.1607577	0.37006605	0.062114246	0.07019515	0.045544952
r	0.00018590443	0.00012174423	0.00030752775	3.3348853e-05	0.00023745744	0.00031037393	0.0006829285	0.026440913	0.069071576	0.90260816
ù	0.07568752	0.00022188178	0.0004666514	0.00027729696	0.0013490836	0.0018432428	0.0035539193	0.3032247	0.27568445	0.33769125
s	0.00060081965	0.0016892977	0.021710167	0.010157308	0.05027822	0.08571917	0.12799445	0.07092103	0.06897184	0.5619577
t	0.004475005	0.00076128717	0.0025053786	0.0015907335	0.00434769	0.022655925	0.065419726	0.09333176	0.6231206	0.18179184
i	0.56452507	0.0021936817	0.000606827	0.0032079434	0.0019624936	0.011747442	0.03243859	0.22704314	0.1504943	0.0057804193
k	0.00046375	0.0030741603	0.021606937	0.0026506493	0.033798095	0.11071258	0.3365768	0.17130549	0.011871299	0.30794024
o	0.12072888	0.3788738	0.020775935	0.00060165545	0.008631613	0.004996762	0.053909864	0.09975226	0.27992752	0.031801604
k	0.0011849935	0.0026993176	0.013405825	0.0055018463	0.08332574	0.1505504	0.21672621	0.24369913	0.0049253628	0.2779812
a	0.008199451	0.027321547	0.006950085	0.000904616	0.0040372005	0.0048382087	0.025398098	0.07383285	0.760296	0.08822195
l	0.00013909113	0.0022240898	0.01065917	0.047859143	0.076546185	0.26220483	0.20130283	0.23809256	0.013889947	0.14708225
ù	0.004454021	0.0039163586	0.0016748996	0.0003637754	0.0016134379	0.003588325	0.011345521	0.05574787	0.67206717	0.24522865
</S>	5.4262382e-05	0.00023067309	0.0054406286	0.0041301497	0.0064923665	0.020366365	0.0392379	0.015515982	0.2733373	0.63519436
