 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.691895	0.043566313	0.05669301	0.14244047	0.008718128	0.0324765	0.01168498	0.00011264781	0.01241287
n	0.00010453134	0.14804202	0.81677395	7.7165205e-05	5.540383e-07	4.268052e-05	0.02837614	0.0039420477	0.0026409356
ì	0.009616491	0.32912025	0.029526874	0.022607334	5.882949e-05	0.002537029	0.11976406	0.004606417	0.48216265
c	0.010645092	0.94788194	0.0345472	8.4472704e-05	2.0007009e-07	9.5252784e-05	0.0050563705	2.8635906e-05	0.001660854
h	0.01940596	0.05006461	0.49397945	0.19674736	0.012553434	0.00014143916	0.08410757	0.1420833	0.00091685186
e	0.60450476	0.3439913	0.041337453	0.008163021	6.107496e-05	2.3550863e-06	0.001352047	4.675386e-05	0.0005411745
t	0.26219773	0.5478848	0.17213528	0.007918656	9.947067e-07	0.0003402692	0.0067650354	0.0024124559	0.00034474742
o	0.030189265	0.041449994	0.021435698	0.04185961	0.001297247	0.0005298247	0.12196086	0.6728146	0.06846283
r	0.10992026	0.70119923	0.16412447	0.017346557	2.682129e-05	0.00042336225	0.00637801	0.00018691442	0.00039439427
ì	0.011591409	0.027386412	0.031531572	0.019628843	0.11024416	0.0055830646	0.272342	0.27769524	0.24399729
s	0.44816113	0.44633877	0.022230335	0.05740465	0.00059659005	0.00829596	0.015496491	0.00012886824	0.0013471534
o	0.124396	0.29193446	0.11139922	0.08334263	0.0034276024	0.050294906	0.18312791	0.062991634	0.089085646
n	0.06708715	0.64773214	0.20491005	0.06665128	0.0008091217	0.00471383	0.007838612	8.184384e-05	0.00017591003
t	0.036749456	0.06325033	0.035840295	0.014330929	0.031410176	0.009300868	0.6125582	0.115010194	0.081549615
a	0.032266587	0.02130721	0.04885395	0.05771301	0.020435473	0.0042406768	0.78621805	0.012239869	0.01672517
e	0.12712623	0.42194068	0.0663225	0.1368353	0.0061065448	0.045242917	0.18900046	0.0013789556	0.0060464223
m	0.0031734582	0.020599475	0.016716907	0.02108791	0.000121144854	0.025105605	0.5680025	0.3295327	0.015660238
a	0.12022404	0.068750955	0.069799826	0.052464396	0.009478862	0.0024813707	0.21525466	0.40494657	0.056599267
n	0.13312402	0.16567379	0.055268776	0.162217	0.04332316	0.21593557	0.20166999	0.0032385623	0.019549152
t	0.010109901	0.0063638217	0.0064371694	0.0040178476	0.010053009	0.0012445595	0.14005697	0.6222567	0.19946015
e	0.06931497	0.010304524	0.0017487276	0.0058859396	0.049297106	0.0037262242	0.38140765	0.14540324	0.33291167
ì	0.03642294	0.028804267	0.012742267	0.051127527	0.03936391	0.34866115	0.38297537	0.014983883	0.084918715
t	0.0002185449	9.342749e-05	4.6445148e-05	9.412038e-05	0.0001644207	0.11293779	0.030112406	0.84286624	0.013466536
s	0.039046783	0.076481834	0.006637393	0.02371823	0.015501491	0.06202755	0.07617537	0.56315297	0.13725841
e	0.14607258	0.025913537	0.007416515	0.064949915	0.007912281	0.09924451	0.31129745	0.11354077	0.22365244
r	0.0072532636	0.0073349634	0.0024312541	0.011251637	0.02518808	0.3285369	0.21519291	0.14363661	0.25917444
e	0.0020573367	0.004294465	0.0015165119	0.0037614943	7.2846524e-07	5.721681e-06	0.0013168976	0.9767793	0.010267591
k	0.00726722	0.014880803	0.0018936924	0.017552745	0.37105685	0.2831581	0.14821489	0.008325832	0.14764985
a	0.003418434	0.004768942	0.00517762	0.007076961	9.9797144e-05	0.00024446467	0.0076205945	0.93431574	0.037277445
v	0.0024786291	0.0014189787	0.0009863947	0.003753594	0.87858075	0.074158005	0.021642031	0.0009990548	0.015982552
r	0.029005466	0.021223964	0.01903594	0.028745614	0.0016816824	0.0047050067	0.03684134	0.7853611	0.07339986
è	0.089767404	0.013624761	0.0014376076	0.005906441	0.0063059675	0.003922629	0.050040573	0.31945983	0.5095347
c	0.0006104538	0.00023709831	5.972597e-05	0.00020401916	0.005956608	0.03758461	0.009679079	0.8800266	0.065641806
h	0.0023417564	0.009153967	0.0045106304	0.009526461	1.1964736e-06	4.100727e-06	0.001656527	0.9561472	0.016658239
i	0.29510692	0.02211394	0.002386569	0.021898853	0.17627136	0.069081046	0.04410531	0.10212804	0.26690796
</S>	0.0009035313	0.0006817218	0.00016993866	0.0005569516	0.004441549	0.044671625	0.018303072	0.671404	0.25886756
