 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.5381158	0.079155736	0.042566553	0.116186574	0.03874746	0.04044372	0.051777016	0.049899597	0.038559277	0.00031045862	0.00031897068	7.0903974e-05	0.0038480125
n	7.084771e-05	0.04829052	0.9008871	0.00032356873	1.9430609e-05	2.7612182e-06	1.611809e-06	1.1486477e-06	3.4094737e-06	0.0012409941	0.001758224	0.04380324	0.003597227
ì	0.013372691	0.25871515	0.034291387	0.0021927897	0.00075567845	0.20322517	0.06881109	0.028002484	0.13110784	0.028074682	0.016706016	0.0012416324	0.21350342
c	0.016492264	0.79552555	0.1846981	0.0003698373	3.5648267e-05	2.7987959e-05	5.048358e-06	4.6060254e-06	9.607539e-06	0.0001021663	0.00036139356	0.000417119	0.0019506881
h	0.051286273	0.050052788	0.09951151	0.061102837	0.06949794	0.00901867	0.114596754	0.22645646	0.073064834	0.049231827	0.09841249	0.09023634	0.007531266
a	0.44713098	0.30211723	0.083491296	0.013628202	0.026774948	0.111719064	0.003247674	0.0010414866	0.00135747	0.00809502	0.00046826998	4.8577576e-06	0.000923541
n	0.08267807	0.4507172	0.36967126	0.025091944	0.016121004	0.04116741	0.0030851038	0.0014451786	0.001524872	0.006393218	0.0016903668	0.000229368	0.0001849117
d	0.013509014	0.015559927	0.006987515	0.0023795452	0.0032763334	0.009141309	0.036466338	0.042076763	0.047308795	0.14407705	0.4101456	0.18943313	0.0796387
ì	0.040802497	0.018887041	0.032844592	0.044282097	0.15034512	0.09298229	0.13545646	0.14345357	0.050811086	0.2116725	0.058184337	0.000921939	0.019356478
s	0.24945928	0.4930897	0.027794115	0.0116796	0.01515254	0.17573424	0.00438758	0.0012380064	0.004129682	0.017138062	0.00018797802	8.3179725e-07	8.374705e-06
o	0.06493583	0.44199592	0.2623505	0.02853434	0.0065895016	0.013618854	0.0424947	0.028406454	0.041629978	0.008598774	0.015861847	0.037905034	0.0070782867
n	0.046810526	0.28004116	0.17908084	0.10847393	0.20041448	0.13692592	0.024403514	0.017397646	0.0062070293	0.00020547467	1.9311386e-05	8.4380605e-07	1.9293384e-05
t	0.009467791	0.036322657	0.01639294	0.00528969	0.00718648	0.013703671	0.03633175	0.05323538	0.042253707	0.36901182	0.31835482	0.047737893	0.04471144
a	0.014384405	0.009228355	0.007022672	0.004488913	0.0089232605	0.026070353	0.08854254	0.08756718	0.07491017	0.45127314	0.20652467	0.001149747	0.019914683
i	0.05237872	0.25910303	0.037421193	0.026322445	0.108450055	0.40148288	0.0577065	0.035580743	0.018662168	0.0024019359	0.0003247172	6.241878e-06	0.000159393
k	0.003265558	0.07540611	0.055109132	0.034708716	0.028738895	0.05359694	0.10323664	0.10074602	0.060207523	0.37290022	0.04878668	0.057265643	0.0060320054
