 	un	forno	che	fa	buon	pane	</S>
è	0.6300821	0.049133096	0.015279771	0.05421004	0.21405204	0.0045921546	0.032650948
n	0.23198198	0.37650657	0.1716747	0.11721252	0.00023421807	0.08841061	0.013979414
a	0.0041584494	0.032514885	0.90621585	0.030524407	0.00037324068	0.019575642	0.006637472
f	0.3522448	0.16783166	0.44965103	0.018521141	0.00012284062	0.006179507	0.0054488834
ù	0.24149522	0.03575206	0.21590726	0.23378505	0.048910744	0.16088857	0.063261054
r	0.33724618	0.082926795	0.23778181	0.1393692	0.012972112	0.020242972	0.16946097
n	0.13146064	0.12786616	0.2428519	0.040240187	0.1180397	0.3082558	0.03128561
o	0.7737773	0.006641046	0.20770566	0.006434261	0.003894698	0.00016352051	0.001383418
k	0.54052365	0.042276442	0.3917563	0.0049534487	0.018685654	0.000261263	0.0015432499
a	0.08901294	0.0061320984	0.04564053	0.08501014	0.4021939	0.3687065	0.003303843
i	0.12518318	0.16675156	0.63233083	0.03339146	0.035226088	0.0015637983	0.0055530947
k	0.00074869447	0.025452528	0.38506097	0.22502334	0.09640971	0.22315128	0.044153478
à	0.033328287	0.0062198327	0.075678475	0.20855804	0.28838357	0.2894526	0.09837919
n	0.04521803	0.1149889	0.10227909	0.19875832	0.48430812	0.016578656	0.037868865
n	0.055450983	0.16279799	0.012568919	0.13119774	0.12972279	0.47643358	0.031828005
i	0.7447402	0.010111045	0.0407143	0.13788591	0.061047953	0.0049137757	0.0005868355
t	0.043922357	0.073071614	0.4965239	0.27741933	0.071909525	0.010036119	0.02711717
s	0.001857576	7.2094546e-05	0.008865368	0.0008675471	0.60114735	0.36942014	0.017769903
o	0.20565753	0.0045473203	0.27989608	0.22941487	0.23454282	0.012679796	0.03326152
m	0.011291751	0.017095305	0.17308395	0.23315972	0.34181547	0.04180184	0.18175198
ì	0.00575534	0.0004760731	0.019625343	0.005614115	0.48544943	0.45545992	0.02761973
k	0.013580707	0.009274876	0.07971023	0.09645697	0.7282857	0.026585879	0.046105694
a	0.21307404	0.033019252	0.0043504233	0.1271898	0.3722641	0.23843165	0.011670841
l	0.026323404	0.024071708	0.1572133	0.22673535	0.24218604	0.022353798	0.30111638
ò	0.0013890632	0.00030064842	0.0012632484	0.0014620101	0.21758164	0.7514055	0.026597863
</S>	0.00093778607	0.0041548475	0.0053111645	0.03427573	0.4055747	0.37865707	0.17108871
