 	non	mi	aspetti	che	non	vengo	</S>
m	0.9678289	0.003072032	6.952844e-05	9.143848e-05	0.008276353	0.008630106	0.012031508
ì	0.0012136047	7.704554e-05	0.000111981986	0.96837693	0.02973376	0.0004713388	1.5354462e-05
m	0.059374016	0.48893306	0.37968868	0.056208774	0.015640955	4.0952833e-05	0.000113535796
e	0.015001948	5.5956614e-05	4.4602297e-05	0.17051353	0.3043255	0.506494	0.0035644325
m	0.046705898	0.3013451	0.32151416	0.27256045	0.056874637	0.0003274684	0.0006722956
ì	0.016577395	2.7014394e-05	2.5825173e-05	0.2930638	0.25499633	0.42942885	0.0058807936
n	0.060984798	0.0072307643	0.00034636506	0.60666597	0.3233366	0.0010077665	0.0004277154
i	0.2376444	0.0001284811	4.259232e-05	0.25013235	0.46463466	0.046028025	0.0013895379
k	0.04257911	0.003946667	0.00017205122	0.70457065	0.2465558	0.0016512185	0.000524522
a	0.033353772	6.8781424e-05	0.00010659936	0.22607513	0.14983587	0.5893796	0.0011802699
e	0.08718873	0.020281307	0.0020180314	0.46248502	0.37413785	0.033366136	0.020522961
n	0.0031704346	0.0048913863	0.00020880961	0.058263242	0.057989538	0.61236197	0.26311463
è	0.0008241743	0.0014805507	0.00034384118	0.00094303896	0.0049551083	0.20358078	0.78787255
r	0.02859812	0.24077117	0.3357845	0.015962437	0.033435706	0.07037939	0.27506858
k	0.021929484	1.9484563e-05	4.2298648e-06	0.0040476657	0.021516817	0.8901822	0.062300052
o	0.21827926	0.00025068034	1.3500119e-05	0.18057379	0.1449967	0.38229313	0.073592894
m	0.28948352	0.071783	0.04855159	0.052711874	0.064706035	0.0904601	0.38230395
e	0.012444951	0.00030966633	0.0012556362	0.034344662	0.010438643	0.93957794	0.0016285428
</S>	0.051858533	0.014173137	0.0040059565	0.03288702	0.02922815	0.02877663	0.83907056
