 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.8893197	0.0026342962	0.01105231	0.008819136	0.014969257	0.008822016	0.0015778886	0.052546278	0.00019466288	0.010064385
l	0.002905247	0.983751	0.0027407387	1.2370028e-05	0.00026847702	3.9241484e-05	0.009799269	0.00047301577	5.220724e-06	5.379471e-06
ì	0.048466444	0.017850198	0.023092391	0.03391368	0.76393336	0.0004444374	0.060890455	0.046496402	0.0016546334	0.0032579785
k	0.02474409	0.026442233	0.49643084	0.41966304	0.0012739997	9.268641e-05	0.020222412	0.009065836	0.00024755503	0.0018173271
o	0.4610504	0.2761833	0.04534912	0.022602826	0.094366126	1.3131277e-05	0.03019445	0.068847746	0.001314016	7.876941e-05
e	0.11060868	0.15696467	0.60708255	0.12293006	0.0011709145	9.9810495e-06	0.0007660799	0.0004134082	4.239572e-06	4.9345806e-05
n	0.038653668	0.31225875	0.20546122	0.038086858	0.27777237	0.008231929	0.082732044	0.03642634	0.00025203108	0.00012472131
p	0.0004225098	0.00969642	0.020549122	0.024635253	0.016022211	0.0002079101	0.15026598	0.68866986	0.06724724	0.022283515
r	0.12910384	0.262798	0.13153662	0.07930974	0.24273802	8.793601e-06	0.073355116	0.060913537	0.015131391	0.00510497
a	0.028656753	0.06590167	0.011323711	0.013015428	0.1646304	3.6574063e-05	0.43297958	0.060727585	0.21670875	0.006019535
t	0.01585871	0.033172134	0.25250703	0.67706174	0.0062742513	4.8915576e-06	0.003248226	0.011161109	0.00038140948	0.0003305666
ì	0.00012909982	0.0013576574	0.00066611904	0.00094579847	0.00029112105	5.6754097e-08	0.0035455846	0.02906483	0.95689857	0.007101185
m	0.0061448202	0.00851761	0.1253591	0.7413613	0.0008566327	0.0009213381	0.085102975	0.030634267	0.0004816173	0.00062029506
à	0.1246015	0.018895783	0.0053181807	0.00992782	0.27964655	0.0004500829	0.07734779	0.36964408	0.10850279	0.0056654485
i	0.008020052	0.006121149	0.04629104	0.60257643	0.0067342278	0.04674331	0.23817898	0.043657757	0.0013471994	0.00032979218
n	0.0012572694	0.0025031797	0.0057985107	0.0042765853	0.10531712	0.6570602	0.15464103	0.058540855	0.008737914	0.0018672366
e	0.003083638	0.0032651064	0.009174359	0.04829449	0.013903567	4.8447935e-05	0.07701281	0.5792888	0.2364825	0.029446358
m	0.01063364	0.01224945	0.07457726	0.16811246	0.11491836	0.010745214	0.018144952	0.58955085	0.00024425844	0.0008235566
m	0.004803992	0.011583772	0.0013857409	0.0010891877	0.039688334	1.5399073e-05	0.0482396	0.090706006	0.79859835	0.003889599
è	0.053539734	0.014134186	0.006373946	0.024115775	0.18383436	0.00024835276	0.31157237	0.15291986	0.23614728	0.017114073
n	0.0027770607	0.0031609526	0.0036462715	0.032192633	0.02745656	0.031061305	0.70974374	0.09343812	0.09106352	0.0054598525
o	0.29620242	0.0033820537	0.00030894385	0.001977848	0.23465027	0.032360673	0.10161218	0.031686902	0.29519355	0.0026251387
m	0.0052507827	0.0029340624	0.020751273	0.27661848	0.08960922	0.034996226	0.1906059	0.23796435	0.08417734	0.057092376
i	0.011272407	0.0022419686	0.00033079777	0.0013325221	0.06415475	0.0018961214	0.13178535	0.06896907	0.7155148	0.002502241
n	0.0068732314	0.0015070621	0.012414198	0.15344307	0.09799502	0.15595104	0.103263155	0.40996504	0.02599967	0.03258857
a	3.130867e-05	0.00040227498	0.00014795468	0.00022080995	7.964509e-05	3.8900927e-07	0.0005070206	0.0032051702	0.990245	0.005160446
l	0.0044826535	0.00068161084	0.007712641	0.08819211	0.07523696	0.24780391	0.047736194	0.50562745	0.0072508752	0.015275559
i	0.0007319713	0.0015002899	0.00070435734	0.00086463563	0.0012807302	2.4304e-06	0.0019764507	0.020026209	0.9417886	0.031124406
p	0.00300022	0.00045396402	0.0055851787	0.06349437	0.07479721	0.32650518	0.043243814	0.4229288	0.018470138	0.041521087
ù	0.004380328	0.0028236248	0.0009808526	0.0010297723	0.00971759	7.578654e-05	0.006839976	0.037353516	0.8870034	0.049795117
n	0.00027774723	9.568202e-05	0.0005208498	0.0040933527	0.0048176916	0.7010957	0.06054385	0.030993395	0.11952706	0.07803462
a	0.108911805	0.0013823452	0.0003650249	0.0026871844	0.01091864	0.026807968	0.025163613	0.06948161	0.7439758	0.010305977
</S>	0.00020859757	0.00018868977	0.002412203	0.029634522	0.0033402361	0.010062476	0.026316486	0.03170417	0.5547726	0.34136006
