 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.97063756	0.013751975	0.0022936545	0.0072364504	0.0011753247	0.00016516203	1.2964846e-05	0.0047268677
ì	0.2465187	0.1763935	0.4285048	0.012564134	0.13558657	5.610287e-05	3.0691347e-06	0.0003730977
n	0.17091139	0.60412663	0.21024905	0.007902892	0.0044939616	0.0021625704	3.8600214e-05	0.00011493712
i	0.7342831	0.09553664	0.11220237	0.033651266	0.023212004	0.00017759646	0.0001154512	0.0008215651
e	0.5375956	0.41973194	0.034971774	0.0041485336	0.0015167086	0.00033215608	1.4732296e-05	0.001688496
n	0.039420173	0.09020253	0.46800143	0.10639211	0.2951389	0.00023046085	5.0741337e-06	0.000609344
è	0.010919761	0.15029056	0.16254584	0.0636613	0.1302996	0.21557003	0.06901686	0.19769599
r	0.08863195	0.56978893	0.27100873	0.043646667	0.010966071	0.0155192595	0.0001280947	0.00031032774
k	0.1776191	0.039104372	0.27419376	0.28672245	0.21624884	6.754052e-05	0.00010923381	0.0059347074
o	0.07744506	0.0964046	0.58640575	0.11008317	0.12877916	0.00064448453	3.565693e-05	0.0002021306
t	0.07728258	0.59062225	0.25793138	0.05693384	0.010486671	0.006280085	0.00042080143	4.2385982e-05
t	0.015376527	0.059695356	0.053014778	0.04856905	0.6776736	0.018412799	0.110148996	0.0171089
e	0.013618514	0.029150145	0.27794588	0.097037666	0.5203569	0.022396103	0.029404012	0.010090782
e	0.006687706	0.2464344	0.3411168	0.18796256	0.08405973	0.12548429	0.007523835	0.0007307186
t	0.00043273324	0.008925001	0.097065255	0.06229461	0.8252892	0.0048377267	0.0002044286	0.00095113745
u	0.0056474316	0.04320714	0.011427426	0.010810724	0.08947247	0.040937223	0.21029402	0.5882035
s	0.11307379	0.19693883	0.13393359	0.4392596	0.06248829	0.05147922	0.00030820162	0.0025184664
m	0.0022180174	0.0039687655	0.0007007078	0.00091612525	0.009211162	0.034996573	0.6655293	0.28245935
è	0.16635601	0.11058489	0.095998235	0.041890733	0.09633849	0.031892885	0.017648099	0.4392907
n	0.0019119193	0.007815416	0.12675883	0.10610896	0.5342217	0.15158194	0.068244316	0.0033568304
o	0.9339492	0.0082942555	0.009810636	0.013421819	0.017786304	1.5553442e-05	4.6995778e-05	0.016675312
m	0.06287364	0.093455784	0.06731986	0.12086715	0.09313725	0.43191803	0.108243965	0.022184372
e	0.30118728	0.020490147	0.029084831	0.058264468	0.45784083	0.0001385553	0.001342417	0.13165154
t	0.22573127	0.07643647	0.058052417	0.14814523	0.23909451	0.1848405	0.023957336	0.043742266
r	0.007408452	0.02146667	0.0016349845	0.0024739038	0.018579485	0.001729091	0.098988675	0.8477187
ò	0.08620449	0.034878526	0.022178514	0.009732876	0.022613358	0.029373718	0.07495532	0.72006327
m	0.0045072488	0.003128351	0.0037331516	0.004516134	0.024670698	0.20116375	0.74929035	0.008990373
e	0.7080669	0.04543361	0.027561164	0.035613228	0.04839931	0.00022235152	0.0007206402	0.13398284
</S>	0.018555392	0.0481681	0.022542136	0.022881482	0.038768563	0.33703294	0.37780327	0.13424808
