 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.0035568695	0.0019784833	0.014312499	0.10556446	0.01613708	0.009321385	0.03287056	0.08950339	0.2347514	0.080761194	0.10363107	0.23716648	0.02382735	0.0048295013	0.04178824
t	0.85444975	0.040378094	0.03179976	0.03525402	0.016320363	0.016302202	0.0037497818	2.7915017e-05	3.2277003e-05	0.00014373045	2.9193065e-05	0.00015475921	0.00066143344	0.00039577138	0.00030101233
t	0.0019439824	0.14359163	0.0030130546	0.14046258	0.16900167	0.13534491	0.06995321	0.04260456	0.053972255	0.018512702	0.004882543	0.0042185113	0.043749306	0.0025302246	0.16621882
è	0.26185867	0.56315124	0.0049988064	0.012875673	0.07236189	0.041528862	0.0046883146	0.0014591471	0.007452197	0.016809158	0.002010224	0.0013937188	0.007163691	7.402387e-06	0.002241032
d	0.037193116	0.8626601	0.02179379	0.04876766	0.022571959	0.00517505	0.0010561366	0.00041360676	3.8947375e-05	2.3547158e-05	6.6009943e-06	6.874692e-06	1.9496629e-05	8.7343205e-06	0.00026433397
e	0.665024	0.009539155	0.13001317	0.14700711	0.024763722	0.01142949	0.0031494289	1.9350697e-05	0.00015126963	0.00029327808	0.00020667886	0.00079283206	0.00058062834	0.006568432	0.00046147438
c	0.001678956	0.1045433	0.79405934	0.08139057	0.0032692377	0.002361499	0.005337792	0.0059996815	0.0003935038	0.0002550025	0.00011298909	0.00014179361	0.0003088925	1.9987821e-05	0.00012740225
i	0.7792453	0.0098670935	0.030229919	0.04529022	0.04443255	0.033947796	0.0019813748	1.02702315e-05	0.00033273568	0.0017267838	4.8374884e-05	0.0025041788	0.00039633617	0.049603295	0.00038369076
d	0.0004977902	0.015702067	0.6104198	0.34486517	0.0066645755	0.0044683693	0.014750177	0.0016235728	0.00030339073	0.00015563401	0.00010500679	9.437925e-05	0.00014858195	5.060726e-05	0.00015090466
è	0.08736951	0.027558343	0.05566036	0.29543847	0.0765901	0.060744107	0.09419008	0.007429916	0.017958099	0.009543224	0.06775312	0.015459555	0.021113057	0.04166012	0.121531956
t	0.002085508	0.17012025	0.2757636	0.17161083	0.19978945	0.07333064	0.057364687	0.046573624	0.0011163185	0.0017330789	4.0869643e-05	0.00019939807	0.00017161596	5.627119e-06	9.4463074e-05
s	0.027026048	0.08749904	0.083564214	0.21712945	0.19415075	0.15035263	0.10572628	0.0019406207	0.00930736	0.008746071	0.005206837	0.004135932	0.023138054	0.032280277	0.04979636
a	0.106380515	0.5880616	0.0011069563	0.027252607	0.18131459	0.081527285	0.0049683657	0.0007061996	0.001146667	0.0017403394	0.00014163966	0.00022286628	0.00469003	4.4117507e-05	0.00069626555
m	0.0065270667	0.5304227	0.19115376	0.15922958	0.04946021	0.027130831	0.017112147	0.014598215	0.0012015186	0.0006593072	0.00014560626	0.00027433183	0.0018432688	8.952132e-05	0.00015196203
o	0.79627943	0.003299396	0.027338224	0.037813142	0.019508325	0.014748841	0.0018133642	1.32659825e-05	0.00028415822	0.0014957387	0.00015709568	0.0055968566	0.00047089127	0.09044499	0.0007363014
n	0.002654799	0.27981898	0.25749534	0.18687068	0.06749718	0.053475946	0.071961395	0.056751877	0.011595044	0.0046000043	0.0020534487	0.0008803925	0.0033263313	0.00031507402	0.0007035104
a	0.40130594	0.076953195	0.058693282	0.12931685	0.092561014	0.06543258	0.021640673	0.00083522365	0.014373158	0.012149718	0.009523331	0.0084015215	0.00985687	0.029537572	0.06941912
p	0.0002365438	0.028202139	0.43100291	0.21316159	0.040967263	0.038191076	0.1587604	0.06761962	0.013113881	0.0027481045	0.0032558185	0.0007209217	0.0011734635	0.0002530656	0.0005931186
à	0.090456195	0.025579154	0.17289196	0.15258455	0.04178275	0.032221876	0.036808092	0.0022595997	0.011114477	0.006614394	0.023760293	0.010610042	0.017219845	0.108722076	0.2673747
m	0.00014627141	0.016547984	0.06971711	0.05408986	0.14262092	0.084031105	0.18821286	0.39518094	0.016784964	0.020025067	0.0008713395	0.004432594	0.0071124053	2.4149851e-05	0.00020239013
e	0.04382735	0.005741857	0.3480685	0.14281848	0.045043066	0.040216397	0.07964583	0.0025689448	0.013161341	0.011943337	0.023540106	0.027856594	0.010943315	0.15290175	0.051723205
s	0.0009520436	0.06754894	0.20977376	0.17354706	0.13878442	0.114759676	0.16358931	0.08403688	0.03099769	0.008832589	0.0039670947	0.0008409187	0.0017446238	0.00026962534	0.00035540923
i	0.01322717	0.052424	0.050024144	0.09460974	0.18717167	0.18319163	0.095436655	0.011179409	0.015938392	0.020955017	0.004724842	0.009365395	0.068374075	0.056757156	0.13662073
t	0.00016878537	0.01593334	0.36873886	0.12133787	0.039407592	0.040453613	0.23446204	0.09666709	0.0493933	0.0079494035	0.021243561	0.0022763915	0.0013847436	0.00026364328	0.00031966393
à	0.022645691	0.0172078	0.059123278	0.046249196	0.01971626	0.017689906	0.022241835	0.0045908755	0.009600093	0.0055899415	0.020335397	0.010521059	0.048400287	0.1245618	0.5715266
l	3.011191e-05	0.005323908	0.026507936	0.019048147	0.054795343	0.03706622	0.14923091	0.5719111	0.05754086	0.036471173	0.0069556283	0.011924915	0.022567786	8.294224e-05	0.0005429653
a	0.009783172	0.004388075	0.15812302	0.06394215	0.043082505	0.051058583	0.13732903	0.0053238063	0.047372688	0.040548995	0.10598119	0.05454976	0.016381277	0.17728302	0.08485274
s	0.00017375975	0.014305075	0.08391038	0.100800015	0.089220956	0.07333972	0.25715896	0.15166347	0.15286799	0.024721844	0.043257054	0.0036220998	0.0031207944	0.00080828567	0.0010296064
s	0.0046047983	0.02166249	0.07495368	0.06553494	0.08699399	0.112404145	0.113034904	0.020747557	0.015544707	0.021729218	0.0069953417	0.015277919	0.0969373	0.11952518	0.22405384
a	0.006409936	0.026947415	0.006579436	0.040262382	0.124348715	0.1480038	0.16512701	0.028044336	0.08008746	0.09595975	0.051294897	0.05753054	0.118927054	0.012881456	0.037595764
ò	4.3162298e-05	0.005243882	0.022787003	0.026117641	0.04951054	0.057474017	0.24609551	0.26471895	0.18145737	0.06364883	0.056358475	0.010939898	0.013103293	0.000605917	0.0018955125
l	4.349709e-06	0.0005596267	0.010451884	0.033263694	0.15549672	0.04842212	0.41931698	0.13993718	0.029532205	0.015920425	0.0010650363	0.015187674	0.10157109	0.019465193	0.009805872
i	0.0013717549	0.0042376593	0.17342453	0.027408805	0.03222741	0.051400505	0.14991434	0.011907085	0.064109825	0.045629114	0.057220247	0.026852025	0.013178044	0.22089916	0.12021952
m	7.892536e-05	0.006665672	0.022554798	0.044946417	0.06892326	0.06562056	0.25363988	0.10513471	0.2616163	0.05147312	0.09818464	0.006869591	0.00631639	0.002312817	0.0056629907
a	0.25683296	0.0015397585	0.02255465	0.058081545	0.023351746	0.023994114	0.026035031	0.0002695723	0.0029795002	0.019438189	0.037743773	0.13398421	0.0062825107	0.35956213	0.027350307
t	7.3901865e-05	0.004172565	0.008131151	0.020843476	0.051370762	0.05915496	0.2214799	0.13951196	0.26315212	0.07004997	0.12314993	0.009977166	0.010759531	0.0030343123	0.015138276
o	0.02855826	0.06932908	0.0047886614	0.010804254	0.052163772	0.08008892	0.0038985338	0.0006409407	0.0013864243	0.0058460725	5.5314937e-05	0.0017423928	0.0209702	0.43033	0.28939718
n	4.6428945e-06	0.0008512542	0.019798644	0.012271641	0.00917325	0.014084005	0.18961926	0.17327282	0.25041372	0.045118827	0.25603178	0.0126597	0.008826393	0.0014081124	0.0064658923
a	0.0015181019	0.0036639313	0.019719204	0.009973989	0.0061579747	0.010022474	0.008634109	0.002544138	0.0011007875	0.0017013873	0.00049507146	0.0018238161	0.0143313	0.43921223	0.47910154
d	1.3138877e-06	0.0002749285	0.015984746	0.008253273	0.0036662745	0.0069926614	0.15484601	0.13262409	0.23239067	0.037832733	0.3754589	0.0142684365	0.008587982	0.0015623791	0.0072556143
e	0.016695777	0.0026380979	0.05687922	0.039859172	0.011301318	0.014021312	0.026353905	0.0011368246	0.002635866	0.0060392395	0.0067882445	0.01819271	0.013295783	0.545845	0.23831753
r	1.2412336e-05	0.00066204806	0.01323234	0.0106799025	0.009896342	0.0202644	0.1811183	0.08295126	0.20552832	0.05900655	0.37455034	0.013114124	0.011354519	0.0028454666	0.014783643
f	0.0015152455	0.0011222741	0.011320718	0.006553522	0.0030511343	0.004661182	0.008263144	0.002040187	0.00109696	0.0020080952	0.0016607266	0.00409067	0.009873799	0.46816266	0.47457963
ò	0.03198209	0.006471879	0.010141275	0.0011299456	0.0036453356	0.002312979	0.00284625	0.004298921	0.0016534074	0.011231943	0.0056121834	0.02599724	0.33899245	0.145212	0.40847206
m	2.4492023e-05	0.0010460034	0.00064506906	0.0013714066	0.01222132	0.012994852	0.026082879	0.10912942	0.07009612	0.042006344	0.018661244	0.021427587	0.37004647	0.20542243	0.10882439
u	0.00873499	0.0041669044	0.005166121	0.009273145	0.027943585	0.04613051	0.048594225	0.008642948	0.020244176	0.10730156	0.08584108	0.10691647	0.028255977	0.33019608	0.16259216
