 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.4659456	0.0695585	0.076399334	0.08617171	0.08456203	0.17370722	0.02819201	0.0018414046	0.003235863	0.01038634
a	0.0003623736	0.9979855	0.00038410342	2.8258566e-05	1.8487688e-05	3.3189377e-07	7.950508e-08	0.0008987481	6.65316e-05	0.00025555128
d	0.055157725	0.93246055	0.0010742032	0.00028446183	0.007769052	0.00013947957	1.2250037e-05	0.0007389088	0.0005008596	0.0018626217
e	0.20135342	0.098898716	0.05165265	0.07720719	0.04043816	0.02559233	0.01062807	0.038483992	0.21250631	0.24323921
r	0.10214141	0.79561734	0.042894695	0.0061826385	0.029910205	0.009707556	8.5032196e-05	0.0015188351	0.0033978983	0.008544283
f	0.018239068	0.013525649	0.009607684	0.027592761	0.019083016	0.016793061	0.012815099	0.031679187	0.32620847	0.52445596
ì	0.016844658	0.024296915	0.35782823	0.49976933	0.032414924	0.049968973	0.012279892	0.0011227487	0.0004829536	0.0049914694
m	0.45284858	0.17818357	0.10086669	0.021263422	0.14631528	0.098546654	7.646204e-05	0.0010963551	0.00016223225	0.0006407699
m	0.08916051	0.0695323	0.0028499651	0.032473035	0.014669341	0.011498757	0.0035375624	0.11226264	0.6231201	0.04089581
u	0.19073372	0.47892365	0.05726799	0.057644702	0.0988526	0.038582787	0.007911968	0.053827733	0.0114297345	0.0048251944
f	0.41540304	0.3199094	0.033345208	0.005798332	0.105088145	0.09098629	0.0002711357	0.013882917	0.0127265295	0.0025890502
è	0.10316376	0.012881442	3.712977e-05	0.0015000296	0.0004544642	0.011561472	0.03771499	0.0882823	0.64720714	0.09719728
t	0.013905738	0.013430691	0.0594781	0.043510232	0.3325714	0.5197823	0.004301669	0.012855033	8.667669e-05	7.8134886e-05
i	0.06957132	0.07164995	0.012768904	0.010896619	0.031538248	0.02088936	0.008536715	0.10965312	0.4927903	0.1717054
p	0.05011463	0.12964775	0.35052413	0.1753607	0.2418861	0.04877541	0.0007065799	0.0010496591	0.0015309182	0.0004041547
ò	0.11018207	0.066877685	0.009442019	0.03816819	0.017343074	0.014513878	0.017289981	0.23400167	0.36828783	0.12389358
r	0.00011381618	0.0011819693	0.040937893	0.029620163	0.17449418	0.05546257	0.012985857	0.6821535	0.002172081	0.0008779136
k	0.05702361	0.038069833	0.08800842	0.0828729	0.057709515	0.059787765	0.030736506	0.07210557	0.35681385	0.15687208
e	0.46929118	0.09944833	0.014291254	0.016213438	0.061829723	0.099939875	0.03999532	0.1274607	0.049999733	0.021530492
t	0.01379055	0.030150358	0.091304004	0.11300225	0.3946141	0.26395714	0.016167978	0.055916432	0.016533272	0.004563842
e	0.028816571	0.0022511757	3.907771e-06	0.0001192394	0.00047995587	0.011802726	0.007991869	0.15227482	0.7260833	0.07017651
e	0.0079463385	0.0105965175	0.0988901	0.186597	0.42163202	0.24284893	0.01202402	0.006931845	0.008521006	0.0040122843
n	0.00028202342	0.0029472134	0.0008668412	0.0043314146	0.09408804	0.008503361	0.008341197	0.799255	0.07337611	0.00800879
a	0.00060665153	0.00020086329	0.000113407434	0.0006519491	0.00082471484	0.0016044219	0.0008229451	0.01754848	0.5180874	0.45953918
s	0.005656995	0.012729551	0.023944935	0.048639085	0.5643075	0.32035708	0.013519931	0.0064690677	0.0028985061	0.0014772981
t	0.0011488507	0.0015805543	0.0010481714	0.0029595178	0.0021234057	0.0009724302	0.0012405996	0.048868548	0.63086903	0.30918893
u	0.02010667	0.00705096	0.00239837	0.002181236	0.011696511	0.018249266	0.014253521	0.09330699	0.29500768	0.5357488
d	0.0027383945	0.002766956	0.05448473	0.11564961	0.20048697	0.45899716	0.07168801	0.055335138	0.025839614	0.012013368
i	0.03361221	0.012588275	0.00055008	0.0026413836	0.0027525832	0.0049814945	0.0041465727	0.056502532	0.48526824	0.39695665
è	0.0039968067	0.0039458955	0.0440781	0.11952185	0.17011312	0.43062702	0.16219224	0.03953455	0.017326377	0.00866414
t	1.6698223e-06	4.0902396e-06	0.0012371957	0.0010170587	0.004319308	0.00021126839	0.0036077073	0.8734184	0.106607884	0.0095755495
s	0.024695015	0.0071862033	0.045433927	0.11484912	0.0408221	0.20522344	0.066112064	0.04096249	0.28215522	0.17256045
i	0.29107586	0.00436363	0.029107045	0.01849911	0.024023827	0.42880803	0.026859863	0.0150496485	0.052083485	0.11012943
j	0.001966401	0.0021967972	0.033317357	0.060651142	0.08753603	0.106685005	0.3200837	0.19559208	0.11409579	0.077875644
a	0.28888342	0.024038512	0.00040495733	0.004172685	0.0035410821	0.15120073	0.05036834	0.09986539	0.28738755	0.09013731
m	0.0053973664	0.0019178787	0.018737782	0.0458008	0.06742376	0.2862957	0.34747994	0.07756572	0.06627624	0.083104804
è	0.2071906	0.028885739	0.0037767582	0.0129333995	0.0053726267	0.1517079	0.17491142	0.15941826	0.16088295	0.09492031
d	0.00027119054	0.0001932779	0.014889246	0.024235684	0.009844274	0.015232764	0.09576244	0.38725728	0.40824616	0.044067718
i	0.09850693	0.0046298653	0.009877555	0.036999118	0.009334007	0.45892644	0.10177761	0.033239827	0.12100099	0.12570778
k	0.0040000747	0.00093746703	0.0034387824	0.006586017	0.027873578	0.12988843	0.29908663	0.19261551	0.13679935	0.19877422
o	0.117327414	0.014796157	0.001200924	0.015526519	0.0028198566	0.14801337	0.14919531	0.10339709	0.32617334	0.12155003
</S>	0.002002298	0.0009670355	0.022276066	0.0378978	0.02325059	0.07763589	0.2009623	0.13881198	0.21072483	0.28547117
