 	l	ho	sentito	quando	veniva	</S>
a31	0.510632014	0.366885405	0.000648900285	0.000261869355	0.12147081659	0.0001009717225
a46	0.435147480667	0.427823221667	0.000245268064333	0.000370542535	0.136281748863	0.000131687524167
a41	0.479846993556	0.275252230556	0.000235171667444	0.00211920885833	0.242250286288	0.000296057988056
a31	0.258772318519	0.174760538852	0.000286693135815	0.0185750060861	0.545734172096	0.00187124734935
a24	0.144879103506	0.0886066866173	0.000939680358605	0.028211926362	0.733082034032	0.00428056061645
a31	0.338123544502	0.108073710539	0.00123183367953	0.0180732767873	0.529890639011	0.00460700207215
a15	0.527937614834	0.149846323513	0.00119396688651	0.0143079929291	0.303728487337	0.00298565179072
a46	0.368355699611	0.102122913771	0.00106500583217	0.0105557963097	0.513743852446	0.00415677983024
a31	0.149273785324	0.0392271831903	0.00578053421406	0.0185912734366	0.775266350815	0.0118609154434
a0	0.313556985895	0.0271655030634	0.00970284707135	0.0235996243455	0.607634490272	0.0183405561478
a41	0.642493995298	0.0404285103545	0.00902497735712	0.0149788899818	0.271806264757	0.0212672963826
</S>	0.732742847649	0.0523267951773	0.00962577067856	0.0143164544909	0.167687074379	0.0233009746913
