 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.589491365	0.113081311	0.02629929644	0.007968065585	0.026918419022	0.009088623335	0.01743074975	0.047767394	0.1594810335	0.00247373925
a31	0.406376972333	0.0471288874667	0.00878279309533	0.0108502242517	0.008985820007	0.019662120445	0.0131899994167	0.181810126	0.294278427833	0.00893465741667
a3	0.146295062444	0.0232541099556	0.00293072495974	0.0118288220672	0.00300078381984	0.0239918204817	0.0126676961389	0.234275431333	0.530807755944	0.0109478292056
a20	0.0794776484813	0.0518845443185	0.00099946462588	0.00435851970573	0.00100859767145	0.0354334608272	0.041924540713	0.198512509778	0.581310438648	0.0050902709352
a31	0.0551334341604	0.0576098251062	0.000356509286927	0.0610253566019	0.000347651947983	0.0746419356091	0.160492875571	0.266833666593	0.320521897549	0.0030368101784
a24	0.0640137360535	0.0480643087021	0.000160061823942	0.0797643331006	0.000127167460161	0.114516928536	0.181260725857	0.214868158864	0.293166150516	0.00405842392613
a31	0.127450218684	0.0609479949007	0.000107806807981	0.0370366002669	7.89583290537e-05	0.177306969512	0.146405609286	0.145585049621	0.300916700172	0.00416411207538
a17	0.169975639561	0.0596193919669	6.2517294327e-05	0.0273740337556	6.16303320179e-05	0.254658973171	0.125355011262	0.110172799207	0.249483083391	0.00323693149179
a31	0.260386863187	0.059976218989	8.58371864423e-05	0.0154140125852	0.000156240996339	0.291605951057	0.0692222719207	0.056343723069	0.24383215113	0.00297674779726
a17	0.233258157062	0.0430428078297	0.000221423548814	0.0120942041951	0.000283806272113	0.229144590352	0.0505214986402	0.090604545023	0.33732115371	0.00350782529909
a20	0.221211935021	0.13046850411	0.0023027459896	0.0323952287317	0.00118737224404	0.109721589117	0.0250322705467	0.106145667674	0.36303224457	0.00850246733303
a41	0.27252270834	0.213803358037	0.00339300192987	0.0953737695772	0.00253605261468	0.0447776808723	0.0160805031822	0.082959820558	0.25945194819	0.00910118211101
a31	0.15590705128	0.134312407346	0.00195357946329	0.0939074919257	0.00203792201489	0.128038929124	0.0211399577274	0.083619447186	0.326372136063	0.052711075037
a17	0.07935332226	0.0573574834487	0.00259281840776	0.0476998870419	0.00691839668163	0.155664080041	0.0247531042425	0.111430944062	0.446548212021	0.0676817339457
a31	0.0526314087533	0.0349131031496	0.00966059626925	0.041764108014	0.00969226209388	0.241655217014	0.0403358297475	0.129056784687	0.395337964007	0.0449526902486
a24	0.0652576009178	0.0321543917165	0.0168287360897	0.075857067338	0.0155606322313	0.274337234671	0.0903713465825	0.105216818229	0.281997221336	0.0424189484162
a31	0.0710814623059	0.0332333622388	0.0480468826966	0.0987863057793	0.0252630250771	0.249461687224	0.0997348488608	0.10343233441	0.232038850445	0.0389212544721
a32	0.0600887294353	0.0728776574129	0.0737358342322	0.11600216526	0.0942147166924	0.245766251408	0.0638915329536	0.09108660847	0.149086116815	0.033250398824
a31	0.0535963441451	0.0792976711376	0.0704846830774	0.127690691753	0.123034650564	0.212903486136	0.0479969516512	0.11580198149	0.129534082272	0.0396594969413
a20	0.0580995890484	0.115564725713	0.0739616280258	0.120870020584	0.144668538521	0.202956476379	0.0399596652171	0.10768320583	0.094799177424	0.0414369966471
a31	0.0592157375728	0.130879403904	0.127906048009	0.134263096861	0.181336046174	0.129394983126	0.0339492290724	0.0813672672767	0.0762406791413	0.0454474848824
a46	0.0651355170809	0.139049496635	0.157534048003	0.132854852287	0.183127425391	0.111725463042	0.0326013803575	0.0668047167589	0.0638745867138	0.0472924869608
a33	0.11638338236	0.185986005545	0.140377598001	0.137055587429	0.194331421797	0.102140713014	0.0434666007858	0.0292605825863	0.0284965517379	0.0225015546536
</S>	0.13255639118	0.170167262772	0.145051174	0.140362023715	0.179417780898	0.117626646507	0.0563300203929	0.0198643552931	0.0203357946189	0.0182885553268
