 	ho	cosa	a	fare	</S>
a23	0.860731225	0.134330905	0.0032002614	0.0011808648	0.000556824145
a17	0.770611425	0.156222163333	0.0326279575333	0.035960922	0.004577560915
a31	0.548180285	0.355198046111	0.0425159742778	0.0483338011	0.00577192407167
a8	0.519051338333	0.443713448704	0.0172140608593	0.0178049674667	0.00221623683056
a31	0.656580112778	0.309572836235	0.00880853718643	0.00735874892223	0.0176798259835
a13	0.578586160926	0.361496598745	0.0167597469621	0.0181896427407	0.0249679256612
a24	0.479223376975	0.345002519582	0.034269827654	0.11191870758	0.0295856172204
a31	0.549292092325	0.227089269861	0.040023530218	0.147464568193	0.0361305157401
a13	0.481609997442	0.137186519954	0.0734413457393	0.161031311731	0.146730765247
a31	0.318798449147	0.188958806651	0.0987128752464	0.16994557891	0.223584241749
a18	0.446810986382	0.215950562217	0.0913604850821	0.100045094637	0.145832861916
a0	0.512433058794	0.141122467406	0.148915375027	0.090940694879	0.106588408639
a39	0.373972636265	0.149086769135	0.256982165009	0.114043001626	0.10591544288
</S>	0.287813028132	0.170225854568	0.308270462504	0.126044765813	0.10764591644
